        Sim_Code  PCR_Mass   Lab  NShows  PCR_EMin  PCR_EMax  PCR_ThMin  PCR_ThMax  Det_S
0  Corsika-77500         1  BUAP    1000         9        11          0         25    1.0
       iClst  nShow  NPart         CCode  sCCode  NGam  NEle  NMu  ftP_ID  ltP_ID         dXm         dYm         dRm         sRm           Tmin          dT             Tm            sT          Px         Py          Pz         Ene      Theta     sTheta        Phi         dE/dS         dE/dT        dE/dTS    Thermy
62669  530.0  867.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0  416.063284  118.086728  432.496395  123.953100   17624.552272    0.067370   17624.585957  4.763746e-02    0.174893  -0.034051    0.553847    0.581812  17.833385  10.110977 -11.017564  3.786763e-05  1.221359e+01  7.949296e-04  0.184416
62670  531.0  867.0    3.0  1.002000e+03     2.0   2.0   1.0  0.0     1.0     2.0  384.541727   16.438827  384.892939  345.861714   17618.672883    0.059762   17618.709946  3.236669e-02    1.993357  -0.285924    6.505892    6.810433  17.198786   4.642244  -8.162747  5.693374e-05  2.104214e+02  1.759077e-03  0.084722
62675  536.0  867.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0  298.080065  -48.186476  301.949766  566.613435   17614.717731    0.751080   17615.093272  5.310939e-01    0.035402  -0.008505    0.118654    0.124162  17.058784   2.464133 -13.508039  3.867374e-07  2.337865e-01  7.281916e-07  0.044973
62676  537.0  867.0    3.0  1.002000e+03     2.0   2.0   1.0  0.0     2.0     1.0  -73.751634  484.571545  490.151901  112.717383   17618.535243    0.093269   17618.574880  4.818359e-02    0.908969  -0.125382    2.944378    3.084050  17.308942   4.217724  -7.853732  2.427390e-04  6.400755e+01  5.037898e-03  0.077035
62680  541.0  867.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     2.0     1.0 -148.823924   -8.747371  149.080773  402.165799   17610.298821    1.003373   17610.800507  7.094916e-01    0.209664  -0.017626    0.687569    0.719139  17.014641   9.035844  -4.805463  4.446342e-06  1.013600e+00  6.266950e-06  0.164241
62682  543.0  867.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     2.0  191.784690  242.218537  308.951755  250.783844   17617.364562    0.028363   17617.378744  2.005593e-02    0.246731  -0.023967    0.812504    0.849485  16.966796   7.945639  -5.548196  1.350693e-05  4.235790e+01  6.734965e-04  0.144524
62685  546.0  867.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0  -77.951088   31.474850   84.065678  252.600268   17621.018694    0.139244   17621.088316  9.846056e-02    0.144939  -0.029789    0.459282    0.482559  17.857548   1.384803 -11.614086  7.562801e-06  4.901087e+00  7.681124e-05  0.025390
62689  550.0  867.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0   95.783257  293.980134  309.190478  286.661623   17617.736764    0.020177   17617.746853  1.426740e-02    0.261122  -0.040577    0.851610    0.891679  17.239207   7.274710  -8.832735  1.085099e-05  6.250200e+01  7.605974e-04  0.132583
62690  551.0  867.0    3.0  1.002000e+03     2.0   2.0   1.0  0.0     1.0     3.0   20.210401  177.417677  178.565093  329.544287   17617.567826    0.227947   17617.672196  1.151808e-01    0.154449  -0.023242    0.492188    0.516467  17.606024   3.926439  -8.557892  4.755711e-06  4.484010e+00  4.128944e-05  0.071841
62691  552.0  867.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     2.0     1.0   52.333688   19.085944   55.705369  586.564705   17615.700853    0.003150   17615.702428  2.227542e-03    0.054650  -0.004648    0.194361    0.201958  15.758772   2.162921  -4.860903  5.869893e-07  9.070496e+01  2.636326e-04  0.039215
62692  553.0  867.0    5.0  1.004000e+03     2.0   4.0   1.0  0.0     1.0     2.0 -261.895020  353.827331  440.207657  237.683129   17616.618387    0.123865   17616.697945  5.909690e-02    0.177740  -0.024660    0.614129    0.639836  16.287821   1.983941  -7.898946  1.132587e-05  1.082707e+01  1.916524e-04  0.036067
62695  556.0  867.0    3.0  1.002000e+03     2.0   2.0   1.0  0.0     1.0     2.0 -187.180553  382.444844  425.794103   42.289599   17618.750854    0.090422   17618.791982  4.576063e-02    0.107742  -0.025269    0.379128    0.394953  16.272199   4.047439 -13.199025  2.208405e-04  8.631045e+00  4.826099e-03  0.073528
62746  607.0  867.0    3.0  1.002000e+03     2.0   2.0   1.0  0.0     1.0     1.0  -30.113698 -236.319805  238.230739  309.583163   17553.428943    0.099440   17553.466933  5.371126e-02    0.316691  -0.041477    1.132885    1.177093  15.744814   0.645510  -7.461605  1.228163e-05  2.191560e+01  2.286645e-04  0.011705
62755  616.0  867.0    2.0  2.000000e+03     3.0   0.0   2.0  0.0     3.0     2.0  248.575997 -200.756343  319.520165  279.600653   17585.510775    0.203597   17585.612574  1.439650e-01    0.036238  -0.004240    0.137965    0.142881  14.813003   4.719399  -6.673079  1.827673e-06  9.924776e-01  1.269534e-05  0.085104
62758  619.0  867.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0 -260.029458  124.722548  288.393885  462.998675   17590.611532    0.114547   17590.668806  8.099717e-02    0.117910  -0.015737    0.403272    0.420456  16.434762   6.192714  -7.601996  1.961378e-06  5.191063e+00  2.421569e-05  0.112468
62784  645.0  867.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     2.0 -286.947117 -237.142258  372.256764  273.888869   17600.166432    0.387559   17600.360212  2.740456e-01    0.070544  -0.010051    0.284101    0.293146  14.080055   0.696630  -8.108760  3.907822e-06  1.069701e+00  1.425981e-05  0.012535
62785  646.0  867.0    2.0  2.000000e+03     3.0   0.0   2.0  0.0     3.0     2.0   71.048410  176.101951  189.894112  319.876795   17601.549528    0.011318   17601.555187  8.003119e-03    0.049438   0.007079    0.165365    0.172818  16.804913   3.221143   8.148554  1.688975e-06  2.159652e+01  2.110660e-04  0.058697
62799  660.0  867.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0  247.509377  -91.602415  263.916453   66.118333   17609.225259    0.019164   17609.234841  1.355103e-02    0.078494  -0.008555    0.253502    0.265514  17.300309   4.287515  -6.220000  6.073568e-05  1.959510e+01  4.482328e-03  0.078304
62803  664.0  867.0    4.0  2.002000e+03     3.0   2.0   2.0  0.0     1.0     2.0   56.656328   53.621475   78.007705  266.500775   17607.039860    0.045711   17607.069654  2.134991e-02    0.253493  -0.009995    0.834043    0.871790  16.918153   2.857665  -2.258014  1.227481e-05  4.083535e+01  5.749622e-04  0.052110
62815  676.0  867.0    3.0  1.002000e+03     2.0   2.0   1.0  0.0     2.0     1.0 -209.474741  181.962272  277.470603  340.845250   17598.593131    0.084923   17598.629140  4.390720e-02    0.449527  -0.055002    1.508442    1.574964  16.711345   7.537548  -6.975716  1.355676e-05  3.587110e+01  3.087665e-04  0.136960
62817  678.0  867.0    6.0  1.005000e+03     2.0   5.0   1.0  0.0     2.0     1.0 -336.822970   58.880681  341.930765  345.556231   17599.275228    0.196817   17599.315914  7.691496e-02    1.353538  -0.176814    4.442895    4.647892  17.079086   4.591736  -7.442456  3.892410e-05  6.042975e+01  5.060732e-04  0.083748
62860  721.0  867.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     2.0 -342.452995  419.340671  541.406180  110.866240   17609.553853    0.096948   17609.602327  6.855252e-02    0.263188  -0.043485    0.890733    0.929820  16.671871   9.231223  -9.381803  7.564850e-05  1.356382e+01  1.103528e-03  0.167458
62890  751.0  867.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0  333.492736 -277.684404  433.965475  145.154335   17599.440065    0.059832   17599.469981  4.230727e-02    0.047888  -0.005442    0.152641    0.160069  17.523457   1.215161  -6.482806  7.597077e-06  3.783570e+00  1.795733e-04  0.022239
62891  752.0  867.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     2.0     1.0  -37.027296 -319.811252  321.947600    1.931132   17602.808702    0.002807   17602.810105  1.984650e-03    0.129139  -0.049310    0.377456    0.401974  20.113887   9.229870 -20.898623  1.077891e-01  2.026438e+02  5.433876e+01  0.170814
62895  756.0  867.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0 -282.458645  225.153790  361.216161  353.570152   17599.449244    0.036835   17599.467661  2.604659e-02    0.246449  -0.046914    0.835624    0.872521  16.711029   2.199796 -10.777889  6.979505e-06  3.349975e+01  2.679726e-04  0.040077
62896  757.0  867.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     2.0  345.866806  -10.145445  346.015574  301.150578   17598.320513    0.068854   17598.354940  4.868744e-02    0.377376  -0.057304    1.264952    1.321289  16.791296   7.571031  -8.634397  1.456902e-05  2.713874e+01  2.992418e-04  0.137623
62969   12.0  869.0    2.0  2.000000e+03     3.0   0.0   2.0  0.0     3.0     2.0 -114.061317   -6.744783  114.260563   65.428724   87067.800307    0.032977   87067.816796  2.331801e-02    0.088859  -0.011813    0.286845    0.300552  17.354346   2.399222  -7.572807  7.020742e-05  1.288982e+01  3.010995e-03  0.043859
62973   16.0  869.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0  217.394522  359.284617  419.935488  191.530504   87118.843225    0.103033   87118.894742  7.285548e-02    0.081786   0.009328    0.228443    0.242834  19.815916   3.369261   6.506536  6.619637e-06  3.333142e+00  9.086108e-05  0.062470
62991   34.0  869.0    2.0  2.000000e+03     3.0   0.0   2.0  0.0     3.0     2.0 -127.472537    4.049759  127.536851  124.344939   87040.189443    0.051872   87040.215379  3.667870e-02    0.060283   0.002505    0.221710    0.229778  15.223605   2.877355   2.379870  1.486112e-05  6.264780e+00  4.051815e-04  0.052024
63050   51.0  870.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     2.0  314.543066  382.436172  495.171451    1.369231   23468.497941    0.003967   23468.499925  2.805261e-03   -0.258709  -0.034518    0.383324    0.463745  34.250547  17.701822   7.599752  2.473579e-01  1.653715e+02  8.820788e+01  0.367855
63076   77.0  870.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     2.0 -324.300134  393.769690  510.122677    1.632456   23302.128500    0.001529   23302.129264  1.080921e-03   -0.235329   0.329225    0.986439    1.066223  22.305751  12.849192 -54.442872  4.000969e-01  9.873159e+02  3.704873e+02  0.240372
63096   97.0  870.0    3.0  1.002000e+03     2.0   2.0   1.0  0.0     1.0     2.0 -165.339355 -337.542251  375.861509  285.618540   22858.661077    0.061636   22858.690428  3.092252e-02   -0.023556   0.083938    0.364646    0.374936  13.446022   1.470925 -74.323815  4.596044e-06  1.212540e+01  1.486358e-04  0.026393
63135  136.0  870.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     3.0     1.0 -114.082002 -328.094511  347.362507  241.278544   25700.134249    0.038855   25700.153676  2.747429e-02    0.029503   0.113300    0.202560    0.233992  30.027696   4.703298  75.404637  4.019415e-06  8.517058e+00  1.463027e-04  0.094707
63142  143.0  870.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     3.0     1.0  345.523182  281.511656  445.684958   51.658509   24164.445064    0.018658   24164.454393  1.319355e-02   -0.103031   0.208808    0.428583    0.487757  28.514639   8.251890 -63.737103  1.827761e-04  3.697213e+01  1.385450e-02  0.163339
63164  165.0  870.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0  -98.960936   96.952558  138.539039  164.706996   23142.062462    0.070223   23142.097574  4.965546e-02   -0.049211   0.121921    0.356854    0.380330  20.225653   8.394033 -68.019468  1.401964e-05  7.659540e+00  2.823440e-04  0.155573
63344   18.0  874.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     2.0 -186.491479 -128.373477  226.404111   51.635619   78058.350895    0.001670   78058.351729  1.180674e-03   -0.005874  -0.060492    0.611512    0.614525   5.675862   2.431196  84.453668  2.304841e-04  5.209283e+02  1.953796e-01  0.042629
63376   12.0  875.0    3.0  2.001000e+03     3.0   1.0   2.0  0.0     2.0     3.0 -127.840676  167.302197  210.554657  119.640926   76579.867788    0.086260   76579.897086  4.933748e-02    0.130404  -0.135930    0.554481    0.585669  18.763575   2.669093 -46.188601  4.091598e-05  1.187092e+01  8.293251e-04  0.049181
63384   20.0  875.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     2.0  -98.003211 -119.540276  154.578482    3.790471   76592.583390    0.000127   76592.583454  8.963565e-05    0.104862  -0.103810    0.415359    0.440791  19.557492   8.910506 -44.711042  3.067936e-02  4.973066e+03  3.461289e+02  0.164375
63437   22.0  876.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0  346.521034 -467.316033  581.774099   45.732810   69047.570297    0.226310   69047.683453  1.600257e-01    0.981126  -0.047385    3.805615    3.930365  14.472770   9.373779  -2.765057  1.879218e-03  2.456099e+01  1.174330e-02  0.168212
63448   33.0  876.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     2.0     1.0  135.905350  385.339025  408.603020  495.034830   69029.220766    0.026420   69029.233976  1.868210e-02    0.080055   0.007069    0.389175    0.397396  11.667836   0.943616   5.045919  1.621630e-06  2.127262e+01  8.680594e-05  0.016816
63508   93.0  876.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0  253.243481 -490.211266  551.760225  313.157225   69066.951374    0.005649   69066.954199  3.994422e-03    0.063819  -0.003111    0.239137    0.247526  14.959356   4.473019  -2.791216  2.524034e-06  6.198332e+01  6.320479e-04  0.080725
63511   96.0  876.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0 -242.751127  124.990407  273.039762  237.416398   69106.481696    0.056379   69106.509885  3.986577e-02    0.051839  -0.002618    0.204879    0.211353  14.216603   4.591125  -2.891460  3.749617e-06  5.301748e+00  9.405842e-05  0.082573
63594  179.0  876.0    2.0  2.000000e+03     3.0   0.0   2.0  0.0     2.0     3.0  348.204574  195.742581  399.451604  141.759878   68975.652744    0.051739   68975.678613  3.658483e-02    0.074995  -0.017916    0.341070    0.349898  12.738595   4.029936 -13.435678  1.741144e-05  9.564281e+00  4.759328e-04  0.072051
63610  195.0  876.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0 -206.554553   95.532907  227.577063  337.018213   69329.308638    0.048865   69329.333070  3.455291e-02    0.053804  -0.041632    0.123349    0.140954  28.877865   1.355020 -37.731615  1.240994e-06  4.079476e+00  3.591680e-05  0.027005
63843   25.0  880.0    6.0  2.004000e+03     3.0   4.0   2.0  0.0     1.0     1.0 -174.241253  351.403166  392.229779  150.098200   59382.859486    0.059553   59382.882043  2.255574e-02    1.216051  -0.199069    4.687032    4.846318  14.729934   2.386484  -9.296944  2.151102e-04  2.148692e+02  9.537251e-03  0.043055
63864   14.0  881.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     3.0     1.0  205.625079 -109.624574  233.021931  417.686922   50271.300951    0.007962   50271.304932  5.629779e-03    0.009189  -0.041583    0.146298    0.152376  16.229675   0.467915 -77.539328  8.734061e-07  2.707097e+01  1.551680e-04  0.008506
63917   26.0  882.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0 -243.366427  118.328292  270.608208  303.072169   38967.745485    0.097912   38967.794441  6.923456e-02   -0.041339  -0.008262    0.147621    0.153655  15.937888   3.968236  11.301696  1.672843e-06  2.219375e+00  2.416232e-05  0.071970
64093  127.0  883.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0 -304.272331 -407.275752  508.384883   97.226066   23148.409028    0.059615   23148.438836  4.215400e-02   -0.292794  -0.201921    2.172418    2.201341   9.297998   6.124330  34.591562  2.328745e-04  5.222264e+01  5.524506e-03  0.108107
64116  150.0  883.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0  238.477409  394.185991  460.710397   92.388202   23256.072695    0.040269   23256.092829  2.847439e-02   -0.118014  -0.076349    0.426890    0.449452  18.224619   7.990431  32.901019  5.265634e-05  1.578500e+01  1.849318e-03  0.146349
64199    3.0  886.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0  308.460897 -116.830234  329.844553   28.166005   64661.525875    0.032378   64661.542064  2.289497e-02   -0.330858   0.318860    1.318766    1.396529  19.209880   5.997730 -43.942068  1.760351e-03  6.099983e+01  7.689147e-02  0.110650
64338   28.0  890.0    2.0  2.000000e+03     3.0   0.0   2.0  0.0     2.0     3.0  191.521389 -379.314955  424.923849   95.163274   50190.611404    0.011944   50190.617376  8.445680e-03    0.040974   0.051948    0.233973    0.243151  15.789647   4.628431  51.735544  2.684960e-05  2.879343e+01  3.179469e-03  0.083858
64371   19.0  891.0    3.0  1.002000e+03     2.0   2.0   1.0  0.0     1.0     1.0 -229.060785  183.509174  293.503766  305.215601   44508.534759    0.021913   44508.546863  1.113508e-02   -0.014399  -0.112069    0.272968    0.295437  22.486186   3.772928  82.678634  3.171402e-06  2.653448e+01  2.848375e-04  0.071217
64402   50.0  891.0    3.0  1.002000e+03     2.0   2.0   1.0  0.0     1.0     2.0  156.193325   64.954574  169.161022  161.387166   44068.987532    0.045884   44069.010558  2.294232e-02   -0.026139  -0.109359    0.330356    0.348977  18.796375   1.479444  76.557527  1.339858e-05  1.521172e+01  5.840370e-04  0.027273
64408   56.0  891.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     2.0     1.0 -293.300131  130.044101  320.837084  128.311045   44075.594733    0.021893   44075.605679  1.548044e-02   -0.115652  -0.836501    2.416230    2.559566  19.264218   0.889187  82.128334  1.554670e-04  1.653526e+02  1.004345e-02  0.016439
64462   36.0  892.0    2.0  2.000000e+03     3.0   0.0   2.0  0.0     3.0     3.0  309.716976  280.377280  417.775088  278.201470   40664.216055    0.071006   40664.251558  5.020904e-02   -0.353709  -0.563186    4.400059    4.450069   8.594929   5.595605  57.869136  5.749736e-05  8.863260e+01  1.145182e-03  0.098614
64477   51.0  892.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0  -99.453485 -101.101138  141.818319  109.124157   40664.620046    0.027118   40664.633605  1.917529e-02   -0.004241  -0.022841    0.136770    0.138729   9.640263   0.214123  79.480369  1.165001e-05  7.235169e+00  6.075847e-04  0.003791
64483   57.0  892.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0 -485.375976 -114.797548  498.766794  134.653525   40665.341962    0.010630   40665.347277  7.516379e-03   -0.007605  -0.057309    0.331453    0.336457   9.893965   1.084955  82.441407  1.855642e-05  4.476913e+01  2.469126e-03  0.019221
64520   15.0  893.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0  289.532161 -366.003594  466.677087  104.197531   70356.335068    0.003226   70356.336681  2.281071e-03   -0.330146   1.154296    3.502620    3.702667  18.920003  11.873477 -74.038683  3.410357e-04  1.623926e+03  1.495724e-01  0.217502
64595   48.0  895.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     2.0     1.0 -291.061980   10.499602  291.251297  312.046277   32354.501958    0.035270   32354.519593  2.493932e-02   -0.128645  -0.004031    0.444611    0.462871  16.144989   0.942655   1.794898  4.753588e-06  1.856062e+01  1.906138e-04  0.017127
64635   28.0  896.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     2.0  237.331828  345.608649  419.251399   46.114785   44298.486204    0.070905   44298.521656  5.013713e-02   -0.439727  -0.173662    1.265539    1.350966  20.484579  10.410374  21.550649  6.352782e-04  2.694595e+01  1.267107e-02  0.192895
64653   46.0  896.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0    2.757218  104.066247  104.102766  127.135334   44504.249761    0.022095   44504.260808  1.562361e-02   -0.021843  -0.002651    0.101742    0.104170  12.202859   1.518574   6.918955  6.444798e-06  6.667889e+00  4.125303e-04  0.027114
64771   64.0  898.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0  302.683934 -127.562028  328.465577    3.656942   50628.353428    0.004990   50628.355923  3.528448e-03   -0.010366   0.086667    0.300658    0.313074  16.188724   1.726548 -83.179214  2.341048e-02  8.875359e+01  6.636662e+00  0.031373
64772   65.0  898.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0 -116.379835  181.112729  215.281413  337.231388   50631.302255    0.042436   50631.323473  3.000689e-02   -0.007499   0.108790    0.387849    0.402888  15.703863   0.574547 -86.056745  3.542653e-06  1.342697e+01  1.180653e-04  0.010416
64793   11.0  899.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0   90.230090   12.582997   91.103244  631.482055   44197.067566    0.159510   44197.147321  1.127904e-01   -0.057994  -0.045576    0.193257    0.206869  20.890050   0.462829  38.162654  5.187684e-07  1.834118e+00  4.599443e-06  0.008646
64809   27.0  899.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     2.0     1.0 -126.921085  -16.911032  128.042747  272.968711   44212.212933    0.008059   44212.216962  5.698653e-03   -0.151544  -0.116316    0.517490    0.551627  20.262141   9.397250  37.507530  7.403199e-06  9.681646e+01  1.299342e-03  0.174049
64812   30.0  899.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0 -159.753998 -100.057308  188.501471  337.998239   44219.257746    0.007283   44219.261388  5.149801e-03   -0.286181  -0.219356    0.913614    0.982203  21.537773   9.063667  37.469898  8.597504e-06  1.907634e+02  1.669807e-03  0.169357
64956   18.0  904.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     2.0     1.0 -356.081523  365.891189  510.558922    5.586649   78752.148594    0.001293   78752.149240  9.141345e-04    0.078258   0.063471    0.323104    0.338451  17.320362   7.438719  39.043554  1.084410e-02  3.706478e+02  1.187569e+01  0.135615
64985    8.0  905.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0   39.735866  339.519123  341.836473   36.573624   37201.180244    0.029243   37201.194865  2.067770e-02   -0.046601   0.081040    0.182873    0.205395  27.075730   4.869363 -60.099496  1.535518e-04  9.933669e+00  7.426321e-03  0.095332
65028   15.0  906.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0 -122.236426 -349.951047  370.685148  338.181005   28139.932335    0.038149   28139.951409  2.697550e-02   -0.229210  -0.057611    0.794177    0.828608  16.572493   0.804224  14.108871  7.245207e-06  3.071820e+01  2.685946e-04  0.014644
65035   22.0  906.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     2.0     1.0  113.861614 -216.804854  244.885303  311.192798   28142.189114    0.058079   28142.218153  4.106770e-02   -0.080335  -0.036387    0.274702    0.288544  17.798851   2.792597  24.368024  2.979569e-06  7.026236e+00  7.255438e-05  0.051170
65061   48.0  906.0    2.0  2.000000e+03     3.0   0.0   2.0  0.0     3.0     2.0   21.751134  -67.487481   70.906079  608.576009   28147.018153    0.273357   28147.154831  1.932923e-01   -0.302048  -0.077070    1.067966    1.112979  16.271816  10.386064  14.314028  3.005090e-06  5.758041e+00  1.554695e-05  0.187803
65128  115.0  906.0    3.0  1.002000e+03     2.0   2.0   1.0  0.0     1.0     3.0 -157.889362  120.005946  198.319131  195.037986   28262.431716    0.159051   28262.501511  8.129197e-02   -0.163695  -0.009552    0.416014    0.447317  21.512053   6.928952   3.339433  1.175918e-05  5.502666e+00  1.446554e-04  0.129671
65129  116.0  906.0    4.0  3.001000e+03     3.0   1.0   3.0  0.0     2.0     2.0  250.365262  119.953298  277.617647  185.062445   28263.732342    0.039209   28263.748316  1.803962e-02   -0.846860  -0.063069    2.095249    2.260824  22.062734   6.235769   4.259154  6.601310e-05  1.253324e+02  3.659542e-03  0.117202
65135  122.0  906.0    2.0  2.000000e+03     3.0   0.0   2.0  0.0     3.0     2.0 -150.461781 -259.134869  299.649175  283.342805   28406.936712    0.000378   28406.936901  2.673744e-04   -0.070762  -0.085324    0.198896    0.227789  29.131847   4.281591  50.329860  2.837317e-06  8.551451e+02  1.065161e-02  0.085470
65142  129.0  906.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0  216.893810 -210.531602  302.268888  476.920008   28208.126167    0.187207   28208.219770  1.323750e-01   -0.204198  -0.061777    0.622693    0.658227  18.911721  10.448761  16.832298  2.893909e-06  4.972481e+00  2.186161e-05  0.191705
65144  131.0  906.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0   32.878280 -103.499107  108.595794  588.567823   28199.094095    0.010497   28199.099344  7.422671e-03   -0.115501  -0.038905    0.379785    0.398862  17.791976   9.287601  18.615541  1.151410e-06  5.374291e+01  1.551416e-04  0.169497
65146  133.0  906.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     2.0  285.235385   18.508404  285.835242  121.850963   28199.103138    0.179314   28199.192795  1.267944e-01   -0.102669  -0.026373    0.337697    0.353967  17.426881   5.401455  14.406564  2.383992e-05  2.791684e+00  1.880218e-04  0.098662
65153  140.0  906.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     2.0   46.528066 -220.767090  225.616863  103.451175   28182.273507   12.630226   28188.588620  8.930919e+00   -0.038740  -0.051730    0.195391    0.207614  18.302264   8.061150  53.170337  1.939924e-05  2.324661e-02  2.172145e-06  0.147702
65168  155.0  906.0    2.0  2.000000e+03     3.0   0.0   2.0  0.0     2.0     3.0  -62.386023  109.025757  125.613023  595.207484   28201.493476    0.033935   28201.510444  2.399579e-02   -0.145573  -0.036233    0.446314    0.470878  18.578504   2.077138  13.976746  1.329142e-06  1.962416e+01  5.539293e-05  0.038238
65199  186.0  906.0    2.0  2.000000e+03     3.0   0.0   2.0  0.0     3.0     2.0  180.822292  414.260854  452.005262  238.213279   28166.687927    0.020384   28166.698119  1.441337e-02   -0.081636  -0.017474    0.291608    0.303327  15.976037   3.880240  12.081868  5.345393e-06  2.104631e+01  3.708892e-04  0.070390
65203  190.0  906.0    2.0  2.000000e+03     3.0   0.0   2.0  0.0     2.0     3.0 -350.886948  -64.952714  356.848014   76.560537   28184.813440    0.003387   28184.815134  2.394768e-03   -0.028145  -0.014314    0.106374    0.110974  16.532921   0.270892  26.957180  1.893262e-05  4.635949e+01  7.909130e-03  0.004932
65220  207.0  906.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     2.0 -107.182855 -339.018030  355.557856   27.879894   28199.555590    0.036030   28199.573605  2.547671e-02   -0.083929  -0.030655    0.278146    0.292152  17.809255   2.467432  20.064878  3.758603e-04  1.146786e+01  1.475367e-02  0.045218
65222  209.0  906.0    3.0  3.000000e+00     1.0   3.0   0.0  0.0     1.0     1.0 -126.721217   69.392423  144.476902  196.091193   28200.585905    0.049778   28200.615404  2.613839e-02   -0.286743  -0.045496    0.940513    0.984305  17.155077   6.894851   9.015609  2.559844e-05  3.765889e+01  9.793801e-04  0.125637
65242  229.0  906.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0 -266.097899 -124.233213  293.669854  383.468937   28202.084688    0.045477   28202.107426  3.215736e-02   -0.403643  -0.071484    1.318675    1.380921  17.268406  11.225198  10.042796  9.390925e-06  4.294394e+01  2.920394e-04  0.203855
65267  254.0  906.0    2.0  2.000000e+03     3.0   0.0   2.0  0.0     3.0     2.0  327.463824   25.935909  328.489311   95.759059   28447.325465    0.023309   28447.337119  1.648188e-02   -0.256784  -0.075538    0.527505    0.591570  26.903915   5.355522  16.392188  6.451283e-05  3.589429e+01  3.914403e-03  0.104664
65276  263.0  906.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0  -59.513487  196.512799  205.326899  142.473992   27982.895575    0.083508   27982.937329  5.904942e-02   -0.067221  -0.010290    0.524543    0.528935   7.386874   3.283999   8.703491  2.605742e-05  8.957653e+00  4.412890e-04  0.057765
