Shower	Energy	Zfirst	Theta	Phi	Particles
549	1000	1.18036e+06	0.162271	-1.38498	65
550	1000	2.36095e+06	0.140078	1.24098	19
551	1000	1.77796e+06	0.426131	-0.78889	46
552	1000	2.40912e+06	0.0935962	2.24641	53
553	1000	2.65163e+06	0.402553	-0.197192	20
554	1000	1.61727e+06	0.200157	2.09138	102
555	1000	2.66825e+06	0.318404	2.63427	29
556	1000	2.36995e+06	0.338871	0.186433	19
557	1000	2.32647e+06	0.279723	-2.07296	130
558	1000	1.47892e+06	0.226212	2.98352	105
559	1000	2.30675e+06	0.44797	-2.88237	38
560	1000	2.20154e+06	0.122924	2.71266	28
561	1000	1.60631e+06	0.361891	-0.909748	31
562	1000	1.60164e+06	0.257051	-2.23739	41
563	1000	1.74371e+06	0.103272	-0.250899	36
564	1000	1.73407e+06	0.419494	-0.134011	10
565	1000	3.99577e+06	0.383929	-1.00423	21
566	1000	1.40961e+06	0.447752	-2.27121	41
567	1000	5.9556e+06	0.227319	2.45603	15
568	1000	1.8862e+06	0.295571	-1.91389	112
569	1000	2.32254e+06	0.444277	-2.69379	30
570	1000	1.98459e+06	0.369503	-3.05945	43
571	1000	967137	0.0510646	-1.50609	307
572	1000	2.00915e+06	0.432317	1.12801	53
573	1000	4.71533e+06	0.25773	0.213467	31
574	1000	1.24683e+06	0.30778	-2.53662	116
575	1000	1.85493e+06	0.0799111	-0.859909	36
576	1000	1.90073e+06	0.332708	-1.28112	34
577	1000	1.72256e+06	0.375117	1.23918	42
578	1000	1.06145e+06	0.302847	2.15162	68
579	1000	1.28534e+06	0.218769	1.95713	106
580	1000	1.61862e+06	0.283189	-2.29657	54
581	1000	2.0615e+06	0.263345	0.185712	102
582	1000	3.73193e+06	0.419581	-0.491181	17
583	1000	1.4469e+06	0.292248	2.47887	212
584	1000	2.12178e+06	0.214791	0.414079	35
585	1000	1.56942e+06	0.0331848	1.29029	70
586	1000	1.63918e+06	0.274778	2.67488	48
587	1000	2.0824e+06	0.380318	1.83497	30
588	1000	1.73829e+06	0.284936	1.46843	104
589	1000	1.76002e+06	0.35589	-1.129	49
590	1000	963198	0.388114	-0.921544	231
591	1000	4.23744e+06	0.291119	1.93937	54
592	1000	1.35815e+06	0.303039	0.568896	124
593	1000	3.76822e+06	0.0761053	-1.49596	49
594	1000	2.90355e+06	0.350179	1.11488	16
595	1000	1.49492e+06	0.412169	2.61048	29
596	1000	1.84252e+06	0.310602	-1.35238	173
597	1000	1.85978e+06	0.221501	0.653616	20
598	1000	1.98853e+06	0.44767	-0.210618	235
599	1000	2.50161e+06	0.430342	1.15218	33
600	1000	1.8827e+06	0.325781	1.68748	20
601	1000	1.26366e+06	0.321509	1.72946	56
602	1000	1.31591e+06	0.422514	-1.85543	48
603	1000	861592	0.287192	0.0399313	221
604	1000	1.64082e+06	0.284867	3.09956	87
605	1000	1.4285e+06	0.427164	-2.07713	371
606	1000	2.40915e+06	0.308932	0.179407	19
607	1000	1.63647e+06	0.314391	-0.272975	55
608	1000	1.94352e+06	0.200005	2.2495	154
609	1000	942839	0.242947	0.0378733	198
610	1000	2.10753e+06	0.333883	-2.64095	439
611	1000	1.83094e+06	0.399474	1.36567	41
612	1000	2.39026e+06	0.345089	2.6041	28
613	1000	3.30424e+06	0.253424	0.595955	15
614	1000	1.7429e+06	0.437835	-0.828578	33
615	1000	2.0907e+06	0.279276	2.23886	97
616	1000	2.32788e+06	0.0308617	-2.5026	97
617	1000	2.67819e+06	0.430444	2.09749	56
618	1000	2.11621e+06	0.171829	1.84244	106
619	1000	2.54845e+06	0.249837	2.73742	88
620	1000	1.23415e+06	0.31464	1.11271	64
621	1000	1.72806e+06	0.299791	-2.15075	44
622	1000	3.49068e+06	0.449124	2.3695	17
623	1000	1.31531e+06	0.421628	-0.0524188	41
624	1000	1.55102e+06	0.42995	1.13994	74
625	1000	1.72555e+06	0.128356	2.06464	96
626	1000	2.01303e+06	0.284658	-1.91189	40
627	1000	1.5959e+06	0.318291	-0.690833	37
628	1000	1.61908e+06	0.273688	-0.353662	88
629	1000	1.96508e+06	0.364087	-3.01652	37
630	1000	2.32224e+06	0.324124	0.95681	38
631	1000	2.06737e+06	0.160303	-0.445707	39
632	1000	1.40352e+06	0.44408	-1.04359	84
633	1000	1.67525e+06	0.125269	-2.54089	52
634	1000	2.39866e+06	0.143913	2.1136	20
635	1000	1.83927e+06	0.38301	2.84138	128
636	1000	1.99818e+06	0.26661	-2.54309	155
637	1000	1.91355e+06	0.34443	1.05591	84
638	1000	2.4656e+06	0.413568	-1.7557	23
639	1000	1.02081e+06	0.419528	2.70156	111
640	1000	1.16683e+06	0.180711	-2.59877	70
641	1000	2.51996e+06	0.353044	1.4593	23
642	1000	2.04523e+06	0.277281	-1.32549	27
643	1000	2.8131e+06	0.306117	1.99235	511
644	1000	1.43387e+06	0.222051	-2.83877	36
645	1000	1.77337e+06	0.387007	0.274435	35
646	1000	2.5463e+06	0.262077	0.0923009	15
647	1000	2.88071e+06	0.337406	-2.81026	14
648	1000	1.45875e+06	0.428413	1.7385	47
649	1000	2.1409e+06	0.135028	1.57814	49
650	1000	1.43544e+06	0.391528	2.69074	92
651	1000	1.04102e+06	0.176941	0.209294	672
652	1000	1.67858e+06	0.391133	-1.06043	41
653	1000	2.81899e+06	0.160576	2.357	33
654	1000	2.03351e+06	0.358184	-1.1008	34
655	1000	2.7654e+06	0.315456	-0.181867	16
656	1000	2.46446e+06	0.227457	0.827332	48
657	1000	2.39831e+06	0.410644	1.18305	22
658	1000	2.26983e+06	0.172469	2.18631	53
659	1000	1.8273e+06	0.327728	-2.23266	20
660	1000	3.45292e+06	0.437702	-2.73156	24
661	1000	2.71705e+06	0.126177	-0.55614	42
662	1000	1.84631e+06	0.217398	2.15621	307
663	1000	1.97544e+06	0.394191	-1.61534	22
664	1000	2.20633e+06	0.2434	-0.0201331	48
665	1000	1.88775e+06	0.365149	2.01246	44
666	1000	2.05343e+06	0.266602	-0.458708	93
667	1000	2.39985e+06	0.347869	2.24621	80
668	1000	2.55715e+06	0.368758	-1.11985	30
669	1000	2.91915e+06	0.382032	0.744675	33
670	1000	2.18627e+06	0.283997	1.38893	28
671	1000	2.90552e+06	0.0862221	-1.49017	30
672	1000	1.3966e+06	0.346102	-2.37752	43
673	1000	4.35358e+06	0.361658	0.0108936	80
674	1000	2.68824e+06	0.203646	-0.098021	83
675	1000	4.63005e+06	0.116779	1.96654	60
676	1000	3.5961e+06	0.380656	-0.041122	79
677	1000	1.04138e+06	0.388382	2.08918	103
678	1000	2.8175e+06	0.390677	-0.152611	33
679	1000	1.3767e+06	0.16747	-1.76137	76
680	1000	936726	0.385364	-2.85645	214
681	1000	1.34059e+06	0.445149	-1.31233	161
682	1000	1.14125e+06	0.111038	-1.12765	117
683	1000	1.55216e+06	0.192561	1.70404	66
684	1000	2.28662e+06	0.323968	2.16211	31
685	1000	2.58259e+06	0.398672	-0.401568	22
686	1000	1.69792e+06	0.379783	0.874059	74
687	1000	1.95833e+06	0.387347	2.15699	30
688	1000	2.17173e+06	0.261238	-2.90261	150
689	1000	1.64176e+06	0.240559	-1.95561	50
690	1000	2.16327e+06	0.283788	-2.76213	517
691	1000	2.66349e+06	0.23798	2.08693	33
692	1000	1.4673e+06	0.100212	3.00445	100
693	1000	3.7638e+06	0.438303	-2.84302	19
694	1000	2.66608e+06	0.354827	1.64654	25
695	1000	5.01364e+06	0.3715	1.01646	21
696	1000	2.41964e+06	0.223134	-0.164921	28
697	1000	2.19895e+06	0.326619	-3.0638	14
698	1000	1.67961e+06	0.272345	-1.0166	18
699	1000	1.37376e+06	0.419272	1.87744	76
700	1000	1.70748e+06	0.406834	-0.917198	29
701	1000	3.16571e+06	0.340336	2.52038	37
702	1000	1.75216e+06	0.12229	-1.30575	110
703	1000	3.7141e+06	0.397048	2.69128	56
704	1000	1.61668e+06	0.433503	-2.93765	37
705	1000	1.16263e+06	0.293813	-2.36376	53
706	1000	2.65252e+06	0.150468	1.3328	31
707	1000	1.10461e+06	0.237328	-3.08644	223
708	1000	753042	0.338968	-2.27902	570
709	1000	1.90212e+06	0.273605	-2.40809	175
710	1000	3.5e+06	0.35802	2.26411	21
711	1000	1.97706e+06	0.0511589	1.56676	214
712	1000	1.27681e+06	0.259881	-1.47859	334
713	1000	990704	0.0555536	3.09373	142
714	1000	2.7982e+06	0.380333	1.74645	36
715	1000	3.72237e+06	0.123582	-2.42007	13
716	1000	2.37419e+06	0.416358	-2.04251	57
717	1000	3.39533e+06	0.362538	2.64707	50
718	1000	1.7763e+06	0.431666	1.90794	25
719	1000	2.56195e+06	0.101704	-2.3906	30
720	1000	1.49817e+06	0.419745	-1.78421	27
721	1000	2.11475e+06	0.31828	-2.6504	37
722	1000	2.29368e+06	0.119384	2.46493	33
723	1000	2.28907e+06	0.338891	2.55138	19
724	1000	2.57511e+06	0.0622036	1.74267	25
725	1000	3.00226e+06	0.32037	-3.01324	139
726	1000	1.8462e+06	0.119723	1.0051	59
727	1000	3.48068e+06	0.385376	2.40302	44
728	1000	2.57859e+06	0.24925	3.0051	30
729	1000	2.29458e+06	0.429031	-0.746323	34
730	1000	1.44949e+06	0.348084	0.507038	49
731	1000	1.89324e+06	0.303872	2.47918	66
732	1000	2.10582e+06	0.328654	-2.58046	59
733	1000	1.23969e+06	0.227123	-1.21872	92
734	1000	1.54068e+06	0.434987	-0.469282	30
735	1000	1.96866e+06	0.32131	0.98022	28
736	1000	1.07304e+06	0.147492	0.819139	494
737	1000	1.52965e+06	0.229146	-2.48291	74
738	1000	3.56432e+06	0.251652	-1.83056	28
739	1000	1.41292e+06	0.380103	-0.482772	45
740	1000	2.98012e+06	0.341488	2.27593	10
741	1000	2.47119e+06	0.0644598	-0.640591	23
742	1000	3.03831e+06	0.373044	0.407731	31
743	1000	1.2633e+06	0.350514	-0.511105	45
744	1000	4.7256e+06	0.315698	-0.792281	64
745	1000	2.33419e+06	0.390042	0.662853	21
746	1000	1.90325e+06	0.168346	-1.58068	39
747	1000	1.6564e+06	0.37045	-0.621687	42
748	1000	2.51147e+06	0.271535	3.06708	148
749	1000	2.62483e+06	0.197154	1.20889	40
750	1000	2.03384e+06	0.360959	0.45945	72
751	1000	1.82865e+06	0.223131	3.00379	104
752	1000	1.37277e+06	0.379754	1.63786	67
753	1000	1.95776e+06	0.33217	1.12295	36
754	1000	5.44141e+06	0.418606	1.33015	17
755	1000	2.05218e+06	0.432362	2.80798	267
756	1000	6.2364e+06	0.244111	-2.22937	14
757	1000	1.51725e+06	0.28023	-2.29528	75
758	1000	4.64476e+06	0.0805807	2.23637	105
759	1000	2.27005e+06	0.0760452	0.317892	128
760	1000	1.37477e+06	0.019073	0.106426	77
761	1000	1.57509e+06	0.340244	2.38455	80
762	1000	2.60247e+06	0.388425	-2.15225	13
763	1000	2.13046e+06	0.305763	-0.506818	35
764	1000	1.29416e+06	0.336524	0.780531	35
765	1000	2.69443e+06	0.167641	-0.476424	19
766	1000	3.06414e+06	0.245828	-0.186984	28
767	1000	2.29316e+06	0.15365	-1.86824	61
768	1000	3.00932e+06	0.223592	-2.28245	41
769	1000	1.90759e+06	0.369467	-2.39731	122
770	1000	1.91541e+06	0.214681	-1.14894	36
771	1000	1.66316e+06	0.209262	1.79153	245
772	1000	1.26128e+06	0.443402	-0.84413	128
773	1000	1.3225e+06	0.112543	0.0505816	93
774	1000	1.0246e+06	0.334268	0.0204372	217
775	1000	2.2271e+06	0.0852759	-1.43402	88
776	1000	1.41061e+06	0.0914548	1.53555	97
777	1000	1.98245e+06	0.447112	-1.8887	20
778	1000	1.18976e+06	0.286199	0.397038	251
779	1000	2.79101e+06	0.28477	-1.06729	92
780	1000	2.03083e+06	0.423832	2.21737	200
781	1000	2.27539e+06	0.290726	-1.35569	45
782	1000	916253	0.208055	2.36917	98
783	1000	1.17894e+06	0.176602	0.63327	64
784	1000	1.31924e+06	0.289297	-2.53559	35
785	1000	3.13744e+06	0.179818	1.98598	31
786	1000	1.40256e+06	0.290141	-0.623073	50
787	1000	2.9534e+06	0.392287	3.05513	126
788	1000	1.44162e+06	0.134	-1.55093	58
789	1000	2.67228e+06	0.30716	-2.74395	27
790	1000	1.35156e+06	0.35336	-2.29898	61
791	1000	2.33502e+06	0.412561	-0.736156	81
792	1000	4.26017e+06	0.041925	1.23538	35
793	1000	1.75645e+06	0.395544	-2.15383	23
794	1000	1.65911e+06	0.207992	1.93839	103
795	1000	1.50803e+06	0.072432	0.438101	95
796	1000	2.68673e+06	0.243083	2.55517	23
797	1000	1.65059e+06	0.431268	0.637579	46
798	1000	2.05653e+06	0.378078	3.10582	21
799	1000	2.7396e+06	0.334065	2.33595	27
800	1000	2.10815e+06	0.433354	-0.637124	57
801	1000	1.63404e+06	0.21159	-2.31354	166
802	1000	1.16618e+06	0.328809	2.44227	60
803	1000	1.86282e+06	0.214923	-0.340972	37
804	1000	1.53959e+06	0.234329	1.45248	33
805	1000	2.42038e+06	0.37322	2.57195	21
806	1000	1.75614e+06	0.439369	2.84181	121
807	1000	1.86369e+06	0.224245	1.47872	35
808	1000	2.41738e+06	0.180021	-2.67309	21
809	1000	1.80504e+06	0.234	3.107	77
810	1000	2.99063e+06	0.213861	-2.08005	59
811	1000	2.04861e+06	0.14245	-1.8348	48
812	1000	2.04549e+06	0.214715	2.00703	45
813	1000	2.33742e+06	0.230418	-2.72343	77
814	1000	1.1038e+06	0.194416	3.06715	79
815	1000	3.49756e+06	0.402715	-2.56358	18
816	1000	1.87642e+06	0.376405	2.43209	25
817	1000	1.64914e+06	0.285396	-0.332356	29
818	1000	2.05875e+06	0.0855187	-0.114122	43
819	1000	2.23391e+06	0.179252	-3.06986	35
820	1000	1.68168e+06	0.304457	0.990944	66
821	1000	2.64617e+06	0.152996	-2.79029	45
822	1000	3.44827e+06	0.414389	1.86111	31
823	1000	1.91761e+06	0.358776	-1.44216	17
824	1000	1.38743e+06	0.445345	1.22943	33
825	1000	3.22839e+06	0.436072	-2.15223	60
826	1000	2.52926e+06	0.352346	0.717952	23
827	1000	2.52445e+06	0.133458	0.816695	32
828	1000	946971	0.0748001	1.97731	423
829	1000	1.88069e+06	0.318409	-2.11809	59
830	1000	2.72074e+06	0.172223	-2.25725	22
831	1000	1.58267e+06	0.394721	2.66422	54
832	1000	3.61639e+06	0.404359	-1.24032	26
833	1000	2.4247e+06	0.193899	-0.34182	48
834	1000	1.74586e+06	0.420785	2.59646	64
835	1000	1.98491e+06	0.247196	2.2342	29
836	1000	2.65813e+06	0.299773	-2.94469	75
837	1000	1.83567e+06	0.308856	1.8725	38
838	1000	1.85362e+06	0.279364	1.94995	35
839	1000	1.83508e+06	0.160017	0.964391	28
840	1000	2.46619e+06	0.443417	-0.910916	17
841	1000	3.01549e+06	0.0930841	-0.429492	20
842	1000	3.3936e+06	0.206251	-1.69414	48
843	1000	2.60411e+06	0.305709	2.0572	9
844	1000	1.79757e+06	0.303153	-0.695892	72
845	1000	1.17066e+06	0.216184	1.45653	118
846	1000	2.10695e+06	0.318954	2.73015	20
847	1000	707908	0.207721	2.07429	456
848	1000	2.89659e+06	0.307891	-1.99584	28
849	1000	2.20781e+06	0.32026	-0.390205	25
850	1000	2.21636e+06	0.318836	1.71481	41
851	1000	1.50487e+06	0.062429	-0.81648	47
852	1000	2.06256e+06	0.259906	0.209294	46
853	1000	3.58624e+06	0.181511	2.10424	36
854	1000	3.02052e+06	0.157943	-1.83079	22
855	1000	1.38017e+06	0.364152	-2.57906	576
856	1000	968382	0.278789	-0.0732226	279
857	1000	3.44568e+06	0.280938	0.635296	24
858	1000	2.22918e+06	0.127738	-2.17796	112
859	1000	2.54153e+06	0.39424	0.451071	28
860	1000	2.05882e+06	0.365609	1.72546	28
861	1000	1.1042e+06	0.131993	1.45077	133
862	1000	1.63449e+06	0.416166	-0.13698	64
863	1000	993004	0.304957	2.10261	114
864	1000	1.04093e+06	0.185781	1.09463	72
865	1000	2.21605e+06	0.237134	0.440302	31
866	1000	2.86362e+06	0.280221	-0.507415	35
867	1000	714561	0.299616	-0.138951	896
868	1000	1.52949e+06	0.438034	2.23879	43
869	1000	2.68045e+06	0.330441	0.0540285	45
870	1000	858843	0.360522	2.03509	199
871	1000	1.4453e+06	0.288143	0.774644	68
872	1000	2.467e+06	0.32554	-0.217009	25
873	1000	1.55053e+06	0.101311	-0.523887	42
874	1000	2.52762e+06	0.164379	-1.82815	39
875	1000	2.40515e+06	0.291639	-0.677539	54
876	1000	2.21169e+06	0.258931	-0.0959926	203
877	1000	1.39546e+06	0.179431	-3.10829	99
878	1000	2.51708e+06	0.393489	-0.743142	45
879	1000	1.25581e+06	0.260564	1.0614	62
880	1000	1.93431e+06	0.235561	-0.162698	37
881	1000	1.64397e+06	0.32042	-1.11041	42
882	1000	1.32106e+06	0.318568	-2.97801	76
883	1000	875098	0.293565	-2.69592	187
884	1000	3.02235e+06	0.0984118	-0.880107	27
885	1000	5.59812e+06	0.393633	3.02658	18
886	1000	2.05509e+06	0.41701	2.09652	21
887	1000	2.59481e+06	0.333535	-2.65759	31
888	1000	1.98588e+06	0.199607	2.32394	17
889	1000	1.33407e+06	0.427075	0.668617	46
890	1000	1.66013e+06	0.269473	0.925437	43
891	1000	1.45874e+06	0.33519	-1.74306	79
892	1000	1.41497e+06	0.150424	-2.08136	82
893	1000	2.2144e+06	0.319759	1.8794	22
894	1000	1.8285e+06	0.250829	-0.643957	21
895	1000	1.13302e+06	0.310218	-2.99189	61
896	1000	1.45937e+06	0.355582	-2.79031	50
897	1000	1.50281e+06	0.370877	2.32867	52
898	1000	1.67215e+06	0.27767	1.62961	77
899	1000	1.44334e+06	0.395806	-2.53728	61
900	1000	2.91771e+06	0.137762	-0.495463	38
901	1000	2.7799e+06	0.395719	1.01477	16
902	1000	3.33379e+06	0.186171	1.01739	16
903	1000	4.64791e+06	0.40648	3.12829	28
904	1000	2.47229e+06	0.299332	0.608354	40
905	1000	1.21018e+06	0.431637	2.01783	37
906	1000	1.01834e+06	0.293971	-2.90173	482
907	1000	2.2814e+06	0.398197	-3.00153	56
908	1000	1.01003e+06	0.347152	1.83525	88
909	1000	1.67677e+06	0.383807	-1.58417	87
910	1000	943941	0.196062	-2.56516	352
911	1000	2.3504e+06	0.375386	2.87617	52
912	1000	1.39366e+06	0.283775	-1.46376	106
913	1000	1.45092e+06	0.269782	1.46485	28
914	1000	1.95094e+06	0.250476	1.26706	41
915	1000	3.32065e+06	0.243902	0.109885	20
916	1000	1.53752e+06	0.338456	0.826371	41
917	1000	1.74917e+06	0.301057	-2.41818	187
918	1000	3.25223e+06	0.253014	2.61346	18
919	1000	2.89459e+06	0.411366	-2.71906	10
920	1000	2.74635e+06	0.355094	0.558012	27
921	1000	3.13075e+06	0.172382	0.679779	39
922	1000	2.03294e+06	0.333803	1.92174	19
923	1000	2.99572e+06	0.417611	0.413079	42
924	1000	1.80993e+06	0.40354	-3.13262	24
925	1000	1.89878e+06	0.298394	-2.2511	52
926	1000	1.38571e+06	0.166816	-0.585528	44
927	1000	3.66094e+06	0.217135	-1.87354	18
928	1000	3.20978e+06	0.159227	0.731009	168
929	1000	2.1163e+06	0.398411	1.85054	27
930	1000	1.74834e+06	0.336475	2.05695	42
931	1000	3.21825e+06	0.299011	-0.1751	16
932	1000	2.57819e+06	0.248276	-0.416757	21
933	1000	2.03226e+06	0.141416	-0.189948	79
934	1000	2.51794e+06	0.107763	0.134826	37
935	1000	2.54759e+06	0.39005	-1.16443	95
936	1000	1.82253e+06	0.322888	0.764258	58
937	1000	2.08413e+06	0.448839	1.21502	25
938	1000	2.35482e+06	0.292068	2.46203	21
939	1000	1.31114e+06	0.289923	2.9279	54
940	1000	1.44086e+06	0.200056	1.5298	81
941	1000	1.07886e+06	0.284731	-2.43207	69
942	1000	2.03943e+06	0.351875	0.540895	63
943	1000	1.80149e+06	0.334429	0.106427	68
944	1000	1.91686e+06	0.196145	2.48446	158
945	1000	1.53854e+06	0.293924	2.02822	39
946	1000	2.37194e+06	0.257223	-1.60593	17
947	1000	3.35066e+06	0.171934	2.10423	124
948	1000	1.67519e+06	0.206527	0.258485	35
949	1000	1.30591e+06	0.13742	-1.77878	40
950	1000	1.34177e+06	0.443965	-0.550987	51
951	1000	2.98487e+06	0.39977	-0.749363	21
952	1000	2.81247e+06	0.32092	0.0145538	28
953	1000	2.44465e+06	0.401818	2.60642	24
954	1000	3.20974e+06	0.425561	1.29659	44
955	1000	3.48523e+06	0.428849	-2.97325	23
956	1000	1.20935e+06	0.18327	0.673102	87
957	1000	2.19264e+06	0.429052	1.06371	72
958	1000	1.69797e+06	0.431023	-1.83478	21
959	1000	2.55947e+06	0.344587	1.83973	44
960	1000	545602	0.403854	2.27097	537
961	1000	1.30772e+06	0.11724	-1.4303	128
962	1000	1.2743e+06	0.284353	0.355581	80
963	1000	1.40698e+06	0.328369	-0.798168	68
964	1000	2.40163e+06	0.261324	0.503422	34
965	1000	1.9566e+06	0.384991	-1.11391	39
966	1000	1.59e+06	0.203566	1.09138	716
967	1000	2.04612e+06	0.4498	-1.58822	66
968	1000	3.34736e+06	0.267796	-1.44954	65
969	1000	2.06448e+06	0.238858	-2.31428	35
970	1000	903520	0.206745	-0.598487	171
971	1000	1.77175e+06	0.447909	0.578621	36
972	1000	3.43825e+06	0.404465	-0.840834	58
973	1000	2.02504e+06	0.369241	1.09777	20
974	1000	3.32772e+06	0.322641	-2.49585	24
975	1000	2.09237e+06	0.296446	-0.732103	295
976	1000	2.21225e+06	0.378281	-2.45173	35
977	1000	1.8319e+06	0.0813718	0.156294	57
978	1000	1.15975e+06	0.292814	-2.00842	61
979	1000	3.20593e+06	0.218277	1.39182	21
980	1000	2.18796e+06	0.191862	-0.477794	538
981	1000	2.21813e+06	0.0419301	1.12948	23
982	1000	2.48734e+06	0.441068	2.67831	15
983	1000	1.50144e+06	0.31982	-1.33417	94
984	1000	974150	0.179259	2.36486	153
985	1000	1.46431e+06	0.136905	1.26783	55
986	1000	2.06814e+06	0.448679	-2.38891	22
987	1000	2.06215e+06	0.179864	-0.757449	53
988	1000	1.91179e+06	0.0388286	1.86094	56
989	1000	2.34489e+06	0.399334	-1.14253	57
990	1000	1.52749e+06	0.26389	-1.5134	66
991	1000	1.73369e+06	0.30122	-0.990893	20
992	1000	1.60312e+06	0.435576	-1.95364	33
993	1000	1.21987e+06	0.356015	-0.00750278	43
994	1000	3.76784e+06	0.3219	1.8566	32
995	1000	2.72108e+06	0.381559	-0.312417	23
996	1000	3.41608e+06	0.192951	-0.225473	19
997	1000	5.9577e+06	0.394961	0.474448	9
998	1000	1.14008e+06	0.221907	3.04367	62
999	1000	1.75343e+06	0.442386	-1.42409	44
1000	1000	2.10388e+06	0.321629	-2.81318	27
