N. sh	P. id	x (m)	y (m)	t (ns)	px (GeV/c)	py (GeV/c)	pz (GeV/c)	Psq (GeV)	ek (GeV)	zha (°)	aza (°)
1769	6	149.511	-995.349	40089.2	0.417737	0.0897213	1.21922	1.66904	1.19057	19.3126	12.1218
1771	3	2881.78	-3782.48	83581.8	0.0651255	-0.0157784	0.335519	0.117063	0.341634	11.2945	-13.619
1776	6	-82.6372	1414.52	60106.9	0.0299669	-0.00830616	0.230104	0.053915	0.149447	7.69644	-15.4922
1776	1	-1216.61	2090.05	59453	0.0020722	-0.00665635	0.0703847	0.0050026	0.0707291	5.65657	-72.708
1777	6	-1821.84	685.319	61306	-0.216955	0.133811	0.45197	0.269252	0.423884	29.4221	148.335
1779	1	-4962.08	394.073	72642	-0.00589998	0.00864174	0.114056	0.0131183	0.114535	5.24175	124.323
1779	5	26.2686	-1044.11	71526.3	0.777831	0.670635	7.86789	62.9585	7.82968	7.43695	40.7675
1781	5	-355.588	-622.905	101656	-0.425838	0.720024	2.27343	5.86827	2.3191	20.2014	120.601
1781	5	877.061	-439.939	101432	-0.038774	0.251032	0.863677	0.810459	0.800776	16.3887	98.7804
1788	6	962.504	261.835	58969.1	0.670083	0.0256263	1.7405	3.47902	1.76254	21.0704	2.19013
1794	5	-555.892	-1825.94	63441.8	-1.41119	-0.193744	3.86796	16.9901	4.0176	20.2168	-172.183
1795	5	-75.8389	-49.8672	59649.3	-0.059784	0.0280596	0.817509	0.672682	0.721291	4.61853	154.857
1796	5	166.7	-600.496	53611	0.182174	-0.0434796	1.51496	2.33019	1.42449	7.04759	-13.4237
1796	6	194.926	-469.832	53706.1	0.118673	0.204258	0.585096	0.398142	0.534112	21.9862	59.8435
1796	14	127.535	-566.251	53610.1	-0.00825798	0.634259	8.71349	76.3272	7.84851	4.16359	90.7459
1799	5	1082.6	-655.535	71428.4	0.502204	-1.17246	2.38296	7.3054	2.59926	28.1581	-66.813
1800	6	-341.567	134.504	97796	-1.68517	0.429913	3.65329	16.3712	3.94185	25.4567	165.688
1802	1	1538.26	-346.456	52006.7	0.0192156	0.0217746	0.0719818	0.00602475	0.0776192	21.9715	48.5722
1804	6	-1752.48	-1182.05	102968	0.000817844	0.183614	0.679282	0.495139	0.605891	15.126	89.7448
1804	6	55.442	-305.442	104160	1.04171	1.86811	5.94509	39.9191	6.21338	19.7877	60.8548
1804	5	1075.32	-1248.98	104061	1.38748	1.18923	5.15601	29.9238	5.36563	19.5153	40.6005
1808	6	679.921	-137.071	83186.2	-0.00193038	-0.279473	4.93866	24.4684	4.84203	3.23892	-90.3957
1809	13	-265.28	170.501	38438	-0.412709	-1.49409	2.58561	9.08803	2.21809	30.9422	-105.442
1810	1	1556.58	103.851	63083.5	-0.0294068	-0.0136854	0.203969	0.0426554	0.206532	9.03557	-155.044
1810	1	1535.92	90.095	63098.1	-0.0286783	-0.013522	0.156217	0.0254089	0.159402	11.4731	-154.756
1810	1	1559.51	110.551	63081.7	-0.0184264	-0.0106719	0.0971594	0.00989337	0.0994654	12.3616	-149.922
1810	1	1560.12	114.393	63080.3	-0.00920531	-0.00429908	0.0538359	0.00300152	0.0547861	10.687	-154.966
1810	3	1544.09	132.856	63092.3	-0.0187699	0.000640753	0.0568608	0.00358587	0.0593733	18.2781	178.045
1810	1	1562	131.664	63076.2	-0.0231231	-0.00629058	0.158461	0.0256842	0.160263	8.59945	-164.781
1810	3	1566.32	133.369	63074.5	-0.00452947	-0.00204985	0.0746212	0.00559303	0.0742773	3.81176	-155.65
1810	6	987.888	296.205	63299.9	-0.979106	-0.18243	3.74527	15.019	3.77122	14.8917	-169.446
1811	6	141.884	462.425	62407.6	0.635915	-1.31156	5.54827	32.9079	5.63186	14.7196	-64.1335
1815	6	-968.488	-201.718	59558.3	-0.579672	-0.0427385	1.17019	1.70719	1.2052	26.4141	-175.783
1823	6	359.439	1437.25	84999	-0.234691	0.830499	4.13602	17.8515	4.12076	11.7862	105.78
1827	6	-869.237	988.944	53026.6	-0.968185	2.35531	6.48856	48.5863	6.86553	21.4284	112.346
1830	6	151.253	1226.29	47735.4	5.3777	0.377157	11.6658	165.152	12.7459	24.8023	4.01178
1831	13	199.329	-1342.3	101157	-0.178698	0.0235685	0.821455	0.707277	0.321411	12.3758	172.487
1831	5	495.214	-2388.69	89778.2	-1.38811	-0.37718	3.37957	13.4906	3.56882	23.0559	-164.798
1837	6	-3372.79	220.545	136292	0.487163	-0.119248	5.17893	27.0729	5.09857	5.53147	-13.7544
1837	5	-1018.29	1397.05	137149	0.372758	-0.0664466	2.81753	8.08183	2.73916	7.65384	-10.1072
1837	6	265.91	1411.58	137930	0.305528	0.112526	2.02698	4.21466	1.95002	9.12537	20.2187
1837	14	-1339.61	2349.55	139892	0.409287	0.263118	2.22091	5.1692	1.52131	12.3573	32.7357
1843	6	-372.396	8.55551	56464.2	0.280159	-0.166398	1.03094	1.16901	0.980698	17.5402	-30.7078
1843	6	-2801.61	265.393	54564.2	0.158495	-0.13445	1.04449	1.13416	0.964538	11.2541	-40.3077
1844	5	4575.63	2898.39	50159.9	0.275855	-0.20482	1.29071	1.78398	1.23417	14.9062	-36.5936
1846	5	3710.62	-820.46	65152.2	0.174581	-0.143495	1.03251	1.11715	0.956564	12.3456	-39.4183
1847	3	997.309	180.72	26951.5	0.0356505	0.0291798	0.143639	0.0227547	0.150336	17.7827	39.3002
1848	5	-235.685	-394.918	60020.5	0.145765	0.327484	6.34964	40.4465	6.25497	3.23111	66.0059
1852	5	323.643	-812.4	47499.3	-0.156555	0.751548	3.95329	16.2178	3.92286	10.9894	101.767
1854	3	112.19	-1267.26	58877.2	0.000602631	-0.073212	0.0656556	0.00967101	0.0978316	48.1156	-89.5284
1854	5	-441.966	-1152.44	58620.5	-0.136552	-0.56818	0.929715	1.20585	0.997523	32.1508	-103.514
1859	5	-587.263	-2596.1	83531.2	-0.294369	-0.452706	0.971432	1.23528	1.01078	29.0687	-123.034
1859	13	1617.69	-968.895	80608.1	-0.433203	-1.24544	2.81021	9.63608	2.30371	25.1374	-109.179
1864	5	-1353.06	-412.02	80592.9	0.00909056	0.443952	1.37321	2.08289	1.34143	17.9192	88.827
1867	1	1867.39	-1150.83	57005.1	-0.0119404	0.00293383	0.0564557	0.00333843	0.0577791	12.2867	166.196
1873	6	-805.679	-347.253	67451.1	0.35634	-0.315593	1.4203	2.24382	1.396	18.5281	-41.5298
1875	5	-615.74	59.6559	66860	-0.135481	-0.354117	1.48984	2.36338	1.4353	14.2781	-110.936
1881	6	405.859	-455.742	43944.8	1.40012	0.756682	5.35251	31.1823	5.47945	16.5593	28.3885
1881	5	404.459	419.269	44422.3	0.794351	0.558968	2.86228	9.1361	2.91879	18.7445	35.1333
1886	5	-396.625	393.638	75449.5	-0.105503	-0.0480045	1.16803	1.37774	1.07286	5.66726	-155.534
1887	3	1972.02	-517.309	66710.1	0.0279735	0.00195083	0.061581	0.00457854	0.0671558	24.4826	3.98927
1890	5	816.639	-934.56	99802.7	0.132865	-0.422371	3.12292	9.9487	3.05027	8.06975	-72.538
1890	1	-1110.28	187.695	100309	0.0216224	0.0174383	0.110491	0.0129799	0.113929	14.112	38.8858
1890	1	-1068.4	72.717	100379	0.228857	-0.205914	0.607673	0.464042	0.681207	26.8675	-41.9793
1890	14	-1160.17	57.9528	100448	-0.0329616	-0.679419	1.68468	3.30085	1.10653	21.9872	-92.7775
1892	5	1259.29	-278.697	47631.2	-0.0838204	0.12106	0.553292	0.327813	0.476559	14.9026	124.698
1892	6	-91.1286	823.701	49896.2	-0.477176	0.613234	1.07746	1.76468	1.22695	35.7974	127.888
1892	1	1063.95	-1549.87	47520.5	0.00653986	-0.0203242	0.0818836	0.00716076	0.0846213	14.614	-72.163
1892	13	102.555	-2814.56	53976.9	-0.504512	-0.139505	0.699886	0.763834	0.343641	36.7928	-164.543
1893	6	2871.12	8920.33	104468	-0.0301185	0.0351946	0.406819	0.167648	0.317203	6.49603	130.556
1895	5	-1292.44	2021.66	87452.4	-0.339883	0.579015	1.21601	1.92945	1.2874	28.9046	120.413
1897	3	136.528	-3861.78	50703.2	0.0160787	-0.0347218	0.07056	0.00644284	0.0797579	28.4705	-65.1525
1898	13	-52.2287	111.11	11928.2	-0.397446	-0.450079	0.879964	1.13487	0.480876	34.3078	-131.446
1898	14	168.657	222.496	11683.1	1.45826	0.0837614	2.29581	7.40429	1.94003	32.4658	3.28741
1903	5	-652.609	261.717	69332.2	-1.27449	1.02112	4.80931	25.7965	4.97446	18.756	141.298
1906	6	-62.0902	189.808	31505.1	-3.65782	2.96953	13.1415	194.898	13.8553	19.7236	140.929
1906	2	398.177	-190.917	30967.1	-0.0242461	0.000923469	0.100915	0.0107726	0.103281	13.5194	177.819
1906	2	393.326	-180.387	30973.1	-0.0721866	0.0781183	0.391442	0.16454	0.405125	15.2016	132.74
1906	14	950.566	-276.574	31399.5	-0.0794477	0.264746	2.05506	4.29968	1.3377	7.66044	106.704
1909	5	1081.37	-1408.66	114210	0.528041	-0.0442114	1.12537	1.54723	1.1427	25.2138	-4.78606
1917	5	-16.5524	-1424.71	77169.1	-0.437628	0.429411	1.67925	3.1958	1.68514	20.0578	135.543
1919	5	1501.43	-3824.02	167041	0.58901	0.423228	2.76728	8.1839	2.75704	14.6867	35.6988
1922	1	-707.944	-1963.31	63886.1	-0.087702	-0.0753911	0.200383	0.0535286	0.231363	29.9917	-139.317
1924	2	-1854.73	-1281.89	79953.9	0.0218891	0.00888669	0.117187	0.0142909	0.119035	11.3978	22.0965
1927	1	1512.97	1002.87	46714.3	0.0100885	-0.0199328	0.0571461	0.00376477	0.0613578	21.3523	-63.1548
1929	5	1942.35	671.164	34560.9	-0.0942819	0.00743144	0.598487	0.367131	0.509398	8.97976	175.493
1932	5	2468.38	1345.96	131223	1.58904	1.53816	6.76035	50.5933	7.00803	18.1148	44.068
1937	6	1285.51	1750.56	57651.5	-0.198335	0.495679	0.860082	1.02477	0.912152	31.8295	111.808
1938	1	-2139.71	-3897.3	67547.6	0.0343282	0.0846265	0.366668	0.142785	0.377869	13.9858	67.9204
1938	3	-2139.01	-3897.13	67548	0.0246292	0.0511252	0.228157	0.0552759	0.234598	13.9675	64.278
1938	1	-2139.98	-3897.42	67547.4	0.0477945	0.117232	0.511871	0.27804	0.527295	13.8921	67.8197
1938	2	-2140.04	-3897.42	67547.4	0.105789	0.272171	1.17894	1.47516	1.21405	13.9114	68.7596
1945	6	611.369	-141.296	36878.3	-0.813019	-1.98488	8.82449	82.4724	8.97639	13.6617	-112.274
1947	6	-2551.98	2408.08	70765.7	0.0135597	0.137528	0.657851	0.451866	0.574805	11.8636	84.3691
1952	6	387.882	-877.729	48414.8	0.202821	0.133597	0.907229	0.882048	0.839441	14.9868	33.3726
1952	5	-25.295	251.323	48829.3	0.390134	0.524833	2.0504	4.6318	2.0491	17.6895	53.3748
1952	13	-1949.82	-1224.04	50912.3	-0.405425	0.128278	0.832427	0.873758	0.38578	27.0596	162.442
1953	1	-161.92	47.7419	81706	0.00446104	0.0262614	0.0458791	0.00281446	0.0530515	30.1396	80.3592
1957	1	-1200.14	-487.251	92672.2	-0.0132603	-0.016672	0.0576094	0.00377263	0.0614218	20.293	-128.497
1957	13	-583.704	1131.38	93681.2	-0.123472	0.534495	0.837673	1.00263	0.433537	33.2198	103.008
1962	5	-111.536	468.708	35810.6	-0.372281	0.0395541	0.62238	0.527515	0.628289	31.0279	173.935
1963	6	2239.85	-1593.07	79727.8	0.318702	0.828871	1.89529	4.38072	1.99002	25.1053	68.9682
1963	5	-2019.65	553.4	82170.3	-0.104442	0.877429	1.98041	4.70283	2.06552	24.0455	96.7881
1965	5	2868.85	-2212.41	75068	0.0270825	-0.278346	0.576297	0.410328	0.543566	25.8859	-84.4427
1966	5	-1147.05	39.6432	79793.1	-0.423826	-0.474658	3.17594	10.4915	3.13513	11.3299	-131.762
1967	5	1573.2	947.836	36795.7	-0.0672003	0.350028	1.26723	1.7329	1.21497	15.7092	100.868
1967	5	-623.687	-1266.3	36647.7	-0.18471	0.0204425	0.751688	0.59957	0.675836	13.8866	173.685
1974	5	-1528.15	438.633	68469.4	0.662262	-0.0612635	3.11224	10.1284	3.0786	12.0628	-5.28518
1974	6	-18.88	-67.9086	69761.4	0.876589	-0.151226	2.87298	9.04529	2.90374	17.2037	-9.78812
1980	5	1440.03	2505.52	101411	0.236343	-0.0104979	0.983903	1.02403	0.911788	13.5199	-2.54329
1980	5	74.3751	285.468	100317	1.05784	-0.273054	6.29872	40.8674	6.28798	9.84007	-14.4735
1984	6	-622.293	186.42	42365.7	-0.13548	-0.228522	0.860333	0.81075	0.800936	17.1603	-120.662
1984	5	257.844	376.39	41766.2	-0.474347	-1.6166	5.93636	38.0788	6.06605	15.8441	-106.353
1992	5	541.12	359.241	47734.3	3.288	-2.26661	10.6714	129.827	11.289	20.5173	-34.5807
1992	6	-707.719	212.482	46901.7	0.287328	-0.349797	1.72169	3.16914	1.67768	14.7311	-50.5998
1992	5	60.4439	662.323	47491.8	0.372891	0.0373707	0.957486	1.05722	0.92797	21.3753	5.72301
1992	1	-407.416	132.459	47400.4	0.00514785	-0.0271561	0.078561	0.00693579	0.0832814	19.3831	-79.2661
1992	13	1571.11	278.114	53200.6	0.757092	-0.138927	0.554411	0.89986	0.395591	54.2362	-10.3981
1997	1	-1325.39	44.5046	29451.5	0.00989788	-0.0173794	0.0709497	0.00543387	0.0737148	15.7428	-60.3377
1998	5	-48.9756	11.1435	14792.2	-0.106311	0.0274272	0.578654	0.346895	0.492722	10.7434	165.534
1998	1	-885.329	95.4051	15662.1	-0.0727096	0.0152482	0.132913	0.023185	0.152266	29.2029	168.156
1998	1	-911.56	87.2641	15702.5	-0.0537656	0.00993492	0.0924332	0.0115333	0.107393	30.6051	169.531
1998	1	-521.912	600.025	15583.3	-0.0282443	0.0254439	0.0738806	0.00690348	0.0830872	27.2279	137.986
1998	6	-143.98	67.1652	14799.3	-0.543194	0.262396	2.53946	6.81276	2.50661	13.363	154.217
1998	5	-135.148	-516.325	15119.9	-0.0606836	-0.0753345	0.240435	0.0671669	0.174218	21.9167	-128.852
1998	14	659.733	902.73	17783.9	0.196781	0.464606	0.752499	0.820837	0.366025	33.8424	67.0453
1998	6	-288.917	208.785	15450.3	-0.0238901	0.0630717	0.292479	0.0900928	0.21255	12.9852	110.746
1998	13	-464.819	58.5322	16191.3	-0.299656	0.0658426	1.04637	1.18902	0.49981	16.3416	167.607
1998	13	80.5905	-1225.3	16835	-0.122549	-0.809554	1.34044	2.46718	0.890724	31.4177	-98.608
2002	6	514.703	1050.24	60082.1	-1.269	0.434229	4.6569	23.4857	4.74169	16.067	161.11
2002	6	-659.356	-1122.62	61145	-1.14029	-0.0791255	3.29134	12.1394	3.38011	19.1513	-176.031
2002	5	-353.869	-206.385	60751	-1.85425	-0.10325	5.70677	36.0161	5.89662	18.0262	-176.813
2003	6	276.891	-865.635	75546.5	0.948411	0.0107551	2.5911	7.6134	2.6556	20.1052	0.649711
2003	5	-681.524	-1071.74	74508.4	1.29343	-0.203192	4.02643	17.9264	4.12962	18.0131	-8.92796
2005	5	1454.14	-840.814	45199.8	-1.15406	0.14387	3.54611	13.9275	3.62779	18.1576	172.894
2011	5	-137.69	-47.0182	50315.4	0.119438	1.05813	2.28221	6.34239	2.41497	25.0131	83.5599
2011	6	-591.633	556.135	51185.6	0.0761877	0.620441	1.15794	1.73157	1.21447	28.362	82.9994
2011	2	1411.27	-1985.47	48820	-0.0144338	0.0334399	0.0469185	0.00352791	0.0588874	37.8215	113.347
2014	5	172.6	-23.5862	30721.9	0.268747	-0.270305	0.964311	1.07518	0.936622	21.5677	-45.1656
2014	13	9.69877	-353.915	33224.2	0.725337	-0.519724	1.48656	3.00609	1.03246	30.9745	-35.6227
2021	6	1467.68	-828.488	44023.7	0.0802004	0.233592	1.09549	1.26109	1.02229	12.7049	71.0509
2021	6	390.596	281.889	45099.7	-0.0713652	0.124439	0.286641	0.102741	0.23184	26.5858	119.834
2021	5	-2433.72	-280.201	46492.3	-0.232677	0.107004	0.566321	0.386308	0.524795	24.3335	155.303
2021	5	-417.931	-483.523	44474.9	-0.619007	0.844889	4.30434	19.6243	4.32554	13.6761	126.228
2023	6	366.877	1151.18	58532.9	0.0809569	0.174404	0.354475	0.162624	0.31122	28.4767	65.0997
2027	14	-979.786	-1651.65	55990.6	0.189881	-0.821415	1.1992	2.14885	0.80219	35.1085	-76.984
2029	5	490.85	1454.12	61819.2	-0.0907245	0.175134	0.642372	0.451545	0.574569	17.0689	117.386
2033	5	4108.55	-1474	65105.3	0.142837	0.0591581	0.299457	0.113577	0.247528	27.3063	22.4975
2034	6	3523.65	2659.53	97997.8	0.239617	0.0849404	0.286953	0.146973	0.292006	41.5394	19.5186
2035	5	-1395.19	151.927	51921.1	-0.191671	-0.00877562	0.582396	0.375999	0.516566	18.2346	-177.379
2035	6	294.658	-873.954	50807.3	-0.224178	-0.124346	1.06279	1.19524	0.992708	13.5612	-150.984
2036	1	1700.67	-2139.9	82250.9	-0.0165242	0.029782	0.114887	0.014359	0.119829	16.5128	119.023
2040	1	-823.444	-1857.59	100830	-0.0238769	-0.0135972	0.0546325	0.0037397	0.0611531	26.6999	-150.34
2040	1	-823.114	-1865.89	100835	-0.0552265	-0.0331341	0.126495	0.0201487	0.141946	26.9825	-149.038
2043	5	1142.68	-428.934	47747.8	0.55774	0.0490516	1.61627	2.92582	1.6081	19.1066	5.02606
2043	6	-482.865	14.9927	46743.1	0.0497871	0.0776717	0.51758	0.2764	0.430592	10.1068	57.3404
2044	2	-248.199	-1092.75	19991.1	-0.0389729	-0.0126126	0.0727586	0.00697178	0.0829877	29.3794	-162.067
2044	5	459.555	-387.534	18970.2	-0.524581	-0.000786794	1.59816	2.8293	1.57971	18.1719	-179.914
2044	1	356.38	562.606	19429.9	-0.024762	0.0204545	0.112209	0.0136223	0.116715	15.9728	140.442
2045	6	-325.912	-114.956	54498.8	-0.540911	1.07552	7.58	58.9057	7.57008	9.02449	116.699
2045	5	-1110.21	106.291	54878.5	-0.964467	0.951817	7.22772	54.076	7.24874	10.6185	135.378
2045	13	-702.847	2371.7	61747.6	0.417935	0.344578	0.687671	0.766295	0.344599	38.227	39.5048
2046	5	94.6428	-2117.2	51610.1	0.280031	-0.342108	1.32876	1.96105	1.2987	18.4033	-50.698
2047	6	-3929.88	1399.92	50090.2	0.012088	0.130388	0.390718	0.169808	0.319749	18.5283	84.7034
2050	5	165.096	-350.899	51366.3	-1.24626	-0.372573	3.48037	13.805	3.61135	20.4928	-163.356
2051	5	-578.223	-380.388	51216	-0.0761191	0.1759	0.777208	0.640788	0.701777	13.853	113.4
2052	6	-1072.05	-1212.45	86151.6	-0.0633521	-0.114818	1.50998	2.29723	1.41368	4.96348	-118.888
2053	6	769.473	-535.708	63953	-0.243435	-0.285223	1.28497	1.79177	1.23708	16.2684	-130.48
2053	5	334.746	-707.962	64780.7	-0.326962	-0.449125	0.778085	0.914033	0.856213	35.5259	-126.055
2053	14	25.6482	617.067	66923.9	-0.577989	0.360755	0.753367	1.03178	0.444527	42.1257	148.029
2054	5	16.6664	-143.924	72399.5	2.93407	-6.58727	16.4856	323.776	17.8884	23.6256	-65.991
2057	6	318.337	120.84	68264.1	0.140558	0.148089	0.484004	0.275946	0.430168	22.8721	46.4945
2058	6	1041.21	745.746	72332.7	-1.43915	-0.0668296	4.21223	19.8185	4.3474	18.8821	-177.341
2058	1	-619.942	2704.32	76037.1	-0.0342141	0.0250526	0.0501761	0.00431587	0.0656953	40.2023	143.787
2059	5	-1815.09	-2064.91	111614	-0.292914	-0.443917	1.2234	1.77956	1.23252	23.496	-123.418
2061	5	85.0693	1843.5	43023.1	-0.154275	-0.0434714	0.587488	0.370833	0.5124	15.2605	-164.263
2062	1	-34.6339	-294.323	27528.5	0.0471544	0.0077939	0.138965	0.0215956	0.146954	18.9796	9.38526
2062	1	-34.3672	-294.479	27528.8	0.0190062	0.00290725	0.0551917	0.00341581	0.0584449	19.2069	8.69674
2062	2	-34.2841	-294.438	27528.9	0.29181	0.0462243	0.830174	0.776479	0.880669	19.59	9.00119
2063	6	-1265.82	-2306.86	81687.5	0.114881	-0.0475623	0.898251	0.822314	0.807292	7.8809	-22.4903
2066	6	182.814	84.3491	75954.1	-0.207422	-0.155582	0.689097	0.542084	0.638148	20.6198	-143.127
2069	5	418.101	267.452	70338.7	-0.27168	-0.00452568	0.848552	0.79387	0.791579	17.7558	-179.046
2073	6	-220.054	698.758	78325.2	-1.57721	-2.13819	6.07153	43.9229	6.52262	23.6347	-126.414
2078	5	305.401	929.991	53299.4	-0.576345	-0.0384309	3.70571	14.0659	3.64629	8.85965	-176.185
2079	2	-1399.21	57.7877	39768.7	-0.0448427	-0.0227698	0.0929871	0.0111759	0.105207	28.4069	-153.08
2079	3	-1399.76	54.7538	39771.9	-0.191181	-0.110083	0.36503	0.181916	0.426005	31.147	-150.066
2081	6	3132.86	-3104.79	49165.9	0.420486	-0.135165	0.461425	0.407991	0.541764	43.7473	-17.82
2088	1	-728.385	-2977.59	84922.5	-0.0369606	-0.02429	0.134461	0.020036	0.141548	18.2073	-146.688
2088	1	-728.242	-2978.87	84923.1	-0.0250052	-0.0179766	0.0907832	0.00919001	0.0958645	18.7384	-144.287
2088	3	-727.244	-2978.41	84922	-0.0163907	-0.0171898	0.0862996	0.00801176	0.0889989	15.3882	-133.637
2093	5	1733.37	583.419	38588	-0.0651698	0.0662841	0.469739	0.229295	0.384707	11.1935	134.514
2094	5	-2253.18	2400.93	53903.9	0.0755189	0.125068	0.968949	0.960207	0.879923	8.57454	58.8754
2094	2	144.076	-986.077	54088.2	0.0189048	-0.0185624	0.0974369	0.0101959	0.100465	15.2117	-44.4764
2094	1	131.759	-988.797	54081.8	0.0323915	-0.0185351	0.19248	0.0384414	0.196065	10.9728	-29.7791
2094	1	141.336	-1007.51	54094.4	0.0194838	-0.0156085	0.108873	0.0124766	0.111699	12.9148	-38.6983
2094	2	140.742	-1004.81	54093	0.0446487	-0.022787	0.21801	0.0500413	0.223189	12.949	-27.038
2096	5	1028.69	-1660.3	50180.2	-0.337855	-1.75918	3.28853	14.0233	3.6406	28.578	-100.871
2096	5	687.743	-1585.04	50284.1	-0.245569	-1.68414	2.9673	11.7015	3.31672	29.8371	-98.296
2097	6	-1133.28	-1221.19	52924.2	0.849385	-0.541335	2.94383	9.68066	3.00751	18.8882	-32.5104
2100	13	-395.356	4476.15	84681	0.167776	0.817143	0.706752	1.19537	0.502015	49.7276	78.3972
2102	5	450.545	-511.546	49282.5	-0.02665	-0.141605	0.241136	0.0789088	0.194462	30.8603	-100.658
2105	6	-1257.47	2746.85	62886.2	-0.543237	0.108687	1.13293	1.59044	1.15989	26.0587	168.686
2107	1	-687.632	398.771	42334.3	0.0577226	0.011983	0.217947	0.0509763	0.225779	15.1359	11.7278
2107	3	-665.777	414.92	42357.7	0.0229368	-0.00113748	0.0593691	0.00405208	0.063147	21.1473	-2.83909
2107	1	-671.451	414.24	42351.7	0.0351804	0.00842677	0.122847	0.0164	0.128062	16.4085	13.4703
2107	1	-695.261	405.916	42329.2	0.0175475	0.00437769	0.0684218	0.00500862	0.0707716	14.8058	14.0081
2107	3	-696.58	407.568	42328.9	0.0162166	0.00326849	0.0591038	0.00376691	0.0608663	15.6365	11.3954
2107	3	-690.944	414.61	42335.3	0.0839823	0.0270567	0.305079	0.100859	0.317072	16.1306	17.8575
2107	13	-1304.34	164.633	43928.2	-0.252744	-0.138155	0.936451	0.959907	0.417892	17.0971	-151.338
2110	5	625.859	792.504	52373.2	0.163524	0.437597	0.817653	0.886788	0.841945	29.7408	69.51
2111	6	-1608.14	2219.1	39509.6	-0.128692	0.27232	0.394822	0.246604	0.40205	37.3389	115.294
2119	5	825.908	-1071.21	74148.9	-0.302973	-0.647556	1.48062	2.70336	1.54192	25.7739	-115.074
2120	6	-2174.53	2588.81	56494.4	-0.409865	-0.249071	1.78401	3.41273	1.74472	15.0475	-148.713
2121	5	-714.042	579.945	65555.3	-1.17849	0.101405	2.94829	10.0915	3.07281	21.8604	175.082
2121	5	1697.48	-3099.26	63364.3	-0.49982	-0.353519	1.84818	3.79057	1.84414	18.3273	-144.729
2130	5	-319.955	1280.06	56036.4	0.0328608	-0.0948018	0.702823	0.504028	0.61211	8.12468	-70.8824
2134	5	-1048.51	-95.6443	39561.4	0.44246	0.0769737	2.44494	6.17943	2.38243	10.4085	9.86884
2137	6	527.901	415.109	52603.9	0.228215	0.0500996	0.0933283	0.0633023	0.167226	68.2264	12.3816
2137	14	-358.877	576.245	51035	0.173794	0.809409	0.940141	1.56921	0.626837	41.3661	77.8816
2137	14	-430.89	180.746	50749.7	-0.00184132	-0.156957	0.891088	0.818677	0.365197	9.99035	-90.6721
2138	13	1431.17	-4472.29	54587.9	0.110337	-0.231205	0.812724	0.72615	0.328872	17.4957	-64.4884
2144	5	1456.56	544.704	72190.2	0.0543245	1.29428	3.13867	11.5294	3.29148	22.4274	87.5966
2144	13	-6442.43	-1783.98	85989.6	-0.53162	-0.227982	0.651497	0.759045	0.341773	41.6008	-156.788
2146	1	198.539	747.323	42350.6	0.00513746	0.0183935	0.0535972	0.00323738	0.056898	19.6117	74.3945
2151	6	-612.41	275.675	101284	1.32637	-1.26689	5.84663	37.5473	6.02284	17.4176	-43.686
2153	5	-1635.57	-2371.28	137505	0.243494	-0.436326	1.70973	3.17283	1.67872	16.2911	-60.8361
2153	5	1402.22	-8798.72	146345	0.132139	-0.177738	0.323049	0.153412	0.300021	34.4337	-53.3711
2157	5	-3176.64	-2255.91	81824.5	-0.477057	-0.516837	1.51792	2.79879	1.57063	24.8614	-132.708
2157	6	-1177.88	-3362.6	81995.3	-0.151358	-0.601745	1.45769	2.50986	1.48212	23.0578	-104.119
2162	5	-203.957	274.814	49516.7	-0.262054	-0.063151	3.04801	9.36304	2.95607	5.05389	-166.451
2162	3	1072.58	-1842.11	50403.8	0.00518658	-0.00871786	0.0513823	0.00274305	0.0518656	11.1679	-59.25
2165	1	2675.59	836.273	51342.7	0.0795896	0.025336	0.111192	0.0193401	0.139069	36.9131	17.658
2167	5	-715.482	-214.299	22884.9	-0.109974	-0.121537	0.406871	0.19241	0.345533	21.9419	-132.141
2168	6	2084.38	-467.559	115009	1.96017	0.184894	3.6332	17.0766	4.02807	28.4537	5.38852
2169	1	7952.2	-80.6927	118163	0.16584	0.0216086	0.116499	0.0415419	0.203818	55.1394	7.42367
2170	6	-1675.3	-1442.43	111489	-0.337158	-0.523831	1.31675	2.12191	1.35484	25.3189	-122.767
2170	5	-3889.24	-2924.68	116289	-0.307899	-0.460581	0.569776	0.631582	0.696056	44.1967	-123.763
