N. Shower	Energy (GeV)	Zfirst (km)	Theta (°)	Phi (°)	N. Particles
2821	1406.43	17.9396	4.28736	62.2338	34
2822	1050.52	24.8603	17.8039	33.2868	23
2823	1160.15	17.7919	15.2252	-48.4292	36
2824	1450.24	20.5683	22.4283	64.2713	29
2825	1144.86	18.7326	20.7461	-31.0411	232
2826	1071.21	18.0604	23.6625	-15.8688	24
2827	1012.22	29.4982	10.847	-29.9927	24
2828	1331.58	24.9663	1.47091	28.172	46
2829	1061.03	9.73299	13.8688	-115.52	201
2830	1195.75	14.6761	23.5463	-31.0945	93
2831	1233.63	18.0107	12.8374	153.391	45
2832	1022.02	55.5435	23.1352	-44.0071	32
2833	1028.98	17.6063	10.5707	121.633	44
2834	1245.98	20.6081	22.5017	50.6685	47
2835	1213.65	17.3195	14.5776	97.5408	191
2836	1422.87	28.5629	12.4574	-118.136	36
2837	1355.39	10.7519	19.175	110.55	415
2838	1005.29	24.5254	21.3242	23.7852	18
2839	1427.62	29.0306	12.1428	122.89	31
2840	1195.13	50.5098	22.024	52.3228	19
2841	1000.66	17.4776	17.9323	-146.518	32
2842	1422.48	18.828	24.6692	77.988	42
2843	1145.59	20.8129	15.1898	-106.129	25
2844	1231.45	15.4147	6.34048	-3.67523	56
2845	1123.05	23.8896	22.2612	32.6438	23
2846	1083.74	28.9913	20.9285	-151.832	30
2847	1063.01	13.2899	15.0722	79.5673	65
2848	1415.32	13.1056	16.6086	99.5375	314
2849	1328.23	30.5858	17.1432	-154.539	17
2850	1293.9	9.20818	24.7036	-84.0626	179
2851	1360.44	8.80882	9.10149	-30.176	281
2852	1345.63	24.6716	23.3323	-26.8542	50
2853	1022.69	29.8062	16.4901	166.758	27
2854	1305.93	19.269	12.7502	52.47	121
2855	1028.3	35.7492	24.3167	-35.1595	18
2856	1199.08	20.1787	17.3965	-71.9628	26
2857	1162.38	25.4405	17.8796	-121.466	75
2858	1102.57	20.3728	6.03711	154.745	54
2859	1236.55	16.9784	25.3875	-85.6553	31
2860	1027.11	29.118	19.0195	-151.252	249
2861	1187.51	24.7473	6.6907	51.9451	80
2862	1063.07	12.7703	23.3722	139.689	39
2863	1013.36	18.6539	23.7283	54.6415	73
2864	1236.92	24.8691	7.45295	-69.9633	162
2865	1358.55	16.8128	16.8741	44.0415	203
2866	1087.72	20.886	25.4935	5.55144	39
2867	1435.16	14.0161	23.3815	-52.0184	70
2868	1027.76	26.702	17.5982	158.961	76
2869	1383.71	21.357	9.14002	103.469	59
2870	1220.34	10.8738	8.93367	65.6073	92
2871	1010.38	20.3324	18.8908	9.24134	70
2872	1130.63	26.4958	7.4462	-139.3	35
2873	1136.66	20.2467	24.5355	-97.9312	78
2874	1265.89	27.4857	3.7797	-26.904	46
2875	1034.85	15.1616	8.12388	-97.5434	147
2876	1375.73	15.6132	8.14962	-104.903	55
2877	1118.92	44.0397	11.2046	-60.3992	30
2878	1170.73	25.8607	21.4379	-86.5112	36
2879	1023.17	27.447	25.601	20.3363	75
2880	1448.38	50.2757	23.9324	7.93159	21
2881	1270.49	20.0867	17.7904	16.2874	31
2882	1043.96	14.3026	17.9041	61.0754	45
2883	1130.78	29.6648	25.4095	41.5926	22
2884	1053.64	12.8854	15.9052	114.635	117
2885	1075.84	20.2783	13.8227	-72.296	68
2886	1192.17	16.588	24.488	103.849	27
2887	1087.13	9.92394	16.7079	58.5912	604
2888	1191.66	14.2872	13.1052	-76.1098	185
2889	1010.8	16.7297	16.0176	-46.8243	47
2890	1039.01	22.2526	10.7788	71.0591	41
2891	1225	10.7528	3.40018	-118.142	376
2892	1006.38	21.207	21.6251	57.6976	33
2893	1272.82	26.3809	14.0102	-169.129	55
2894	1051.26	46.5137	18.535	39.129	60
2895	1207.61	16.3434	25.2503	-151.868	55
2896	1185.64	14.4544	22.9405	-172.265	103
2897	1131.63	16.4737	24.9045	-165.855	53
2898	1246.13	23.7158	5.08451	31.3457	25
2899	1045.96	16.5173	16.7586	-170.303	54
2900	1032.71	23.9863	20.4029	159.701	23
2901	1267.03	28.3373	14.4901	-98.2566	30
2902	1373.61	24.3284	19.5494	84.5383	32
2903	1026.15	14.9628	4.71289	110.415	57
2904	1439.41	19.0683	5.86959	20.6191	325
2905	1477.7	14.4045	14.129	-152.266	62
2906	1356.17	27.7146	12.8752	-9.97227	42
2907	1030.24	20.9782	11.4787	43.5828	28
2908	1359.66	15.8376	24.3051	-140.35	57
2909	1001.71	21.6707	20.4196	-52.6935	19
2910	1454.2	29.7461	9.83051	95.0801	103
2911	1335.81	8.31703	13.9736	161.795	346
2912	1024.74	17.7157	25.0644	-115.999	25
2913	1016.75	19.5291	22.061	84.3885	47
2914	1290.18	17.1287	15.5829	109.187	37
2915	1077.22	22.0453	21.2912	68.0066	28
2916	1200.28	25.4408	18.238	134.614	19
2917	1096.75	16.5292	9.9201	101.176	79
2918	1239.52	7.41667	18.5216	179.436	162
2919	1156.46	16.8563	8.78234	-116.54	175
2920	1260.07	11.7151	24.7846	21.4469	80
2921	1045.46	23.101	21.2943	174.208	23
2922	1202.99	32.0243	18.7863	-72.5001	293
2923	1412.3	21.5059	19.2733	-111.722	46
2924	1051.51	24.0306	23.6913	125.695	34
2925	1436.88	9.11231	18.3147	-92.3992	237
2926	1209.77	14.2844	13.169	63.2048	157
2927	1405.24	15.5841	15.4545	39.667	104
2928	1060.73	22.8499	7.43596	-77.9405	31
2929	1430.4	16.8456	3.23652	38.1155	254
2930	1071.82	15.8812	23.3553	173.477	152
2931	1013.98	23.1417	5.65546	-130.706	33
2932	1271.25	21.37	18.174	-120.96	33
2933	1025.87	16.8839	18.8163	-91.2833	35
2934	1163.01	18.4918	15.9595	105.735	49
2935	1434.57	14.6018	22.019	-95.8392	54
2936	1108.27	18.2435	21.8289	-36.4177	41
2937	1230.94	19.3043	11.8768	-8.89277	269
2938	1142.43	19.5904	12.6964	-160.006	25
2939	1081.53	21.2621	10.4452	-46.5063	145
2940	1252.41	14.6451	25.6979	-30.9311	47
2941	1309.72	30.7009	22.7664	91.3817	17
2942	1297.28	37.3621	24.251	104.981	18
2943	1358.54	32.655	19.5147	51.6594	38
2944	1224.64	25.8924	22.538	-40.5818	289
2945	1197.5	25.4029	21.7466	119.56	61
2946	1162.05	8.20562	13.1576	144.142	396
2947	1327.36	14.0754	8.09844	116.577	492
2948	1045.53	19.0978	22.0795	97.0347	30
2949	1290.81	27.8924	15.9417	-55.4423	79
2950	1140.76	23.256	9.89	-168.043	29
2951	1360.77	13.3841	16.0329	41.7956	75
2952	1211.58	20.5451	7.01233	148.456	38
2953	1077.08	13.8507	2.17601	-160.946	196
2954	1171.57	27.045	21.9093	141.656	44
2955	1423.69	17.057	21.2318	-56.519	586
2956	1115.07	11.8859	16.2787	-11.5387	111
2957	1066.4	38.271	9.26704	24.4006	28
2958	1128.03	13.8536	9.04618	-101.433	171
2959	1363.36	39.8634	17.8	59.116	51
2960	1492.72	19.7004	22.3326	98.805	40
2961	1488.54	35.1936	6.11963	175.34	48
2962	1000.67	17.5691	20.1714	-35.799	20
2963	1440.43	33.723	7.73146	-73.677	51
2964	1154.17	38.6514	17.6897	-122.147	35
2965	1114.49	18.0618	21.0994	11.1527	104
2966	1078.42	30.9109	17.7613	159.741	42
2967	1279.49	22.8253	6.35755	-73.7025	55
2968	1175.35	17.7439	7.34103	-58.9335	36
2969	1496.61	18.5249	25.6225	77.4983	72
2970	1140.39	7.71368	17.5848	-169.735	666
2971	1001.92	37.8445	19.4519	-65.6073	18
2972	1045.32	10.4519	18.0567	11.6467	98
2973	1354.74	27.1304	18.8966	-30.0882	27
2974	1281.6	31.6244	14.6142	21.26	38
2975	1193.83	30.2408	24.3572	-164.643	34
2976	1147.15	15.7067	15.2797	-88.2362	51
2977	1089.9	47.5039	2.52756	153.321	36
2978	1318.95	10.0996	12.4572	-66.3099	157
2979	1377.18	28.6421	23.2347	-138.671	33
2980	1138.39	30.3573	10.9297	35.868	86
2981	1181.07	40.4944	23.3908	3.71459	130
2982	1435.06	35.4146	16.0695	-12.5017	29
2983	1005.53	11.9565	22.5338	-71.0351	56
2984	1272.43	52.839	21.9558	8.42232	43
2985	1431.54	13.7278	4.33449	-37.09	109
2986	1291.07	18.3777	9.15198	-136.923	58
2987	1140.98	15.3637	3.10681	6.95883	44
2988	1387.36	20.2322	21.0176	146.088	26
2989	1002.67	22.1047	18.7651	-94.5601	240
2990	1389.53	16.783	10.3289	84.1698	42
2991	1241.66	16.5542	19.4855	93.3377	53
2992	1146.48	18.6947	25.7098	75.0794	39
2993	1353.13	23.8088	16.1283	134.143	26
2994	1129.26	16.2258	23.1508	72.4118	43
2995	1167.62	25.8234	12.1884	-3.85855	43
2996	1120.89	20.0331	18.3032	-139.94	74
2997	1014.04	44.6883	16.6482	68.9402	22
2998	1444.24	20.4164	13.6988	42.6402	67
2999	1405.94	20.4416	15.1528	-113.637	50
3000	1004.89	30.4761	12.7425	113.482	26
3001	1163.45	44.528	22.4429	83.5834	40
3002	1189	22.181	20.8967	-31.1319	31
3003	1441.87	14.5677	9.56031	89.1606	281
3004	1021.89	28.0591	23.6379	113.421	28
3005	1301.84	12.7144	10.9274	-12.5504	117
3006	1414.42	10.7447	8.18903	-15.3909	377
3007	1157.12	34.6622	17.0699	154.237	57
3008	1082.12	23.6546	9.19243	141.214	187
3009	1022.05	16.8568	2.90992	-97.7223	71
3010	1399.41	39.3715	21.3774	-94.1122	23
3011	1216.76	14.3456	14.7787	30.9037	102
3012	1077.15	19.616	24.3089	-108.954	53
3013	1105.87	18.3707	24.7484	9.08876	96
3014	1115.79	20.0839	20.3841	-85.6544	35
3015	1451.44	26.1713	25.5249	46.8291	35
3016	1198.23	18.7658	14.9563	-82.0475	34
3017	1031.33	18.3527	18.1607	51.4554	50
3018	1004.98	23.8027	22.383	132.619	12
3019	1410.43	22.2831	18.6212	97.5565	68
3020	1250.57	21.979	11.0547	154.339	93
3021	1341.57	12.1359	24.8673	-12.6311	206
3022	1102.78	23.86	23.0289	171.734	19
3023	1427.32	12.9205	13.7606	164.967	69
3024	1004.61	18.2158	11.1927	90.594	29
3025	1085.56	21.1804	10.5594	-141.513	50
3026	1185.66	19.4442	13.3792	128.447	137
3027	1238.17	18.1205	19.4316	-151.254	60
3028	1160.96	53.9548	8.39935	121.685	14
3029	1490.83	16.0972	13.6847	40.5879	99
3030	1050.2	18.7744	24.1307	135.319	78
3031	1289.5	25.952	18.587	71.7234	107
3032	1347.45	21.0155	25.2903	-63.2266	96
3033	1014.21	27.1321	24.3905	143.065	29
3034	1099.03	18.3399	21.4943	-68.902	129
3035	1409.91	23.4068	22.3059	-35.9491	46
3036	1447.96	18.8754	17.2251	-72.0919	66
3037	1446.63	29.3662	16.8307	121.551	46
3038	1086.47	15.8047	24.7593	-121.895	59
3039	1157.18	33.5387	8.01494	140.848	25
3040	1216.46	16.0207	14.7183	-51.7268	44
3041	1075.48	16.2231	20.7438	-175.163	70
3042	1021.03	27.5158	20.073	28.8415	48
3043	1031.62	8.91477	1.2989	178.324	156
3044	1405.51	15.1592	15.38	-28.4261	95
3045	1284.96	23.4716	23.7743	40.4741	81
3046	1011.53	14.9203	2.93544	76.369	37
3047	1206.72	32.3691	20.7146	-141.35	30
3048	1483.3	14.1077	22.9501	-17.7372	125
3049	1047.14	47.7957	10.5838	119.44	54
3050	1439.44	15.7911	10.4619	-171.551	181
3051	1054.1	14.8174	5.69489	136.396	70
3052	1476.66	12.406	17.7098	-143.61	76
3053	1175.67	38.8442	23.0409	-7.29733	41
3054	1375.71	24.6238	7.31623	150.541	28
3055	1364.11	35.4044	18.0288	-126.129	24
3056	1158.12	28.7569	4.08717	-58.7683	59
3057	1146.83	13.9134	19.9199	-29.2507	41
3058	1282.53	14.4647	4.82921	145.81	226
3059	1202.41	22.9918	19.5409	100.687	30
3060	1024.42	25.0324	22.8776	11.4902	18
3061	1060.88	39.5753	21.1486	67.913	28
3062	1421.76	35.1869	10.711	93.7541	27
3063	1186.66	12.5784	13.6383	-176.56	76
3064	1138.4	13.5405	17.3383	-34.7282	238
3065	1384.66	13.2252	17.5693	-47.9911	86
3066	1057.92	11.5634	25.1168	151.484	33
3067	1015.17	35.1271	25.7456	-128.135	20
3068	1096.07	16.491	20.5866	174.123	91
3069	1075.76	23.7067	24.6654	61.5089	61
3070	1058.22	19.4604	23.3348	63.5309	50
3071	1166.54	42.6253	18.8471	36.2125	39
3072	1099.86	18.5604	18.1327	-96.3942	86
3073	1231.29	17.9922	16.6744	-31.6909	67
3074	1446.51	18.4236	23.3419	-2.54932	232
3075	1010.09	19.757	18.5522	33.44	70
3076	1270.34	15.5577	21.3928	127.341	16
3077	1123.55	15.6277	8.39955	-29.4769	45
3078	1110.65	24.4593	8.37158	102.976	74
3079	1099.62	16.2986	18.3003	-176.362	195
3080	1016.41	31.9973	16.8209	16.0482	39
3081	1402.19	21.459	16.6486	32.6471	114
3082	1152.35	20.5073	16.437	-63.3278	34
3083	1056.43	28.3713	24.203	-39.309	16
3084	1085.67	14.9028	19.3004	-56.9623	56
3085	1469.19	19.5685	8.5691	46.2931	71
3086	1412.1	18.1364	11.6271	4.50004	84
3087	1080.79	21.3156	7.23156	23.7059	42
3088	1156.32	29.135	6.19632	-8.97311	25
3089	1018.42	14.1033	25.0867	-142.494	60
3090	1170.22	18.6374	19.7295	-6.62799	54
3091	1293.58	12.7543	20.8197	45.3581	53
3092	1129.37	36.9876	21.9293	2.25449	73
3093	1133.28	26.099	20.5909	138.988	33
3094	1136.94	21.6295	13.4375	-58.7081	63
3095	1307.88	15.0014	23.8349	-32.6343	65
3096	1488.7	8.54487	22.0288	169.302	364
3097	1327.45	16.9273	24.9058	-14.2336	42
3098	1083.78	20.34	21.0161	-2.02637	63
3099	1327.78	32.0078	10.0383	146.858	32
3100	1180.73	22.0899	25.1361	-128.708	31
3101	1159.19	57.3524	15.1787	149.745	16
3102	1053.54	22.573	7.21644	130.307	46
3103	1480.79	38.436	19.6064	-76.1935	39
3104	1033.14	24.4722	25.151	126.179	20
3105	1028.51	18.1982	17.9162	148.085	65
3106	1218.66	20.2028	14.6187	-126.991	71
3107	1297.17	14.7842	23.9032	141.431	53
3108	1044.6	33.1836	5.46919	162.51	19
3109	1075.89	25.8104	14.5011	-105.403	29
3110	1396.99	28.6626	23.2818	-0.933733	69
3111	1385.18	25.2535	22.6795	-46.7756	41
3112	1308.34	27.5135	11.1108	77.8468	34
3113	1244.51	36.5482	22.7221	-44.3892	36
3114	1051.91	27.9311	18.7862	9.74168	23
3115	1241.99	11.7642	16.9962	-54.6735	118
3116	1303.44	17.3328	23.3933	103.804	73
3117	1358.79	19.6246	10.5312	-122.683	47
3118	1388.15	15.2324	25.1255	-78.0178	117
3119	1246.73	23.6937	15.9892	67.6511	38
3120	1120.06	39.6463	22.1202	-96.7604	31
3121	1007.08	33.3246	9.26601	-83.9156	64
3122	1287.09	41.0957	23.0629	-173.377	12
3123	1119.57	22.245	10.0348	-53.5288	33
3124	1004.67	23.8909	15.7787	-28.2052	32
3125	1026.76	28.7526	15.6186	155.057	26
3126	1278.34	13.9131	22.4591	-98.8544	70
3127	1143.18	12.5536	24.0435	-169.765	112
3128	1461.61	22.0289	25.4879	158.209	40
3129	1191.65	26.1416	19.1031	-164.608	40
3130	1058.92	28.2124	19.7589	45.743	79
3131	1170.35	16.5597	25.0246	-123.014	25
3132	1470.71	19.41	10.8534	66.1102	57
3133	1109.1	18.3515	21.4789	128.679	28
3134	1150.33	9.44963	10.2666	83.68	707
3135	1150.89	9.92747	22.3324	-103.348	108
3136	1282.65	8.52283	9.7749	39.4732	242
3137	1144.7	10.0611	17.6535	154.469	214
3138	1469.16	16.5168	8.2676	-152.774	141
3139	1052.54	13.8195	17.037	110.248	72
3140	1121.14	23.4526	17.5075	-26.0025	21
3141	1098.47	40.4759	18.3936	65.8569	28
3142	1171.28	10.6959	6.52077	-61.9137	102
3143	1437.9	13.1115	24.1179	42.6201	57
3144	1155.88	28.4608	15.2804	82.0255	27
3145	1231.83	25.4298	6.01148	27.7843	29
3146	1354.4	21.986	16.0438	78.4496	23
3147	1237.35	19.9312	17.6011	-76.4039	49
3148	1064.24	21.4016	15.1677	-8.87238	91
3149	1493.16	22.9808	19.789	139.523	56
3150	1082.75	20.0911	23.4381	129.171	38
3151	1076.94	24.1539	9.01241	-115.056	55
3152	1170.8	23.8517	24.1073	11.3768	42
3153	1187.74	14.7048	25.6888	126.101	60
3154	1273.76	19.6741	16.5972	80.9779	37
3155	1282.74	49.0324	24.0337	-144.56	43
3156	1120.77	37.5433	19.1292	-30.4331	27
3157	1193.11	31.246	19.509	-132.557	84
3158	1211.89	18.8917	21.8115	-59.4503	40
3159	1014.99	19.5204	22.0293	71.2671	21
3160	1407.92	23.2779	16.084	-103.001	38
3161	1171.06	30.6317	23.0088	-23.7658	27
3162	1254.83	21.6623	24.1302	13.8625	21
3163	1297.96	12.3189	22.4754	140.783	151
3164	1010.48	25.8273	22.1949	-43.9814	73
3165	1014.79	16.7698	19.82	-117.728	54
3166	1202.32	18.4929	20.0178	81.419	76
3167	1297.52	20.004	21.1039	-156.346	31
3168	1123.18	16.1182	13.3658	159.157	142
3169	1119.52	26.8738	19.323	-126.775	22
3170	1483.95	15.9049	18.0446	-92.1924	63
3171	1071.04	18.4964	17.3156	-102.227	37
3172	1237.96	24.2683	11.6944	58.8084	27
3173	1229.5	29.4887	15.738	-91.0564	24
3174	1172.94	17.9095	15.6428	39.6094	91
3175	1123.67	29.4461	24.7797	-146.09	16
3176	1279.15	24.3624	12.2045	-23.8501	44
3177	1077.57	14.2323	22.4217	56.244	41
3178	1406.95	18.1168	22.6907	136.583	35
3179	1037.28	41.8417	12.4402	-144.482	54
3180	1492.74	20.4425	14.4963	2.63128	39
3181	1035.57	17.6625	13.27	62.9794	32
3182	1306.37	14.2308	22.8237	131.167	117
3183	1066.75	16.3702	23.0738	-33.9052	77
3184	1498.15	27.0773	19.4584	-146.773	34
3185	1066.83	42.4609	10.4526	111.968	38
3186	1044.31	26.652	20.594	-121.339	31
3187	1054.15	14.6636	17.8987	-9.69148	61
3188	1009.17	26.4612	20.4749	155.882	84
3189	1425.91	30.0963	25.2917	-7.84432	35
3190	1365.22	22.0891	25.017	135.016	41
3191	1250.9	26.7136	23.9668	-173.105	23
3192	1142	12.6275	23.657	112.634	68
3193	1284.15	17.2717	25.2904	-45.6371	18
3194	1371.49	28.6844	17.0413	-158.051	255
3195	1267.54	10.4509	13.8607	-28.638	119
3196	1072.39	24.3344	23.8916	-143.379	19
3197	1055.15	40.9395	20.0561	-32.7642	27
3198	1066	15.7803	25.2289	124.361	51
3199	1022.51	18.4874	21.0931	-154.223	40
3200	1266.13	26.1803	24.0307	15.9158	28
3201	1326.92	11.9938	6.33448	-57.891	158
3202	1118.42	34.6199	5.77488	-76.7929	86
3203	1190.97	18.2015	9.09047	-91.3459	148
3204	1205.18	13.7568	12.5088	162.262	505
3205	1496.77	26.5297	22.8386	-161.625	41
3206	1297.28	29.0526	25.103	-161.776	36
3207	1049.2	16.5715	24.2493	126.003	23
3208	1100.43	37.4892	20.8522	-11.3842	60
3209	1146.41	20.8637	19.5616	-0.333689	59
3210	1049.73	24.1107	23.8323	176.068	15
3211	1156.55	11.0027	25.6997	-34.0721	100
3212	1102.35	39.3169	18.9576	-74.1382	11
3213	1094.14	22.864	15.0224	-61.5568	27
3214	1413.22	26.611	24.317	-107.631	71
3215	1300.86	27.6528	11.126	-165.74	50
3216	1099.23	41.8003	25.7698	-155.36	18
3217	1313.28	27.1048	21.865	-18.4003	31
3218	1430.24	13.4183	21.7142	61.4525	85
3219	1473.98	29.9553	18.1224	-21.1466	28
3220	1403.65	13.2744	20.1039	-46.5241	159
3221	1460.56	29.358	19.8299	-59.1782	28
3222	1126.93	22.4699	15.1369	-20.4302	109
3223	1187.66	19.6813	17.7148	-86.2789	29
3224	1115.32	13.95	7.08006	-48.4361	63
3225	1302.43	20.105	25.2053	-94.9771	23
3226	1348.54	26.8044	13.8327	155.605	66
3227	1110.67	26.3673	20.029	31.3746	42
3228	1332.33	49.3146	24.6064	64.3108	31
3229	1193.98	21.5527	23.4348	149.232	43
3230	1223.41	27.499	22.6831	-94.5441	78
3231	1386.26	15.4226	5.88326	-125.318	96
3232	1457.55	25.8714	18.1809	90.9296	64
3233	1327.56	21.1931	24.6104	-55.4977	47
3234	1484.93	22.7033	14.2823	-88.0142	149
3235	1028.84	19.9706	23.7586	67.766	19
3236	1339.55	15.3519	23.6617	122.597	86
3237	1197.55	27.119	13.4289	-16.0259	152
3238	1496.34	22.8681	21.2848	-174.885	37
3239	1367.16	29.8766	22.3673	33.1371	32
3240	1239.87	22.0053	22.7137	152.713	37
3241	1064.58	16.7369	23.2228	115.853	149
3242	1074.41	36.5431	22.8171	-78.0895	28
3243	1258.66	15.8434	23.5185	-97.2746	38
3244	1155.12	14.3258	22.6226	117.418	34
3245	1030.51	11.0088	17.9324	30.8803	55
3246	1182.51	13.3123	10.8131	49.6974	141
3247	1091.45	15.7602	9.75275	109.091	361
3248	1007.38	31.8012	7.89725	173.684	23
3249	1383.44	31.4666	14.5167	-42.1084	55
3250	1284.84	20.2498	23.6179	63.2608	31
3251	1011.77	10.7728	21.32	23.0743	54
3252	1227.92	24.9501	24.1298	-172.122	28
3253	1110.06	35.9482	23.5829	13.5618	12
3254	1058.82	18.4255	23.9483	174.7	140
3255	1081.19	19.6925	19.6043	105.729	127
3256	1030.44	24.0249	24.2268	-69.57	48
3257	1069.79	21.7654	19.2736	-1.64997	32
3258	1111.81	12.8957	20.3845	-16.9343	143
3259	1162.17	19.1497	7.09471	-117.045	57
3260	1137.36	11.0236	25.3792	-118.564	177
3261	1194.01	13.175	20.492	-8.98148	70
3262	1232.63	31.585	16.0655	164.786	17
3263	1253.81	27.9877	23.0091	-58.0795	89
3264	1252.99	24.5	24.714	132.281	50
3265	1440.14	21.7345	10.7779	8.36884	37
3266	1132.69	25.4214	17.0414	-121.218	59
3267	1478.31	24.0025	23.9348	82.3892	50
3268	1064.33	15.3838	11.3485	-157.334	86
3269	1198.15	16.735	25.6191	134.741	192
3270	1349.11	20.4265	16.7994	96.6351	45
3271	1040.3	28.4327	25.2179	-164.963	30
3272	1443.62	18.6988	18.9705	114.535	46
3273	1343.38	29.4708	25.2485	-2.32714	145
3274	1171.86	26.3162	17.0755	-53.4135	7
3275	1022.14	20.3293	20.5035	-73.5523	110
3276	1096.03	14.2541	15.2541	-93.7215	423
3277	1338.69	35.5007	22.8948	-65.2969	41
3278	1442.36	16.6567	21.0168	-157.354	66
3279	1485.93	17.9427	22.3804	130.559	51
3280	1166.89	16.3416	12.7377	161.837	62
3281	1196.3	20.1598	15.8322	170.011	179
3282	1167.38	22.011	5.13753	-110.318	54
3283	1044.45	18.6161	17.5967	43.707	119
3284	1007.36	19.9679	7.95702	-138.726	66
3285	1010.61	22.1018	1.64615	-62.6912	41
3286	1406.9	9.88731	10.4561	-39.7504	669
3287	1257.28	17.0613	23.6737	110.288	28
3288	1216.41	20.704	20.4115	109.652	48
3289	1147.18	12.7434	20.689	-74.9952	56
3290	1320.41	27.1	8.03789	100.83	78
3291	1058.44	56.049	12.5462	147.141	14
3292	1333.24	18.4617	19.981	39.8638	46
3293	1109.64	19.2613	25.5532	156.275	48
3294	1222.8	21.706	18.9855	72.5321	69
3295	1394.13	36.1271	25.4643	155.296	285
3296	1027.75	35.7941	10.5609	43.0053	11
3297	1063.25	13.0256	25.4634	-107.514	132
3298	1250.23	15.0397	16.8115	123.752	53
3299	1249.53	18.0167	7.05753	53.5692	150
3300	1195.27	18.321	20.4281	-80.9626	52
3301	1224.14	31.4152	8.57294	133.157	68
3302	1096.82	18.5024	18.4353	-28.1749	34
3303	1044.28	11.6288	22.5617	-5.6562	55
3304	1076.99	30.0946	23.7946	-151.058	23
3305	1016.75	14.9594	16.2163	87.7983	66
3306	1352.13	20.1533	23.3161	-35.3567	72
3307	1342.94	12.4521	23.2997	-28.7258	89
3308	1090.18	18.5466	21.9125	4.32783	63
3309	1400.19	31.3082	9.56988	-130.607	74
3310	1018.3	12.3801	25.1997	156.2	25
3311	1352.51	21.2662	3.12278	73.5013	37
3312	1484.85	39.4402	12.7949	-44.6344	26
3313	1449.58	22.5249	16.9089	-89.5602	121
3314	1031.95	12.8359	8.15681	64.3548	170
3315	1294.73	40.8186	24.5608	31.801	39
3316	1401.64	19.8027	12.4936	161.383	46
3317	1448.34	11.1114	24.0212	-12.3671	215
3318	1332.79	21.4658	11.7574	-108.979	105
3319	1492.25	11.4525	23.0326	-120.604	149
3320	1034.56	49.606	23.2847	60.0733	22
3321	1073.75	21.873	21.0887	-149.531	47
3322	1245.61	25.1163	20.7678	171.615	35
3323	1128.49	36.143	4.90699	14.6162	49
3324	1071.64	21.3918	19.5082	172.914	57
3325	1020.93	12.0603	21.0315	-175.79	82
3326	1464.39	17.2667	5.07869	-0.663628	95
3327	1390.11	10.494	9.24755	20.5816	227
3328	1296.21	25.6376	16.9395	-19.5622	64
3329	1264.89	14.7043	6.68745	-157.516	35
3330	1104.18	12.6645	4.10274	-101.54	140
3331	1369.67	10.4699	9.68533	114.76	89
3332	1012.57	27.0793	24.3457	38.9598	34
3333	1393.67	19.8428	24.8929	-144.876	45
3334	1076.41	15.8888	11.666	-123.092	86
3335	1083.62	16.9491	25.129	-32.4802	41
3336	1247.97	27.5727	24.899	51.6439	19
3337	1311.46	28.9891	18.6778	-59.345	291
3338	1006.43	23.8194	23.1406	-167.157	28
3339	1348.65	19.8311	22.8423	38.1736	60
3340	1078.35	13.2235	22.1803	-176.015	170
3341	1406.44	12.8301	17.6962	62.0298	255
3342	1231.43	37.9698	21.3337	-117.568	33
3343	1170.48	21.0679	11.8626	-127.514	28
3344	1165.43	21.7261	22.4595	130.839	22
3345	1490.38	13.9908	11.7375	71.9613	171
3346	1072.38	19.0873	25.6847	-174.372	46
3347	1070.57	17.9393	14.8283	-96.8899	46
3348	1002.29	21.0423	23.3869	124.42	37
3349	1069.25	21.7717	21.6818	-81.5988	38
3350	1056.45	12.6235	17.38	72.1977	207
3351	1093.84	20.7145	12.0792	108.888	146
3352	1053.9	12.9996	14.9919	-171.174	32
3353	1048.03	16.2382	10.437	5.67793	51
3354	1450.88	20.5009	24.9308	-8.84632	130
3355	1070.14	14.6001	13.0005	-45.9686	176
3356	1001.88	23.9763	18.9987	166.879	110
3357	1007.08	9.11562	1.97992	18.5733	108
3358	1412.15	15.7518	10.0121	158.283	98
3359	1121.8	15.8637	20.5859	24.526	60
3360	1081.45	19.4841	19.3436	69.2405	54
3361	1075.86	22.5573	13.2608	-96.6886	32
3362	1122.93	16.504	6.89698	136.475	34
3363	1344.17	31.6592	7.50509	-66.7667	27
3364	1012.81	34.0992	24.9009	66.213	186
3365	1412.83	11.0211	1.27301	-100.788	204
3366	1352.68	16.3075	24.1878	168.46	92
3367	1233.77	12.3801	20.4944	152.267	83
3368	1142.22	13.9203	13.4322	-48.9546	80
3369	1328.96	18.4065	14.5335	102.368	95
3370	1486.37	21.4706	15.1334	-37.1427	86
3371	1173.32	21.0679	16.8017	109.457	136
3372	1137.84	27.0677	16.4932	64.4842	44
3373	1017.67	13.8325	10.2524	-123.353	81
3374	1342.93	22.4182	24.1163	-40.0052	41
3375	1431.41	14.9905	19.2957	80.5034	163
3376	1029.04	25.2652	22.7937	-131.533	44
3377	1048.12	15.3395	19.7026	174.781	123
3378	1282.6	18.1603	20.551	-45.0594	39
3379	1212.43	22.1756	13.6759	105.237	48
3380	1039.96	27.991	22.5957	-56.7772	27
3381	1257.3	28.0254	1.50524	-72.2035	69
3382	1351.13	16.8961	18.2192	166.099	71
