NShow	Energy	ZFInt	ZhAng	AzAng	NParticles
142	1000	18.4825	24.1213	23.9367	129
143	1000	24.6402	24.0103	26.1756	96
144	1000	45.4416	22.7362	-144.9	11
145	1000	23.4891	7.40788	71.4039	17
146	1000	23.4621	10.3603	46.2938	33
147	1000	25.2166	16.675	118.592	32
148	1000	28.731	8.99549	-35.3987	31
149	1000	48.1646	9.34073	-147.056	47
150	1000	16.2516	15.491	33.7852	67
151	1000	14.0015	19.3626	-15.4959	51
152	1000	21.2143	16.0803	131.931	25
153	1000	11.4653	9.85449	-30.3929	91
154	1000	24.5706	12.3724	99.7631	318
155	1000	15.5247	23.2787	77.769	32
156	1000	8.92821	21.0821	-138.398	77
157	1000	27.5808	7.28383	-102.779	86
158	1000	15.9132	7.81072	-46.4192	44
159	1000	22.2753	23.0358	-90.8835	31
160	1000	19.2084	25.0931	106.042	130
161	1000	17.7778	20.0371	21.4056	71
162	1000	17.2527	15.7438	-126.659	104
163	1000	22.0336	18.9585	103.103	23
164	1000	9.79299	22.1865	47.0746	120
165	1000	14.2048	20.035	-92.0787	99
166	1000	33.5748	11.3674	10.4823	16
167	1000	18.7192	23.2453	166.466	331
168	1000	21.9714	25.5	52.9248	117
169	1000	8.1187	18.2528	-65.876	397
170	1000	30.5538	21.3963	-86.1931	14
171	1000	11.9797	17.4779	-145.072	176
172	1000	16.5202	24.7615	-42.5899	22
173	1000	31.5608	24.401	87.5295	29
174	1000	53.4737	7.19768	25.2084	28
175	1000	9.3159	24.683	1.21265	130
176	1000	27.4589	25.6383	156.177	27
177	1000	18.682	20.0009	136.026	48
178	1000	11.8204	8.47176	-131.495	162
179	1000	13.6518	10.1363	-134.609	29
180	1000	27.1632	6.01843	53.254	17
181	1000	19.7292	18.5105	-175.476	28
182	1000	58.51	8.90106	-20.3254	42
183	1000	29.8517	23.1068	20.2913	28
184	1000	12.3192	7.38578	-81.3308	236
185	1000	10.1572	10.7757	-152.677	147
186	1000	16.8345	18.9229	-48.8654	34
187	1000	28.7389	16.9732	108.931	19
188	1000	69.7514	13.0674	-55.9991	125
189	1000	25.614	22.8071	-169.667	163
190	1000	13.6027	19.648	-77.8122	57
191	1000	18.4987	14.9257	-171.608	48
192	1000	13.6479	20.6431	56.5624	34
193	1000	13.3244	15.8584	129.657	150
194	1000	15.6335	24.4991	31.4678	35
195	1000	14.5686	23.6249	-113.249	183
196	1000	44.1598	13.7038	-133.608	9
197	1000	21.9739	18.6953	-138.08	103
198	1000	43.1208	25.6219	132.016	30
199	1000	19.6338	17.7603	169.403	34
200	1000	15.7808	1.39078	2.45434	377
201	1000	29.4524	6.21289	-10.7491	81
202	1000	7.36228	24.3129	-170.558	211
203	1000	20.239	24.8465	25.6201	34
204	1000	17.3328	20.1453	97.1443	33
205	1000	35.6129	19.8282	-56.3421	17
206	1000	27.9227	9.5725	17.7249	15
207	1000	15.0916	20.7388	101.305	82
208	1000	13.2784	14.3682	117.173	172
209	1000	21.5949	8.6644	150.779	19
210	1000	13.6135	23.3792	-51.2218	44
211	1000	9.81581	2.75012	96.3228	481
212	1000	14.7751	23.5488	-118.719	52
213	1000	24.6721	17.2627	150.229	49
214	1000	16.029	21.2207	-179.139	52
215	1000	22.5723	15.1451	170.202	31
216	1000	23.6551	12.086	23.3865	16
217	1000	22.3462	8.07801	67.0984	34
218	1000	25.2612	20.0759	-28.4307	372
219	1000	31.3516	20.0957	-80.504	17
220	1000	20.3686	10.4615	-118.031	56
221	1000	25.2763	13.8988	37.1967	25
222	1000	25.7928	19.3886	98.7073	27
223	1000	20.329	18.8746	39.2118	47
224	1000	11.3452	25.595	144.311	50
225	1000	12.8416	11.5845	-32.0845	150
226	1000	13.056	17.9103	163.941	89
227	1000	17.1098	18.6173	72.176	35
228	1000	17.4891	6.23762	112.256	37
229	1000	15.3242	12.3558	107.111	40
230	1000	16.0465	21.2865	176.806	69
231	1000	17.3818	11.0361	159.325	39
232	1000	16.8519	23.1126	143.492	30
233	1000	20.5379	14.7149	2.66905	75
234	1000	23.8332	6.34128	-68.3673	32
235	1000	19.1524	15.4292	63.1832	36
236	1000	23.9597	25.3838	134.439	53
237	1000	12.5159	5.39354	77.3436	182
238	1000	22.6266	3.62259	42.737	50
239	1000	27.6776	24.0828	-45.053	43
240	1000	21.1224	20.7486	8.99491	33
241	1000	24.281	24.9991	-49.7781	17
242	1000	18.5657	24.5273	-4.86643	44
243	1000	17.7593	12.8823	-116.411	34
244	1000	27.471	16.666	-41.8611	8
245	1000	24.5376	10.1513	-126.529	95
246	1000	30.5618	24.7659	60.8777	24
247	1000	22.4758	14.4508	50.3184	53
248	1000	19.6204	9.03422	-6.26608	24
249	1000	12.2703	21.6908	-5.7418	75
250	1000	25.0073	15.486	91.9898	60
251	1000	24.397	13.7274	72.4799	50
252	1000	13.3317	18.4366	-58.5344	73
253	1000	12.1689	21.3875	142.328	154
254	1000	25.4161	16.8012	126.076	44
255	1000	16.4734	11.6604	-7.18407	43
256	1000	34.8421	12.6037	-141.126	55
257	1000	19.1519	23.1867	-104.909	18
258	1000	19.091	14.6701	58.4799	21
259	1000	14.8493	22.2216	122.98	31
260	1000	14.9829	22.444	15.3221	139
261	1000	12.599	12.969	-123.93	48
262	1000	10.9757	14.5405	49.5356	211
263	1000	15.556	14.3765	-135.838	30
264	1000	41.7987	21.0854	34.4064	32
265	1000	14.5538	18.1558	173.02	42
266	1000	24.0936	9.58756	98.7591	57
267	1000	15.3441	14.5187	110.672	47
268	1000	18.7949	12.1844	-106.843	640
269	1000	28.1681	24.4854	53.5138	16
270	1000	24.3871	22.545	-54.4504	37
271	1000	20.1497	9.82711	100.743	38
272	1000	15.0965	23.2985	159.421	72
273	1000	11.9263	24.9272	-14.9555	307
274	1000	29.8131	14.0863	-33.8804	40
275	1000	16.1663	22.7016	-92.1961	93
276	1000	26.9763	21.7585	-58.0524	55
277	1000	30.315	13.1035	63.9795	79
278	1000	27.9588	16.4668	-3.6163	13
279	1000	16.5559	23.2328	-10.0158	66
280	1000	27.3432	21.9373	-23.2111	56
281	1000	14.4073	18.7959	-147.921	47
282	1000	22.9135	9.4269	0.679298	25
283	1000	30.1124	19.4265	130.792	20
284	1000	27.6865	23.1535	135.593	6
285	1000	30.1335	25.7238	7.88243	33
286	1000	11.9364	25.1626	-174.144	208
287	1000	22.8909	6.95845	-110.647	46
288	1000	34.9018	14.7438	-68.6336	18
289	1000	15.5562	14.0106	-164.005	57
290	1000	19.023	19.5419	36.1773	21
291	1000	15.5592	18.1417	31.3355	63
292	1000	24.9336	21.0694	-103.038	24
293	1000	22.2159	14.2012	59.6493	43
294	1000	11.6472	4.32375	80.5035	83
295	1000	8.18903	9.02895	2.78975	337
296	1000	23.6329	25.6458	44.5442	18
297	1000	16.1195	21.8912	83.2874	45
298	1000	16.071	3.94046	-171.081	68
299	1000	20.7741	20.5991	-15.0356	34
300	1000	28.9243	3.44309	-49.2228	43
301	1000	22.1333	21.6079	-44.1638	29
302	1000	15.4328	25.3858	111.381	35
303	1000	28.5454	6.87482	71.1078	23
304	1000	30.7904	17.3291	150.087	11
305	1000	17.4592	18.6615	96.1962	35
306	1000	20.9702	3.30762	-137.846	27
307	1000	19.1721	23.9988	-16.5125	23
308	1000	23.0027	2.7882	-84.9765	21
309	1000	15.3042	23.4197	-102.76	127
310	1000	15.549	23.931	-120.958	37
311	1000	7.63882	18.0676	-145.661	482
312	1000	29.9592	17.1527	97.7413	42
313	1000	25.8749	21.3362	164.687	35
314	1000	24.4986	25.7973	5.40428	41
315	1000	16.1538	7.0309	-52.8328	53
316	1000	35.7882	22.1959	-88.2461	12
317	1000	25.3357	22.8178	14.2956	19
318	1000	43.9443	22.0689	-18.4438	30
319	1000	9.49881	9.23026	59.9313	187
320	1000	20.528	13.6994	-45.5095	137
321	1000	9.71539	16.7021	-132.2	97
322	1000	26.0189	6.9969	95.9824	62
323	1000	18.7896	15.7917	51.2742	56
324	1000	27.7617	23.0688	49.2009	31
325	1000	17.2376	24.9856	-149.795	39
326	1000	18.7538	17.1319	75.3721	115
327	1000	28.7789	10.6202	74.6549	20
328	1000	7.25585	17.3152	35.2863	507
329	1000	24.0253	18.9261	140.99	29
330	1000	17.98	16.8723	165.455	34
331	1000	43.9765	17.2162	-36.7811	11
332	1000	24.1707	17.8729	137.098	34
333	1000	18.7858	19.563	139.066	25
334	1000	18.858	11.2108	71.4534	17
335	1000	10.7799	23.7396	70.9869	94
336	1000	19.9884	21.4047	-19.0128	543
337	1000	23.9292	25.1483	-48.233	31
338	1000	13.821	6.63873	48.7522	53
339	1000	25.1493	22.1811	9.04545	68
340	1000	10.6425	20.3357	-130.312	50
341	1000	42.7985	20.9053	179.271	62
342	1000	24.5946	23.3482	-135.953	17
343	1000	12.7577	18.9553	-38.613	26
344	1000	11.3666	15.7051	176.013	117
345	1000	44.4914	15.8709	-75.9433	39
346	1000	15.1562	25.1585	-131.232	363
347	1000	19.6585	9.35399	179.768	58
348	1000	22.5752	20.7046	-60.9093	358
349	1000	23.4769	24.1203	144.682	49
350	1000	14.867	15.4792	105.395	40
351	1000	19.9837	22.4775	-171.698	119
352	1000	22.0008	23.5946	-32.1288	140
353	1000	18.1143	21.9667	-91.7545	38
354	1000	16.4775	22.5234	-110.233	30
355	1000	27.2784	23.9375	-107.876	39
356	1000	21.7526	14.5521	-78.6142	42
357	1000	18.0647	22.1878	-46.5989	43
358	1000	14.1326	24.7499	18.4947	33
359	1000	16.5789	5.29726	137.383	52
360	1000	35.3407	18.4333	7.71076	16
361	1000	27.9602	23.9146	-146.011	18
362	1000	34.7346	14.5487	-143.52	13
363	1000	46.5356	6.17454	-90.4665	59
364	1000	22.8619	22.6926	-97.4342	29
365	1000	18.2721	16.6609	-102.792	337
366	1000	28.0968	12.6864	-110.636	179
367	1000	19.8623	15.442	-8.5755	32
368	1000	22.0332	24.5399	166.12	26
369	1000	16.7567	15.343	62.2756	40
370	1000	24.4399	4.9622	-168.314	55
371	1000	16.9321	22.2841	-123.098	40
372	1000	14.9204	25.7625	48.4085	56
373	1000	12.3924	12.8824	86.5065	137
374	1000	27.1272	18.172	-127.056	19
375	1000	17.8617	12.5003	-141.986	52
376	1000	27.1141	13.5236	-176.227	45
377	1000	18.9858	16.3231	139.117	78
378	1000	38.8473	19.8338	111.62	85
379	1000	22.6374	22.9628	-111.649	19
380	1000	29.1234	7.44791	88.3003	23
381	1000	22.7059	6.43845	-65.1466	43
382	1000	16.3351	23.0763	138.379	58
383	1000	21.5667	12.3141	-152.431	43
384	1000	20.9843	22.2219	137.304	107
385	1000	31.5423	3.72055	26.9505	31
386	1000	21.2229	13.271	137.58	25
387	1000	12.5065	20.1909	-143.77	63
388	1000	10.4558	20.9463	-49.9718	122
389	1000	19.1101	22.68	-0.508788	49
390	1000	21.8811	20.0948	33.7602	28
391	1000	13.7622	10.3331	102.901	35
392	1000	6.20628	13.6491	36.7759	315
393	1000	29.5957	6.32375	56.8982	354
394	1000	17.3441	15.5478	109.861	23
395	1000	13.0037	16.9418	172.377	108
396	1000	32.9423	14.6152	-27.1756	93
397	1000	19.2625	14.235	48.7041	34
398	1000	25.9748	18.888	-136.474	14
399	1000	22.718	9.2391	-70.3221	30
400	1000	21.0419	18.1915	6.93727	275
401	1000	18.5853	24.2917	-21.7277	52
402	1000	12.3878	24.5184	-14.2496	90
403	1000	23.6405	9.7193	-148.638	40
404	1000	19.8406	18.3321	-0.0142453	132
405	1000	33.3604	14.2794	116.929	15
406	1000	20.7519	24.8722	89.512	39
407	1000	20.2437	23.2885	127.551	33
408	1000	15.273	25.4952	164.902	39
409	1000	20.237	19.9167	-89.9285	86
410	1000	24.4157	24.6843	-15.7955	7
411	1000	28.7076	23.6652	26.3025	22
412	1000	19.8844	23.801	-46.4522	27
413	1000	16.3059	23.8094	62.026	106
414	1000	17.122	15.1369	-150.807	22
415	1000	26.9301	13.2321	-126.447	19
416	1000	12.093	4.39686	161.161	200
417	1000	24.9358	23.2569	26.8747	40
418	1000	15.6765	16.8038	-151.484	68
419	1000	22.4603	21.0368	-105.901	61
420	1000	16.5427	24.082	38.068	394
421	1000	29.333	23.0739	-154.583	24
422	1000	33.5934	20.4538	4.75536	45
423	1000	23.3518	16.7641	-18.6558	35
424	1000	17.018	15.2435	133.687	44
425	1000	13.2406	6.2465	159.216	118
426	1000	22.7479	12.3474	-2.95443	30
427	1000	18.8789	19.3714	39.8888	43
428	1000	30.979	10.5188	-155.846	23
429	1000	21.3386	18.4242	-91.8387	36
430	1000	17.5927	20.0495	-61.409	87
431	1000	15.5388	7.03819	-78.1448	46
432	1000	17.667	25.3547	123.435	69
433	1000	25.0359	20.8725	-102.075	35
434	1000	11.7932	7.09964	156.9	169
435	1000	39.1211	24.0977	-46.2082	10
436	1000	30.7857	18.6378	36.8226	19
437	1000	26.9581	24.676	-42.0609	26
438	1000	28.0096	22.2665	18.537	74
439	1000	32.5229	10.9162	134.181	34
440	1000	16.2535	14.19	125.899	38
441	1000	21.1247	16.8147	97.7506	50
442	1000	16.8239	23.4562	-70.4536	24
443	1000	10.1665	24.076	178.568	150
444	1000	14.3478	19.3463	-30.417	65
445	1000	17.8188	19.7835	-126.603	40
446	1000	16.9983	6.92486	39.5857	61
447	1000	18.6988	22.1977	106.106	64
448	1000	28.0937	15.8166	140.87	111
449	1000	18.8733	16.0568	18.4263	50
450	1000	16.4438	24.1169	95.8642	26
451	1000	20.5513	20.9153	1.04088	83
452	1000	21.8353	20.0981	-156.226	22
453	1000	19.9039	12.0397	139.349	71
454	1000	13.8971	15.6138	-96.7139	324
455	1000	19.4343	23.6119	67.2627	21
456	1000	19.4465	18.0565	-146.994	41
457	1000	34.4918	25.1153	14.1496	24
458	1000	24.0846	15.8133	113.706	20
459	1000	20.9541	21.6934	-78.5364	21
460	1000	10.6633	15.4906	-160.082	117
461	1000	17.5468	23.801	93.7541	126
462	1000	19.6964	6.58547	62.6264	36
463	1000	22.5625	11.9935	-93.2881	24
464	1000	16.514	6.4947	141.122	110
465	1000	22.9344	3.12783	156.449	76
466	1000	39.3283	15.4979	-130.975	8
467	1000	21.2334	25.6777	152.534	24
468	1000	16.6175	22.0076	119.374	77
469	1000	24.6421	9.3093	22.2474	16
470	1000	13.953	25.5449	-90.9085	64
471	1000	17.1263	23.6567	145.832	38
472	1000	14.8339	18.613	-178.284	63
473	1000	22.0455	20.675	176.917	29
474	1000	19.3266	18.8323	100.98	380
475	1000	24.0099	22.3934	-122.238	75
476	1000	20.6318	21.1135	-92.7919	34
477	1000	34.7431	20.6716	-71.6046	10
478	1000	22.0249	24.6988	107.233	18
479	1000	16.1713	16.5223	26.0998	31
480	1000	12.8383	19.65	115.008	35
481	1000	21.4568	7.15849	-22.9928	36
482	1000	16.9362	8.51086	-126.179	275
483	1000	16.0302	7.63394	51.1665	83
484	1000	29.8479	22.0274	139.903	27
485	1000	9.93515	23.234	-40.4384	74
486	1000	51.852	18.7507	170.362	49
487	1000	14.8071	10.8117	-80.5032	72
488	1000	48.5043	10.4453	-20.9044	16
489	1000	19.4962	13.919	-71.1043	55
490	1000	49.2772	11.5715	32.8908	13
491	1000	15.8181	17.5288	42.6304	312
492	1000	37.7744	23.7038	-98.337	21
493	1000	18.3483	19.2763	163.661	38
494	1000	20.873	14.5815	-48.3531	31
495	1000	14.9268	22.0186	-38.9217	44
496	1000	17.52	24.2806	47.6781	110
497	1000	16.059	23.604	-102.517	44
498	1000	26.0846	20.0166	-123.699	14
499	1000	33.6438	10.4512	30.2551	47
500	1000	17.6339	22.0885	-111.777	25
501	1000	31.3798	16.0589	-96.1421	20
502	1000	8.97316	9.72354	-128.775	217
503	1000	11.2678	19.9651	135.695	69
504	1000	13.9066	15.5068	-93.1855	32
505	1000	16.7718	12.6243	-163.712	42
506	1000	23.0381	7.67875	-97.4612	26
507	1000	10.6645	19.6506	-167.892	91
508	1000	58.2638	20.1142	-75.8541	6
509	1000	15.2246	10.7539	-119.192	342
510	1000	11.588	14.2234	117.941	121
511	1000	26.3119	20.1335	139.024	28
512	1000	21.3999	24.5389	25.6326	28
513	1000	11.6881	22.7838	19.3588	157
514	1000	30.1127	23.7336	93.7218	21
515	1000	20.1969	19.3115	-98.0997	42
516	1000	18.6669	6.53251	-97.0634	71
517	1000	22.389	17.7042	-138.702	39
518	1000	15.9533	22.6448	-155.237	33
519	1000	21.7456	24.1313	21.9116	53
520	1000	24.2703	25.6446	-126.835	33
521	1000	23.6777	24.3716	169.708	119
522	1000	21.5131	3.80691	121.898	41
523	1000	15.2369	4.73747	-97.553	61
524	1000	15.6529	9.92279	-170.373	45
525	1000	19.6891	20.7379	142.98	26
526	1000	16.0242	7.50823	85.3326	52
527	1000	13.6075	9.96606	-169.417	73
528	1000	17.9305	24.951	164.299	32
529	1000	17.7226	18.733	174.349	31
530	1000	18.6007	19.8449	144.6	63
531	1000	34.9447	12.3284	-16.2183	43
532	1000	22.2504	8.62233	80.5208	35
533	1000	34.0992	14.7822	100.372	30
534	1000	20.2955	22.9695	-8.83255	28
535	1000	12.5257	13.4281	51.599	49
536	1000	25.3795	17.7693	60.9785	44
537	1000	20.6188	20.0959	0.359435	42
538	1000	28.5155	17.2854	-157.923	54
539	1000	32.8882	13.3832	76.2191	33
540	1000	31.1398	17.4752	-106.622	25
541	1000	22.7192	20.421	-119.414	29
542	1000	25.3977	21.4991	-52.293	26
543	1000	26.0107	9.56483	-88.1177	39
544	1000	16.5128	21.1055	-171.506	57
545	1000	16.0197	6.28731	-167.559	36
546	1000	28.9733	17.3982	176.555	40
547	1000	20.7601	17.9524	-96.1431	51
548	1000	22.644	11.3507	-133.945	48
549	1000	11.8036	9.29744	-79.3537	65
550	1000	23.6095	8.02585	71.1031	19
551	1000	17.7796	24.4155	-45.2001	46
552	1000	24.0912	5.36267	128.71	53
553	1000	26.5163	23.0646	-11.2983	20
554	1000	16.1727	11.4681	119.827	102
555	1000	26.6825	18.2432	150.933	29
556	1000	23.6995	19.4159	10.6818	19
557	1000	23.2647	16.0269	-118.772	130
558	1000	14.7892	12.961	170.943	105
559	1000	23.0675	25.6668	-165.148	38
560	1000	22.0154	7.04303	155.424	28
561	1000	16.0631	20.7348	-52.1247	31
562	1000	16.0164	14.728	-128.193	41
563	1000	17.4371	5.91707	-14.3755	36
564	1000	17.3407	24.0352	-7.67827	10
565	1000	39.9577	21.9975	-57.5381	21
566	1000	14.0961	25.6543	-130.131	41
567	1000	59.556	13.0244	140.72	15
568	1000	18.862	16.935	-109.658	112
569	1000	23.2254	25.4552	-154.343	30
570	1000	19.8459	21.171	-175.293	43
571	1000	9.67137	2.92579	-86.2927	307
572	1000	20.0915	24.7699	64.63	53
573	1000	47.1533	14.7668	12.2308	31
574	1000	12.4683	17.6345	-145.338	116
575	1000	18.5493	4.57857	-49.2692	36
576	1000	19.0073	19.0628	-73.4026	34
577	1000	17.2256	21.4926	70.9995	42
578	1000	10.6145	17.3519	123.279	68
579	1000	12.8534	12.5345	112.136	106
580	1000	16.1862	16.2255	-131.584	54
581	1000	20.615	15.0886	10.6405	102
582	1000	37.3193	24.0402	-28.1426	17
583	1000	14.469	16.7446	142.029	212
584	1000	21.2178	12.3066	23.725	35
585	1000	15.6942	1.90135	73.928	70
586	1000	16.3918	15.7436	153.259	48
587	1000	20.824	21.7906	105.136	30
588	1000	17.3829	16.3256	84.1348	104
589	1000	17.6002	20.391	-64.6869	49
590	1000	9.63199	22.2373	-52.8006	231
591	1000	42.3744	16.6799	111.118	54
592	1000	13.5815	17.3629	32.5953	124
593	1000	37.6822	4.36051	-85.7122	49
594	1000	29.0355	20.0638	63.878	16
595	1000	14.9492	23.6155	149.569	29
596	1000	18.4252	17.7962	-77.4854	173
597	1000	18.5978	12.6911	37.4495	20
598	1000	19.8853	25.6496	-12.0675	235
599	1000	25.0161	24.6568	66.0152	33
600	1000	18.827	18.6659	96.6855	20
601	1000	12.6366	18.4211	99.0908	56
602	1000	13.1591	24.2083	-106.308	48
603	1000	8.61592	16.4549	2.2879	221
604	1000	16.4082	16.3217	177.592	87
605	1000	14.285	24.4747	-119.011	371
606	1000	24.0915	17.7005	10.2793	19
607	1000	16.3647	18.0133	-15.6403	55
608	1000	19.4352	11.4594	128.887	154
609	1000	9.42839	13.9198	2.16998	198
610	1000	21.0753	19.1301	-151.315	439
611	1000	18.3094	22.8882	78.2474	41
612	1000	23.9026	19.7721	149.204	28
613	1000	33.0424	14.5201	34.1457	15
614	1000	17.429	25.0861	-47.474	33
615	1000	20.907	16.0013	128.277	97
616	1000	23.2788	1.76824	-143.388	97
617	1000	26.7819	24.6627	120.177	56
618	1000	21.1621	9.84509	105.564	106
619	1000	25.4845	14.3146	156.843	88
620	1000	12.3415	18.0276	63.7536	64
621	1000	17.2806	17.1768	-123.229	44
622	1000	34.9069	25.7329	135.763	17
623	1000	13.1531	24.1575	-3.00338	41
624	1000	15.5102	24.6343	65.3136	74
625	1000	17.2555	7.35426	118.295	96
626	1000	20.1303	16.3097	-109.543	40
627	1000	15.959	18.2367	-39.5818	37
628	1000	16.1908	15.6812	-20.2634	88
629	1000	19.6508	20.8606	-172.834	37
630	1000	23.2224	18.5709	54.8212	38
631	1000	20.6737	9.18469	-25.5371	39
632	1000	14.0352	25.4439	-59.7932	84
633	1000	16.7525	7.1774	-145.582	52
634	1000	23.9866	8.24564	121.1	20
635	1000	18.3927	21.9448	162.799	128
636	1000	19.9818	15.2756	-145.708	155
637	1000	19.1355	19.7344	60.4989	84
638	1000	24.656	23.6957	-100.594	23
639	1000	10.2081	24.0372	154.788	111
