N. Shower	Energy (GeV)	Zfirst (km)	Theta (°)	Phi (°)	N. Particles
3453	18.1245	24.8275	15.6768	44.0447	1
3454	47.919	9.86993	16.6241	-15.5606	6
3455	16.2848	23.8101	13.0223	73.5252	1
3459	61.6122	29.2826	12.8824	108.909	2
3463	14.9867	29.2364	16.3247	-130.368	1
3464	39.5274	23.5983	4.11592	-164.114	1
3465	41.5012	14.1529	3.53318	15.0737	2
3472	35.4161	39.8522	16.8097	178.161	2
3473	24.9236	24.8488	8.63636	87.2237	1
3474	10.2226	44.7764	14.0859	129.416	2
3475	72.6515	19.4454	13.2771	14.9679	4
3478	26.6534	17.1128	11.179	10.4759	2
3481	52.4722	41.2783	25.7189	156.226	1
3489	11.1088	17.5701	22.3467	17.404	2
3492	15.1444	24.1851	12.4753	-120.42	1
3495	65.792	20.8106	15.4825	53.9653	3
3498	19.5386	4.45873	15.8963	-107.843	7
3502	12.5995	23.1171	4.44859	-135.62	1
3507	22.831	16.2351	25.6258	-97.4	1
3511	76.422	8.45317	18.1672	170.081	1
3514	26.8348	11.9722	11.2616	144.179	1
3517	12.6104	22.2317	23.6316	-45.5093	1
3530	17.7615	15.3399	14.0132	-101.78	1
3534	23.1189	18.6334	12.3107	1.85399	1
3537	18.4883	18.8212	24.5028	145.357	1
3541	62.0737	17.8243	8.00433	-85.8222	4
3546	18.3388	10.662	14.6573	23.6433	1
3547	14.607	21.3766	22.7057	-72.571	1
3549	59.2497	16.1707	12.7502	171.083	1
3550	36.876	20.2213	9.05909	51.6249	3
3554	14.1528	26.401	5.40286	175.135	1
3555	23.7769	33.0747	23.6609	-101.041	1
3556	20.3425	14.6507	12.8375	172.155	1
3558	38.1827	19.7687	23.2023	-37.9494	1
3559	25.9281	21.8562	16.1026	113.902	2
3560	11.1556	21.3126	14.0921	66.6034	1
3561	19.3644	36.7611	14.7384	-155.78	1
3562	25.3	29.2936	24.29	-66.5872	1
3567	49.0449	33.7962	9.41534	51.8358	1
3568	25.5396	25.9511	23.9227	-72.7772	1
3571	34.7148	17.8508	15.8112	-105.302	1
3573	14.8742	12.8159	23.9216	-51.9943	1
3575	31.6379	16.3232	25.7525	-117.859	6
3579	57.4456	12.3809	17.48	34.8717	8
3585	11.5092	20.3327	17.9138	166.837	1
3586	24.9377	16.3079	9.41822	-162.333	2
3588	22.5386	13.8337	10.7893	-21.7189	3
3590	10.37	22.4075	25.4602	40.2127	1
3592	16.7022	12.0759	13.077	-8.5186	1
3593	21.3006	16.7545	25.549	-127.407	1
3594	29.9528	22.5219	19.1429	-171.725	1
3595	32.6856	20.9553	19.996	-71.9562	1
3597	16.8988	4.82021	11.5714	132.301	5
3604	12.5323	11.7882	23.1543	58.2034	1
3605	20.0521	25.1202	25.5801	128.525	1
3606	45.409	19.272	23.5723	-168.991	6
3608	18.8883	15.5108	11.4855	45.8253	1
3610	22.497	14.0959	8.41944	-122.637	1
3611	63.4665	25.41	14.2602	-68.6688	1
3623	20.9186	8.84582	24.2014	175.752	1
3624	45.58	16.0136	6.67947	97.4768	4
3625	66.7477	18.8622	11.2582	-27.274	1
3626	22.8218	25.3012	16.8313	140.052	1
3628	12.1051	21.5706	24.4613	155.945	1
3633	21.8989	15.8154	14.9006	87.6995	1
3635	81.6584	17.6173	17.3057	24.0051	6
3637	11.3309	18.5195	21.8641	96.2591	1
3638	17.9876	12.154	5.41062	-127.531	1
3644	31.5316	16.2358	4.85752	150.353	2
3645	23.7271	25.9122	23.7464	32.5503	1
3649	62.8061	31.8795	5.34887	67.8151	2
3656	67.343	31.3553	18.0683	-3.54757	1
3658	14.0543	17.1652	18.2554	-0.766607	1
3661	31.3924	17.4726	20.9681	63.2243	2
3666	12.0477	36.1919	24.923	86.4792	1
3672	39.0056	26.1162	24.2147	-113.225	2
3675	84.6976	21.3484	22.6581	-164.301	1
3677	15.5538	19.1289	2.67281	68.2795	2
3680	11.6244	17.1398	12.9977	25.5631	1
3681	48.8017	25.2126	17.902	136.208	2
3684	21.6122	9.97427	19.6729	-149.019	2
3689	11.5091	30.3506	15.1468	-45.625	3
3693	21.1819	27.3149	18.2263	-50.9052	1
3696	15.5047	30.0953	16.6955	88.3105	1
3701	21.684	22.3317	23.6977	-22.0278	1
3703	13.2883	19.6964	16.2587	172.185	1
3704	39.6739	25.4493	23.9785	29.4937	2
3722	14.3137	42.4826	19.7784	139.333	2
3723	14.0857	26.6269	24.5844	91.9022	1
3724	14.2261	62.1253	19.1084	135.514	1
3726	21.1631	37.739	20.153	-68.4068	2
3729	15.9995	26.5072	22.6626	83.5285	1
3730	20.1997	37.6894	20.6583	-127.251	1
3731	66.9564	15.7605	23.4358	54.6574	4
3733	52.3564	14.9592	16.7417	174.872	1
3738	14.2181	16.3797	24.8316	52.4396	1
3743	45.4509	33.4081	11.5775	-53.0402	1
3748	27.8098	34.5599	23.7962	151.489	2
3754	12.3292	24.8888	21.677	8.30936	1
3758	36.2817	18.6765	20.2127	137.97	2
3765	20.17	7.99087	5.92929	-52.966	1
3766	22.1721	15.5113	19.7447	50.7865	1
3767	41.942	16.9993	12.6126	70.1928	3
3768	12.1145	21.9118	16.4397	20.9524	1
3771	15.6613	16.7088	15.6463	145.656	1
3772	62.3633	23.9015	19.3615	108	1
3774	23.4571	30.81	1.34394	-179.78	6
3776	14.9666	22.2145	8.33109	-74.6962	1
3778	22.5309	18.2756	25.7025	4.96303	2
3783	66.7553	22.0783	19.3969	-102.872	2
3785	14.2016	15.4151	22.6515	61.3482	1
3790	28.2686	17.1584	18.9869	131.431	2
3792	59.2639	6.89263	18.8893	89.6153	20
3793	21.7877	22.7918	13.7102	-142.871	1
3796	17.5074	24.3215	13.6409	-165.097	2
3799	31.5931	13.3245	21.7937	130.264	1
3800	23.818	16.9753	8.98158	-124.129	1
3801	22.0245	14.3902	19.0467	11.5449	2
3807	39.6468	10.6029	16.304	-120.54	4
3809	96.3119	19.4945	8.8869	-4.79359	4
3810	13.3949	34.3822	23.1237	-10.7489	1
3812	10.3192	15.1654	20.412	-66.3026	1
3815	60.319	30.3913	22.2799	103.177	2
3816	21.4336	19.3074	7.40708	104.705	1
3817	29.954	17.87	21.7807	-42.4399	1
3819	11.6424	8.58692	9.44706	-31.4245	4
3829	27.9241	28.3874	24.1905	168.487	1
3830	22.9715	16.0732	17.6247	74.05	1
3834	89.7967	24.2619	14.3469	-54.4385	8
3838	16.0245	13.0056	18.3361	-48.1217	1
3839	13.2	11.0965	14.6938	112.612	1
3840	10.5627	13.4903	23.2006	179.603	1
3844	16.001	22.2033	16.4319	-89.724	1
3845	22.4953	6.86772	12.6975	-20.8293	5
3847	10.7426	15.9379	10.0942	33.8987	1
3848	58.6127	21.1047	3.88251	-77.6193	2
3849	10.2063	16.4012	14.2456	-156.035	4
3850	17.2399	21.4558	5.08657	29.5117	1
3851	14.1678	17.0812	7.09835	101.851	1
3852	16.0296	13.9127	13.6642	-117.629	1
3856	11.3355	16.3008	18.2203	-129.392	1
3857	23.3183	20.9047	22.1251	-144.389	1
3861	21.4	26.0322	15.553	-50.3825	1
3862	12.1318	22.2275	14.6777	-84.9121	1
3865	13.4179	21.9079	17.9268	38.5985	1
3870	32.1925	21.8848	6.05713	85.7477	1
3872	12.4124	13.5716	4.81765	2.72517	6
3879	18.1966	21.5217	24.7599	21.6619	2
3883	14.7207	14.0309	15.7354	-45.9011	1
3884	60.896	23.0048	14.6714	-178.579	2
3889	12.1597	13.8249	6.96366	-126.798	1
3894	15.2585	21.6293	13.6829	-17.4152	1
3896	25.8312	25.4584	18.6062	-16.8383	16
3897	14.4225	9.66336	17.3179	108.967	2
3899	23.6285	20.7787	21.9501	-85.358	1
3908	17.0213	11.127	22.9765	-96.9063	1
3910	58.7606	23.6869	19.6966	-116.514	3
3911	17.4881	29.125	22.5571	-74.0603	2
3915	86.2442	25.0212	6.31073	-133.807	4
3919	12.5192	29.2803	7.6037	33.3613	4
3921	12.0503	9.48897	12.4746	34.8016	1
3923	15.2481	17.7461	19.347	85.7741	1
3928	23.5863	17.3861	22.9777	86.9684	1
3931	35.1077	13.3918	17.7132	-94.1882	3
3932	17.0264	25.6134	22.0996	-55.0447	1
3935	16.252	22.12	11.7465	31.2434	1
3936	15.0051	18.5057	14.044	-39.6646	3
3937	20.1768	12.9952	3.99974	-51.1327	1
3944	21.0532	17.9194	21.8188	-111.036	5
3946	29.4087	19.6103	21.3096	174.03	1
3948	20.3141	21.497	16.3926	-92.8966	8
3949	25.4923	30.0716	15.1397	83.0571	2
3951	17.0101	29.2994	5.47575	14.8129	1
3954	16.9021	16.0927	9.82032	135.245	2
3961	29.5194	16.1476	19.4441	48.8052	1
3964	13.1739	13.7103	24.1611	-69.7654	1
3965	10.4943	22.4223	20.7839	98.0246	1
3966	25.6758	13.1558	12.8042	39.2341	1
3975	13.9647	17.6318	18.1327	-67.466	1
3982	33.3135	16.094	14.8018	30.7589	1
3983	40.8491	16.7916	24.733	9.40312	12
3987	16.0167	12.9637	15.9497	-32.9977	1
3990	38.0257	27.448	19.9318	158.006	1
3991	14.3794	11.5077	18.0193	-67.5972	1
3992	60.7004	17.8437	19.2374	-70.5797	2
3993	15.1162	16.9434	7.7418	120.919	1
3994	21.6277	26.4858	1.08273	52.2353	1
3995	57.5848	20.0845	9.14895	94.1001	2
3997	12.2316	12.9849	25.1373	-11.7324	1
3999	36.5392	12.8591	22.4181	-124.297	3
4000	80.5478	14.2315	15.9306	16.1744	4
4002	16.0927	12.4597	13.4075	-57.8542	1
4005	11.3525	22.8269	21.9509	-133.816	1
4016	27.9436	30.5302	15.0637	30.7823	1
4017	19.2436	33.2051	6.41625	29.353	2
4018	18.4298	10.7243	9.68239	-162.055	1
4022	26.5065	8.81204	6.04893	-106.879	5
4025	12.8768	21.1578	21.3825	165.31	1
4028	28.341	15.4107	25.318	159.592	2
4029	25.7518	15.2112	10.4471	-136.395	1
4030	12.6318	12.2257	12.2518	-39.1213	1
4035	19.761	18.5137	10.4006	169.301	1
4039	18.1724	14.5281	5.88456	-102.239	1
4045	34.6074	14.4174	20.2108	66.2038	1
4046	64.3549	15.7429	8.65253	-49.7143	3
4047	17.9748	21.594	19.8008	-148.374	1
4048	14.6269	9.10153	3.25416	120.671	1
4052	18.53	16.4494	6.87479	12.1453	1
4054	12.2172	16.117	13.0625	167.962	1
4062	11.3204	28.1464	16.5824	95.599	4
4064	11.4415	19.0542	6.26815	-70.4237	1
4065	13.5139	26.2147	18.8218	-8.85183	1
4067	23.4658	16.6285	20.9076	144.958	1
4069	32.4449	16.9851	21.3843	-21.8931	1
4071	34.4104	12.6504	14.7366	81.3354	3
4079	21.6311	22.5331	24.4629	100.363	1
4080	25.4716	11.8045	8.43253	-6.88552	2
4082	41.7607	16.4092	24.0297	-110.381	5
4084	14.7475	15.8343	7.12418	52.1408	1
4087	23.2534	9.96804	3.20086	3.40226	1
4090	13.2455	10.3676	12.8047	-177.838	1
4091	16.4922	39.8051	14.6345	42.3986	1
4093	50.7889	22.0078	17.9832	-99.1101	3
4096	14.6808	23.3388	20.0064	-80.2338	2
4099	16.2115	21.399	7.26558	51.595	1
4100	20.2175	29.5367	19.4701	-51.7345	1
4104	50.45	22.4352	19.5368	131.3	3
4105	60.9324	11.9785	11.8753	-107.251	3
4112	13.2088	21.9311	14.6804	-104.514	1
4116	11.9426	14.8802	18.8771	30.4881	1
4120	49.57	14.2238	22.2303	-48.0692	4
4121	10.2685	16.5157	6.75451	55.4574	1
4123	45.9964	15.9822	22.9133	-169.941	1
4125	20.0757	23.6515	20.8085	-25.6071	1
4134	11.0732	12.8039	3.49292	95.4112	1
4136	11.2189	13.8985	25.6088	139.242	1
4137	17.3782	13.343	21.6264	41.8965	1
4140	36.3368	13.0729	9.72132	-152.39	1
4144	10.6532	34.3298	18.4501	-174.742	1
4148	50.7678	17.9604	24.4646	-124.644	8
4151	11.9099	15.812	20.6942	-128.397	1
4152	12.8056	16.5737	18.7785	-138.494	1
4154	23.4341	9.20866	10.2484	8.28393	1
4157	47.4024	36.6045	19.6674	-128.881	2
4163	53.9103	28.5915	13.4584	174.726	2
4165	17.3529	22.8355	24.6874	0.866536	1
4169	22.5736	9.91755	15.8872	-54.9697	2
4173	13.9591	21.7922	20.9291	62.9034	1
4174	25.0647	29.974	13.9732	100.013	1
4176	33.5823	14.7158	14.9565	-55.84	1
4177	10.2999	21.4623	1.96839	94.6688	1
4179	61.7764	13.3568	3.22105	34.9455	2
4180	14.7042	12.8323	18.3917	-74.9452	1
4187	10.7554	17.3574	23.2983	21.1327	1
4188	21.5656	20.0889	22.5137	-96.9416	1
4194	19.375	19.3909	21.5956	127.794	1
4197	22.9912	15.1191	21.2923	162.479	1
4207	15.7946	23.8989	23.3084	31.1601	1
4209	27.1841	22.976	24.6505	91.5244	1
4210	29.1628	22.3855	22.7034	-179.512	1
4214	71.3274	24.6201	12.625	135.721	3
4217	38.4931	23.3776	18.5469	-147.146	1
4220	20.9356	28.9419	24.4582	141.097	3
4226	19.0476	18.4673	21.2453	11.6409	1
4229	12.8026	10.9118	25.5518	137.687	1
4230	18.6666	25.6385	16.1577	9.64975	1
4234	20.8196	8.55517	23.4027	-25.7365	3
4235	18.4905	39.534	3.74142	123.795	1
4240	14.1384	25.0847	21.5258	88.9007	1
4241	33.6647	23.6552	22.671	145.012	1
4244	13.4512	14.1608	25.2018	-170.508	1
4245	10.1086	23.1154	11.9387	26.5407	1
4247	92.0669	20.0119	25.1282	-159.759	2
4250	12.082	9.92337	11.5005	-118.767	1
4263	17.0282	22.2848	20.9934	-34.6557	1
4265	30.4109	18.354	10.292	59.4007	1
4269	10.4734	33.9851	13.9693	-115.404	1
4271	26.6798	14.849	13.7903	163.972	1
4272	20.004	12.894	19.4452	161.37	2
4275	97.1577	24.5916	12.7577	-169.305	6
4282	27.4562	6.83945	24.8933	-112.453	4
4283	13.951	24.4735	17.7138	-156.66	1
4284	13.957	15.1008	12.5988	-30.2896	1
4286	32.5758	14.2863	19.5454	39.9114	2
4289	20.232	25.9454	16.1545	-54.3669	1
4294	69.4225	23.8268	23.1084	-20.3243	2
4301	47.8868	14.9537	20.2636	14.1671	1
4303	10.0586	22.0574	21.8736	121.738	1
4307	14.7171	18.9249	17.7268	90.1093	1
4312	16.2965	15.5725	8.58849	-20.39	1
4320	17.1656	18.3744	19.6835	-5.07854	1
4325	17.3197	12.2791	19.9799	-102.943	2
4333	28.1462	24.8306	24.6487	-23.5366	1
4334	31.8814	13.0334	7.42673	107.692	3
4336	10.98	50.9671	22.7438	-99.9121	1
4351	36.8853	15.5873	25.4394	-60.6012	1
4358	24.3308	27.0504	22.4817	-65.088	1
4364	15.1698	31.6798	23.8142	8.36804	1
4367	26.1474	10.3247	21.9155	51.9409	6
4368	20.7165	21.1715	10.9791	-3.1487	4
4369	12.386	15.7088	24.879	119.695	1
4371	23.2291	36.0167	20.8635	-1.47882	1
4373	13.5767	8.33616	11.67	16.3262	7
4374	10.6798	14.8742	3.83535	90.5007	2
4375	26.6857	31.6978	25.3391	100.031	1
4376	38.3145	24.6676	21.4327	-23.1516	1
4377	34.7696	18.6956	16.922	174.593	1
4378	10.477	8.41306	7.51196	153.142	2
4379	38.1564	16.6616	6.30628	-177.823	1
4382	35.1283	28.5964	21.3778	149.645	1
4386	37.2355	20.4993	24.2976	-94.1382	1
4390	11.1947	16.2823	19.5951	118.377	1
4394	56.4207	14.4723	4.20239	83.3198	2
4396	11.7343	14.8916	23.1564	121.405	1
4397	13.33	8.42716	18.1562	155.846	2
4398	26.5112	12.0108	24.7519	132.408	1
4401	11.984	15.6024	21.0641	-56.9421	1
4402	10.3149	7.21823	19.8159	157.773	1
4407	13.6733	30.0589	20.3414	173.39	2
4408	26.8078	15.9833	18.1208	-42.2952	3
4412	28.1969	18.3168	21.2756	-66.4493	3
4415	71.3635	17.6346	16.0578	-28.3579	3
4417	35.9958	17.0164	6.56181	-142.898	2
4419	26.5128	29.6794	14.0227	-104.362	2
4420	10.6268	12.9379	10.1546	133.959	1
4421	20.5642	24.1059	17.7253	-39.0417	1
4422	56.0067	25.0246	15.6014	159.062	13
4423	72.209	4.53004	21.6803	-43.9134	19
4434	33.9725	26.1873	24.7935	146.476	2
4441	16.8488	26.1273	20.2478	-174.269	1
4446	27.5504	25.94	25.0858	-142.703	1
4450	20.1542	30.554	16.4376	-11.7484	1
4451	94.1798	19.4397	23.4665	125.519	3
4462	15.8415	19.9085	8.40968	-6.90877	1
4463	10.3393	16.6032	21.8953	111.312	1
4464	14.4196	14.6158	24.1531	-50.9129	6
4465	40.114	22.4329	21.8803	-170.144	3
4468	35.8473	36.6935	23.9478	84.6242	2
4473	35.2775	22.2272	16.1287	-52.6063	1
4474	19.7648	19.2527	6.78803	110.889	4
4476	15.0732	15.9638	14.508	125.056	1
4482	13.6338	9.67138	16.3399	107.556	2
4492	73.4179	9.60338	15.1754	17.5012	5
4493	19.989	15.1921	14.5859	83.8266	1
4494	24.417	10.5989	15.7076	-163.818	3
4495	51.944	17.1097	23.5421	-34.5533	2
4503	25.9073	33.0567	14.4616	-38.7298	1
4504	91.1151	35.7897	14.4144	-128.004	19
4511	13.0696	23.0586	12.2355	-113.021	1
4520	12.1283	37.868	10.807	157.538	1
4526	17.8109	26.3071	18.8481	52.6076	1
4533	30.0129	21.6264	9.76477	50.3455	2
4538	24.1996	22.1059	22.8243	155.261	1
4539	31.8549	20.1004	14.9717	-179.389	3
4544	22.502	32.2794	24.7807	-58.5906	1
4549	27.4501	6.62764	14.955	-7.70078	7
4560	15.167	40.7905	10.4724	118.443	1
4561	10.6572	8.78099	1.2938	-105.68	1
4565	43.1323	26.4835	20.2056	-71.1079	1
4576	25.4886	31.0636	8.06938	-66.4688	1
4577	18.1413	9.65761	22.7789	31.1489	1
4580	88.1693	19.485	8.51214	-177.498	6
4585	85.4792	28.1518	22.4387	169.578	7
4586	25.9681	14.8906	14.0362	-74.4375	1
4590	27.9427	21.5255	8.08726	-164.943	3
4593	12.6962	18.1156	19.0829	88.6115	1
4594	12.5234	10.0361	12.3176	14.2476	2
4595	12.3915	12.3182	19.4239	84.5896	1
4596	16.6283	16.4881	5.45434	105.702	2
4598	25.1619	44.694	21.3017	77.1725	1
4599	13.3306	36.164	24.0142	-98.2116	1
4605	30.489	33.2265	13.4329	8.0749	1
4606	60.2582	11.7956	20.9254	34.7428	6
4611	13.1069	24.3197	23.7229	95.0503	1
4615	27.9366	20.326	10.4669	86.4657	1
4618	10.1526	24.3542	16.3333	83.6478	1
4623	55.7353	10.894	18.7914	97.9283	4
4624	15.1062	43.3325	14.4923	91.2277	1
4625	16.9812	15.3057	22.783	-134.303	1
4626	38.8978	23.4021	23.489	162.461	6
4638	12.5441	11.5562	8.98618	-87.0178	1
4640	31.9639	15.7503	15.9323	-76.0898	3
4641	13.4152	16.8835	9.45365	36.7216	1
4642	25.0501	24.9975	17.0665	-14.9643	1
4645	18.1246	11.4085	18.3176	-96.2118	1
4648	17.2955	16.2753	16.5234	-3.89552	1
4649	46.7485	26.918	22.365	52.6594	4
4656	12.6828	29.1732	21.2689	34.844	1
4659	16.7887	14.4753	20.1257	140.503	1
4662	26.0614	16.912	20.4555	132.307	2
4663	33.7276	11.4014	23.5769	-154.303	1
4664	17.3692	14.599	2.00588	-26.0225	3
4666	20.9648	16.6432	24.9017	-127.736	5
4669	27.1979	21.2786	4.8176	174.255	1
4672	65.3581	19.508	19.7877	174.621	5
4674	11.9674	21.2681	23.5609	7.55167	2
4675	24.9841	45.7188	15.7359	153.211	2
4676	29.4335	20.0943	15.0877	-97.4824	1
4677	14.0279	29.6169	21.9211	79.3273	4
4678	19.4211	12.5673	7.39802	116.833	1
4680	12.4298	20.9198	15.8456	-66.6131	1
4685	71.9548	35.1957	16.7834	-6.0466	5
4700	15.3852	21.361	18.6896	175.407	1
4702	84.7716	15.7403	21.3397	78.6022	7
4710	33.9274	30.6672	21.1077	-79.3919	2
4715	74.4249	29.1274	7.96121	-126.788	2
4717	41.3737	35.3705	9.95655	-146.042	6
4718	13.18	13.6395	18.1797	-34.5254	1
4722	33.969	19.511	17.7336	-156.961	2
4723	12.1155	16.3957	10.7752	-36.1883	1
4724	20.0242	32.883	7.77444	-19.734	5
4725	10.6654	14.9802	24.7743	18.1054	1
4730	14.4206	14.6532	9.95352	152.353	1
4731	17.2926	16.2599	11.4856	121.1	1
4733	30.3125	19.295	16.4574	-17.7891	1
4734	22.7146	21.8592	22.1672	-91.3957	1
4740	32.9399	30.8778	17.4612	117.836	2
4745	58.9236	28.8539	9.78639	78.6196	2
4751	17.137	9.0482	21.0341	163.703	2
4752	29.7896	18.3601	18.2733	119.424	1
4753	16.8336	35.1235	16.89	-11.2184	1
4754	29.5982	15.0695	14.7136	59.6964	1
4756	35.069	13.3041	8.93049	-1.77561	1
4757	20.4724	18.5848	24.6958	130.3	2
4763	12.6233	12.7452	10.7517	101.057	1
4767	62.0273	20.8506	14.2535	-97.5852	2
4769	30.3619	18.7787	16.0153	-124.235	2
4771	43.5076	12.2458	11.8975	-111.833	5
4772	12.7501	24.295	25.0706	65.1551	1
4773	22.5058	10.763	21.2819	112.701	2
4777	39.094	11.0748	9.81973	-85.9128	1
4780	17.2111	10.1721	10.5996	104.259	1
4781	11.7904	12.1214	21.2385	-67.9688	5
4782	13.129	36.24	24.153	3.74206	2
4783	22.9331	10.451	19.911	-162.404	1
4786	10.4978	17.2741	22.3719	-127.788	2
4791	58.1128	35.1572	20.8508	110.421	3
4792	23.9196	16.1808	22.313	90.2751	1
4797	44.3481	18.9251	20.2419	37.3568	2
4800	13.8892	18.1675	12.789	-61.1921	1
4802	44.4627	24.415	13.8496	126.952	4
4803	15.3422	44.4734	6.64027	88.844	1
4804	30.821	17.96	18.8482	53.9362	2
4806	18.3314	24.5947	18.8766	-164.868	2
4809	31.4578	35.7868	16.9912	104.257	1
4810	15.9732	19.0122	17.1407	-12.9189	1
4816	31.2968	22.5707	15.4402	-48.4452	1
4821	35.7276	13.7002	23.1437	91.6363	1
4826	16.03	26.5034	15.6916	-14.6643	1
4827	38.6842	24.9743	9.1934	-29.7267	1
4829	43.8304	22.247	16.9214	101.232	3
4831	61.6121	19.4208	12.9421	-144.981	2
4832	20.6029	13.3314	19.0796	26.5553	2
4835	14.9019	11.1801	20.6627	-36.4702	1
4840	21.1578	18.556	14.4414	-95.45	2
4843	67.6011	9.50031	14.3191	177.041	7
4846	17.9645	24.4482	17.74	12.9711	1
4851	33.6145	19.5937	22.6741	-47.4353	2
4854	61.5327	14.5371	22.5614	90.7429	4
4856	23.5842	16.6349	24.2455	-135.887	4
4859	39.3681	24.7891	20.1456	-129.312	2
4863	20.3788	23.8468	4.43942	83.1727	1
4865	16.7609	20.3261	17.3	-152.429	1
4866	15.2731	21.6183	23.2958	-156.869	1
4870	16.497	18.891	8.83745	167.207	1
4872	54.5011	21.6708	23.6264	130.868	2
4873	12.8942	4.59717	6.68025	-115.701	5
4874	30.9653	23.0755	9.43236	125.3	3
4877	40.092	40.7213	13.8933	-6.96376	1
4878	18.3951	18.7449	10.3463	-65.8691	1
4881	40.5682	15.0227	16.3581	-131.125	1
4882	12.7185	17.4797	8.34149	50.539	1
4883	15.2976	32.1408	24.2593	-49.3889	1
4885	31.1348	24.8648	25.5126	-165.95	4
4888	28.0307	26.333	19.8126	-10.2404	1
4891	13.0193	15.428	9.6	9.24887	2
4892	67.0977	19.8153	22.109	-78.5121	1
4898	43.4698	19.3527	21.1906	-145.181	2
4908	24.7489	24.094	6.29514	-174.421	1
4915	33.4234	18.7508	12.9906	163.08	1
4916	35.5107	10.1411	6.66135	-59.2884	3
4920	26.096	16.4261	12.977	118.557	1
4926	22.6759	18.5761	25.0083	-60.9805	1
4927	13.3907	18.8574	19.1711	-130.208	1
4928	15.3688	10.4569	6.21363	-24.0369	2
4929	19.7234	12.2555	21.5326	-5.071	1
4931	32.6983	17.0949	4.32015	10.3534	1
4932	10.4134	12.1759	22.7141	68.0747	1
4933	13.2257	16.3565	1.26489	-108.369	1
4936	15.2901	21.4922	23.6681	80.9343	1
4937	49.4827	22.4544	20.544	6.5468	3
4943	16.8286	17.2899	14.0319	-123.657	1
4950	22.2964	13.132	24.398	166.779	1
4957	48.2759	29.9657	22.6629	7.38112	3
4958	25.8258	9.86711	22.1604	138.765	3
4971	24.3151	11.1873	9.80599	-178.266	2
4974	10.1345	15.6239	23.2829	-116.21	2
4976	43.3581	15.2862	17.4326	10.5114	5
4977	19.9352	18.4965	13.8073	-11.9	1
4980	22.4518	15.5594	20.3851	23.6992	1
4982	25.6938	18.6103	14.6394	90.6791	1
4984	12.6123	8.09644	14.9032	52.7156	1
4985	20.5229	9.26119	11.7217	28.4802	1
4988	26.1583	19.865	14.4623	-167.336	1
4992	12.6462	28.6802	14.7464	-122.905	4
5003	25.8084	35.833	19.22	138.215	2
5004	50.6852	10.5627	17.8347	-121.397	2
5005	36.5025	17.3598	24.4354	-69.6221	1
5006	23.4087	28.1172	8.77968	-119.481	5
5007	51.6684	16.3458	6.3256	-42.962	2
5015	60.1439	16.0502	23.6439	-44.118	2
5018	22.8208	23.6897	7.70508	-171.93	1
5019	20.8133	15.7722	17.7066	-102.57	1
5023	19.4168	22.2166	16.9843	75.4329	1
5025	88.0905	29.5527	5.96833	68.0286	4
5029	32.0569	19.2547	15.5426	-98.9421	2
5031	17.0533	18.766	12.7542	-69.5714	1
5032	23.6158	17.4492	11.8941	-26.7544	1
5034	10.9048	22.1089	22.0641	109.316	1
5035	53.1593	24.8074	17.3368	167.582	1
5043	26.6082	18.7061	18.5985	108.859	2
5044	12.8765	21.5783	23.4442	49.5547	1
5045	38.092	16.1436	13.3761	-95.0882	2
5046	24.249	16.386	23.725	-56.9632	1
5050	20.8536	17.9889	14.3905	84.6825	1
5051	23.6128	27.8309	15.4809	137.166	1
5053	23.9865	24.0929	22.0775	29.8895	6
5054	39.1428	19.6213	20.8433	-99.2897	1
5055	44.714	24.4272	25.1097	55.2883	2
5057	15.5439	18.0299	6.04757	45.7967	1
5061	60.0315	29.0952	19.7598	131.239	2
5064	19.5562	42.3053	24.72	-90.5619	2
5068	73.457	38.879	17.6104	101.356	2
5069	20.0394	18.7683	25.7792	-118.352	1
5070	17.4399	20.3155	24.0883	-169.19	2
5074	22.2697	18.8756	14.1465	-6.91523	1
5075	12.6041	23.0238	24.6454	-85.6894	1
5082	58.4565	14.0672	15.188	-137.756	3
5086	16.9262	13.1005	12.1451	74.4897	1
5094	47.4211	20.6617	20.0258	174.294	1
5095	22.2231	31.8929	14.0099	110.787	1
5104	13.6802	23.7146	19.7266	-92.9582	1
5105	88.5511	11.5107	18.5071	122.932	2
5108	10.0656	10.5259	20.693	-146.493	1
5109	19.7617	6.48692	10.3322	-5.16858	2
5110	12.0296	28.4153	14.804	-138.876	2
5113	14.6114	20.1804	24.543	31.2031	2
5116	36.5359	38.6347	10.0682	40.0185	1
5117	13.9721	19.5225	22.6142	99.2072	1
5120	50.7622	35.4942	23.1679	26.5442	1
5124	32.1813	24.4292	14.5644	-78.0299	1
5129	42.4763	13.4138	24.8238	-144.57	3
5135	11.0905	10.5349	22.2742	34.5701	1
5141	42.5491	17.9544	25.3893	153.718	1
5143	91.9302	30.3275	4.19342	12.1406	1
5145	47.1198	13.4133	8.6397	171.513	2
5146	12.9409	18.7966	19.6052	8.35187	1
5154	12.442	8.17718	9.9762	-78.6683	1
5157	11.6112	16.8031	4.69206	-91.9375	1
5163	31.6122	30.367	22.3441	97.0032	2
5167	37.2647	27.4295	22.3539	177.794	3
5169	16.3057	17.0661	18.1631	-45.6274	2
5170	34.0341	14.8946	11.6883	119.02	1
5176	18.7117	21.2266	16.7361	-32.5988	1
5180	34.4248	24.785	8.23508	20.7536	1
