N. Shower	Energy (GeV)	Zfirst (km)	Theta (°)	Phi (°)	N. Particles
1729	34.2993	16.5916	14.0948	166.145	1
1731	24.163	13.2328	21.8211	-97.9357	1
1734	16.9729	7.30668	19.0277	127.62	2
1736	50.6796	17.307	23.3744	98.4385	1
1744	16.2124	19.3588	19.7768	15.6635	1
1748	22.3441	11.8659	18.3494	85.1445	1
1752	23.6939	16.4664	13.9941	-139.399	2
1755	18.4599	20.111	21.9805	-123.772	4
1761	15.8545	17.3029	18.6787	-154.344	1
1762	42.1259	17.5471	25.2645	107.07	3
1767	82.3792	22.6785	17.5273	155.998	4
1769	44.7218	13.3559	20.5888	19.6289	2
1771	13.3303	26.995	9.12433	97.0474	1
1776	10.1969	19.3265	18.9117	-54.8458	2
1777	27.3681	18.5238	20.1702	155.692	1
1779	39.4367	23.3414	9.88195	55.2995	2
1781	35.1559	30.4666	22.0203	110.652	2
1788	16.6721	18.3126	20.4224	-1.66767	1
1794	14.085	20.0061	18.2796	168.913	1
1795	17.9523	19.6817	9.65836	112.215	1
1796	14.3189	18.1067	4.79223	91.1946	3
1799	20.434	21.2122	24.4955	-76.7677	1
1800	30.6309	29.0081	22.625	170.072	1
1802	10.0016	16.8254	16.8941	73.0194	1
1804	34.1441	31.2796	21.2012	60.0718	3
1808	29.0116	26.9436	4.65673	-139.39	1
1809	12.9809	12.6385	22.3215	-94.2755	1
1810	83.3651	20.3939	18.302	-164.909	8
1811	17.3061	20.1157	16.6853	-67.3967	1
1815	10.6432	18.1118	21.8855	-167.823	1
1823	34.545	27.1534	7.96837	124.876	1
1827	17.0075	16.8914	17.2347	107.995	1
1830	23.3411	15.0746	24.682	-10.7358	1
1831	89.1529	26.7881	24.0145	178.285	2
1837	42.013	42.7279	10.4657	-16.4542	4
1843	24.595	18.0302	20.5424	-29.1954	2
1844	25.6793	16.4175	20.7414	-101.62	1
1846	17.3471	21.185	5.20656	-108.549	1
1847	32.9867	9.51128	17.7375	68.4623	1
1848	40.7574	20.0527	5.2115	65.7967	1
1852	37.1952	15.9931	15.7843	103.682	1
1854	11.0466	17.8726	21.6447	-104.547	2
1859	23.5014	24.2321	22.4801	-133.493	2
1864	18.3191	24.5361	22.792	80.4802	1
1867	15.4345	18.1772	24.482	142.397	1
1873	12.2182	20.8627	22.6239	-33.0678	1
1875	23.3104	21.6461	12.1941	-100.585	1
1881	43.4574	14.6857	16.6565	34.6833	2
1886	11.0697	24.5986	4.79334	-136.616	1
1887	16.4381	20.7795	15.9515	36.994	1
1890	19.8793	31.7781	5.27834	-94.5888	4
1892	27.4134	15.5709	22.4263	139.979	4
1893	10.7546	33.2222	20.1382	-109.232	1
1895	13.1711	26.2879	16.8483	111.546	1
1897	51.138	16.7254	5.81437	98.968	1
1898	11.7792	5.32438	16.6267	-12.1064	2
1903	19.0918	21.6632	17.889	133.647	1
1906	61.2823	10.9941	18.707	142.99	4
1909	23.5527	33.4154	22.1999	7.54913	1
1917	16.4307	23.6769	23.6906	119.794	1
1919	58.4672	50.2775	17.8474	56.7337	1
1922	20.4512	18.8632	22.8785	-137.701	1
1924	14.4949	24.6276	23.1815	22.4787	1
1927	27.8835	15.3404	21.572	-88.2561	1
1929	13.5723	12.2396	20.1724	-179.23	1
1932	20.4192	40.0484	11.0416	61.827	1
1937	40.8967	17.377	24.8495	126.17	1
1938	28.2125	21.6854	25.5355	67.9646	4
1945	46.8368	12.8272	14.9048	-126.071	1
1947	12.0516	21.5264	17.0615	78.2012	1
1952	27.9898	16.1195	15.8225	51.6812	3
1953	10.8716	24.9655	18.6892	50.6514	1
1957	14.6151	28.6219	14.4626	-127.133	2
1962	11.2099	11.7344	24.7363	179.209	1
1963	44.3499	24.2589	24.4685	87.0879	2
1965	21.2421	22.089	22.8633	-108.257	1
1966	88.5982	25.4869	10.6903	-115.924	1
1967	34.5153	12.7166	14.7098	135.312	2
1974	48.9197	22.1375	16.6045	-6.60284	2
1980	85.7983	31.7493	9.56551	-12.1704	2
1984	43.4888	14.1855	17.0514	-110.161	2
1992	38.616	15.4967	19.8281	-42.2559	5
1997	10.6853	10.5581	20.973	-41.2966	1
1998	18.6628	6.42685	10.3931	153.732	10
2002	59.8136	19.4045	17.093	176.679	3
2003	34.051	23.3306	19.6126	1.98616	2
2005	19.8645	14.9561	24.498	165.989	1
2011	22.9739	15.7861	25.0138	82.7012	3
2014	29.2481	10.6499	20.0679	-40.0006	2
2021	51.5799	14.9729	15.8936	112.395	4
2023	38.655	17.6041	23.5621	88.5386	1
2027	16.9913	16.6196	19.7503	-82.9443	1
2029	18.1783	20.0231	11.4576	141.015	1
2033	12.1377	18.7683	22.4125	42.7262	1
2034	40.0351	27.3442	23.8375	-15.2299	1
2035	24.5533	17.1318	8.3269	173.379	2
2036	23.4357	25.4114	24.0043	114.071	1
2040	22.5676	29.1513	24.0252	-165.694	2
2043	30.6743	15.7627	13.1796	21.7965	2
2044	31.9127	7.46204	23.9079	168.297	3
2045	64.4078	18.2449	8.64737	112.558	3
2046	44.1267	17.0935	9.54317	-13.0133	1
2047	17.2211	16.461	20.4473	29.4566	1
2050	17.7533	16.5391	20.6009	-169.759	1
2051	15.6384	16.8829	16.1092	92.2399	1
2052	15.7197	27.8349	1.0621	70.1251	1
2053	21.5475	20.4834	16.8278	-157.847	3
2054	68.6149	22.0115	23.1172	-65.6689	1
2057	24.4235	21.3604	18.2265	38.9249	1
2058	49.2727	22.5333	22.3313	-168.256	2
2059	32.3373	33.1066	17.3736	-136.474	1
2061	10.485	14.383	17.937	-161.973	1
2062	21.0714	9.91368	19.05	8.11046	3
2063	12.4147	26.2687	9.38214	-1.89272	1
2066	15.7665	22.8652	24.2353	-128.954	1
2069	12.4654	22.013	19.5325	-169.607	1
2073	42.6452	23.5032	25.2749	-122.557	1
2078	32.5439	17.8799	10.7492	-158.389	1
2079	12.2619	12.543	23.4101	-147.664	2
2081	12.1495	13.5403	25.7629	4.49951	1
2088	14.2307	26.2988	17.7463	142.284	3
2093	39.8644	13.2287	19.3456	156.88	1
2094	49.2621	18.0721	8.50616	-3.89861	5
2096	28.146	15.3648	23.4551	-111.955	2
2097	15.6053	16.8953	22.4637	-15.9831	1
2100	22.7626	20.4584	25.5644	118.435	1
2102	14.5612	15.3557	23.9361	-134.768	1
2105	69.6884	19.0579	23.1044	-156.256	1
2107	11.4382	13.9655	20.8694	13.1414	7
2110	13.3915	16.4808	19.2775	69.6681	1
2111	16.0161	12.5749	11.2025	115.463	1
2119	25.72	22.0857	24.9627	-130.495	1
2120	41.5065	18.4204	19.215	-101.628	1
2121	15.5117	20.3089	19.8414	173.076	2
2130	16.4976	18.2798	17.7568	-71.309	1
2134	19.0134	13.7135	16.1983	7.33426	1
2137	13.3946	15.9938	21.7555	35.5783	3
2138	12.2482	14.2095	14.3771	101.471	1
2144	51.5387	22.1152	21.2493	102.229	2
2146	17.3436	13.82	19.2089	77.0499	1
2151	44.5373	30.682	20.7525	-42.6364	1
2153	37.9659	42.2479	12.7566	-21.9237	2
2157	20.5244	24.3254	17.295	-91.2999	2
2162	34.4353	16.9037	3.74155	-142.674	2
2165	14.6583	15.5551	18.8451	2.30884	1
2167	19.0486	8.4981	14.824	-122.416	1
2168	30.7292	32.5883	24.72	4.90818	1
2169	15.4478	30.6119	23.2082	-27.2498	1
2170	19.641	31.9936	23.182	-114.349	3
2171	71.7344	23.659	14.4938	-173.627	6
2183	52.4367	13.375	24.342	121.501	7
2184	21.943	14.1952	4.52331	-50.038	11
2190	35.9581	16.7321	25.4312	60.6171	2
2192	10.6826	11.7495	11.2022	-32.5446	1
2193	20.0291	28.1984	13.2891	-17.3508	4
2198	28.646	26.8993	15.78	176.061	3
2200	25.3304	9.71487	21.127	22.7795	3
2201	30.2815	12.4501	23.6538	-148.926	1
2212	49.8641	20.4866	17.8877	31.1852	1
2222	11.1448	13.3068	13.6022	84.4769	2
2224	17.7195	22.3451	23.0516	-90.9828	1
2226	16.4136	23.9341	22.5437	-155.358	1
2229	31.2899	13.4712	18.088	-141.153	2
2230	23.1	15.614	7.50266	23.8257	6
2234	12.8523	16.892	14.6272	77.1586	4
2236	10.4681	31.5595	23.0758	59.4032	1
2237	18.9577	10.6398	14.5114	135.472	1
2238	20.5992	18.5981	19.0707	48.8235	6
2239	35.3311	24.6032	22.8193	-131.206	2
2248	25.1242	20.6302	18.7042	-24.4516	1
2251	11.2101	9.19825	11.7211	-70.7573	2
2255	84.112	11.789	13.5843	169.1	2
2257	27.7534	25.9225	11.936	132.457	1
2263	25.7884	24.6593	20.6175	127.734	1
2264	13.5896	10.6274	15.5829	80.3994	1
2266	40.8872	9.26941	13.7953	-20.2938	1
2269	42.3757	11.5501	25.4298	152.757	1
2271	17.3935	22.7497	6.97855	62.2968	1
2273	13.1017	14.2628	15.8441	-43.3081	1
2274	23.9047	31.8783	18.4123	148.973	1
2280	92.7651	14.5473	19.0989	-132.87	5
2281	37.6398	15.8087	8.32785	-166.909	2
2283	13.8939	15.4506	25.2419	-155.258	1
2286	16.9689	15.4544	21.3884	-128.814	1
2287	16.4946	24.8227	24.1652	11.7935	2
2288	20.7444	15.225	23.8332	126.958	1
2292	10.8441	38.3416	10.2205	171.743	1
2296	12.1798	20.4401	17.4476	84.1528	1
2298	72.3128	28.2115	25.6826	111.388	6
2301	45.0376	15.5612	20.4304	-60.6293	1
2303	35.2372	11.0613	20.2694	76.4566	1
2305	27.948	21.9618	25.0488	-138.797	1
2308	57.4664	27.2906	24.5482	-22.7971	1
2311	64.6694	11.8992	9.72033	140.381	7
2315	28.4386	26.4935	4.11553	147.458	1
2316	22.7666	11.828	13.7797	-80.7708	4
2317	20.9057	33.7824	9.577	-173.347	1
2320	80.4105	18.4428	8.45977	73.3035	3
2322	23.4492	14.3352	9.73278	-24.957	2
2323	22.9383	18.2558	16.7165	66.1297	1
2324	54.39	5.72959	17.935	-170.109	34
2326	15.6398	28.9016	19.0447	-164.748	1
2332	21.1569	15.3614	8.62345	-74.9702	3
2343	44.4133	20.8249	4.97791	17.2603	1
2348	44.7531	22.7305	19.2661	-45.0442	2
2350	10.1749	17.9269	13.1403	93.5886	1
2352	11.1206	12.7314	17.6498	-54.3999	1
2355	79.7225	23.0097	13.7995	52.9906	3
2358	30.0644	25.941	12.1652	-12.0541	2
2360	13.6745	11.4133	22.1843	31.3133	1
2362	24.3298	11.2423	22.0065	-38.7986	1
2366	26.9435	29.6437	21.0678	-105.692	1
2368	29.4653	17.3577	24.4403	-136.537	1
2372	43.8129	16.3994	1.72442	126.993	1
2373	17.0316	12.301	18.2027	11.5768	1
2376	75.4809	27.7984	16.7234	124.473	4
2382	48.6802	9.75799	25.3837	144.358	9
2386	31.5806	27.9296	16.0669	-128.273	2
2396	11.7544	20.2815	11.4429	101.392	1
2397	21.8363	21.6124	14.7239	-28.8426	1
2398	54.799	15.6475	23.3502	-176.871	6
2406	14.2046	14.6477	24.6399	79.9949	1
2407	18.4691	26.4475	8.12385	-22.064	1
2415	20.4293	16.2634	25.4094	-18.3596	1
2423	89.6826	27.3806	17.2953	-51.5882	3
2425	23.6401	7.42428	25.2834	-97.1717	5
2427	10.8927	12.7868	6.50132	-61.6655	1
2428	21.6873	16.0565	19.8513	-105.495	1
2429	18.9466	25.6578	23.516	-5.3065	2
2430	15.8158	20.6151	18.4216	-60.4387	1
2432	30.5191	13.2653	19.8092	-111.839	2
2434	15.8315	31.6816	16.4697	169.132	1
2435	16.1555	50.2106	19.7315	148.504	1
2442	29.6791	61.6096	17.8042	-54.8991	1
2444	12.4557	12.3382	19.6412	65.9696	1
2453	72.3812	30.0637	11.177	124.653	2
2454	23.0883	26.1982	21.5503	-129.99	1
2455	14.6606	21.015	15.7436	-4.2386	1
2456	11.961	14.836	25.4853	75.1934	1
2457	42.5122	23.4748	24.0969	43.6137	1
2461	12.7868	15.6203	21.8533	-59.3134	1
2464	40.2042	23.8433	13.7126	-144.308	1
2467	19.1608	16.0078	6.71641	104.878	1
2475	28.4618	23.66	22.641	10.729	3
2477	21.2946	11.0263	20.7838	-164.435	2
2478	10.7802	23.6927	23.6882	152.572	1
2481	37.7417	11.5971	5.72496	-159.636	2
2484	77.1713	19.3814	24.1954	115.997	2
2488	10.5487	20.5625	8.60524	-27.5522	1
2489	89.4287	13.8795	6.49692	-23.6948	8
2497	53.6275	25.7394	8.5219	179.553	3
2498	28.8715	20.9369	17.2353	136.126	2
2504	20.8316	21.8068	8.38959	137.27	1
2505	56.5672	15.2635	22.8305	133.05	1
2508	11.501	22.9373	23.1782	21.1152	1
2509	31.2753	16.8922	15.6974	-19.8675	1
2510	20.5468	35.1584	25.2441	148.152	1
2514	25.9174	12.1076	14.4957	-154.928	6
2525	15.041	6.91704	18.2671	83.6824	4
2528	26.8998	14.069	6.82705	-114.636	1
2530	10.325	17.9533	25.3199	164.46	1
2531	20.2606	20.4028	15.9881	103.871	4
2535	44.0434	14.3715	12.2021	137.034	3
2538	22.5232	24.2237	17.6796	134.841	1
2540	19.3412	32.097	23.3039	-66.1247	2
2542	56.5398	13.1782	16.1655	-82.4952	5
2545	50.8614	24.9205	25.5162	26.7846	1
2547	25.9131	14.3878	17.6703	157.798	2
2548	10.3268	20.0182	25.1645	-129.717	1
2549	17.3521	15.7697	16.8389	-13.8539	2
2550	12.0143	25.1182	23.5049	75.7048	1
2552	22.177	19.1022	22.8492	47.9961	1
2553	37.9656	36.7802	8.63197	-94.9768	2
2556	89.9636	16.6919	20.6257	34.8392	9
2558	33.9909	23.4699	3.57323	55.7974	2
2568	19.1927	16.7858	17.1283	42.963	1
2569	50.1274	20.9753	16.3228	60.2185	2
2571	37.5922	16.2393	20.909	-86.3038	1
2573	50.2884	15.5209	10.1416	-179.606	2
2576	13.8777	15.2884	12.2361	118.214	1
2582	18.9262	22.6894	21.9193	151.103	1
2587	44.9015	35.9084	2.84233	-69.4976	1
2589	15.4228	16.7182	23.1509	52.6048	1
2590	11.9015	16.8757	2.9076	99.1701	1
2600	97.8497	16.7971	12.5459	124.52	3
2609	14.0825	16.8866	16.4819	103.909	1
2611	18.3282	23.2512	23.665	74.4198	1
2615	26.8654	11.7813	16.9744	40.7544	4
2619	10.4123	15.6914	18.3014	63.3503	1
2621	31.7658	13.501	23.7318	-167.904	3
2623	11.3801	25.3994	23.4871	-61.27	1
2626	14.6551	14.3833	8.54058	-56.0017	1
2632	22.9046	12.1265	12.8229	58.7582	1
2633	14.4489	33.279	16.1453	-153.432	1
2634	10.39	12.4669	9.63249	35.0177	1
2653	26.9324	20.9661	12.1941	-118.947	1
2660	14.5471	36.8041	8.43259	-11.6553	2
2663	11.5694	14.3427	13.0749	72.2709	1
2678	35.0987	18.8996	11.5461	-80.6669	2
2681	14.7528	9.64733	12.1756	156.783	1
2683	12.6351	18.2242	8.97848	115.921	1
2685	48.6966	21.1084	15.0235	-33.0856	3
2686	35.942	11.0725	22.7385	-151.492	1
2687	43.1874	15.9043	19.6391	-102.422	3
2688	10.9331	16.4414	13.8516	-18.3473	1
2689	22.5793	14.1119	18.2227	109.239	1
2691	14.5741	14.9344	6.38968	-124.397	1
2693	18.692	24.4816	22.0592	19.7946	1
2696	12.6108	14.3037	11.2009	-161.979	2
2699	29.8573	18.0065	21.4282	174.427	1
2700	48.6785	16.8513	8.97229	-40.6066	6
2702	46.785	36.5724	19.6708	-114.057	1
2705	30.5123	17.976	12.835	-101.231	1
2707	16.6094	27.7942	25.5359	-169.413	1
2709	22.0559	12.4363	13.7282	76.835	1
2715	48.0133	18.7691	20.2196	-2.20141	1
2716	49.605	8.63712	23.7454	-178.085	9
2718	49.6755	18.6843	3.99623	80.0946	4
2719	18.512	15.8466	18.9921	-121.667	2
2720	10.5944	10.8499	12.0304	-150.447	1
2721	12.5944	16.8552	6.98342	150.416	1
2722	46.2902	18.326	22.7213	-67.317	2
2723	28.2057	31.6827	20.9599	78.2051	2
2730	22.3788	15.9746	21.6871	47.0933	2
2739	59.3242	38.9175	13.468	-140.985	5
2740	44.0876	20.4426	4.67131	137.305	2
2742	16.8223	12.1611	22.2429	74.9919	1
2751	83.2424	15.57	18.7842	-123.177	4
2752	16.4699	15.3569	14.2127	51.7552	2
2758	14.2247	8.94201	21.4816	-31.1815	2
2760	19.7236	41.2587	21.3786	11.6445	8
2762	18.6143	18.2809	25.7062	-169.395	1
2765	45.2914	21.5359	19.3261	36.3704	1
2766	11.0882	15.5768	18.1877	174.244	1
2769	55.9392	15.1203	5.83753	-104.932	4
2771	32.6257	31.282	15.0964	72.5694	1
2772	20.6307	11.8996	16.4718	143.28	1
2774	42.6098	19.3031	8.6713	-43.4978	2
2784	42.7865	14.6892	5.49659	-20.5828	1
2787	41.5824	16.7662	18.5429	-79.4075	1
2788	14.3369	22.8251	19.8945	95.595	5
2789	58.7223	26.8865	22.4643	106.338	2
2791	28.4863	25.8874	17.9182	-131.204	2
2792	50.8157	20.2982	6.45651	-22.2526	2
2795	19.4004	16.2798	23.3973	-160.369	1
2796	55.616	32.36	25.2324	-53.1831	2
2797	14.1234	15.7253	5.73043	103.531	1
2799	12.8968	12.552	12.3948	131.704	1
2803	15.6947	15.8724	17.7562	-109.885	1
2809	30.3268	19.258	22.0868	-54.7986	2
2810	41.0612	18.2721	17.9034	-39.4885	11
2811	12.4866	15.9	15.4729	62.4638	1
2812	14.24	27.64	9.0535	-136.737	1
2814	12.9075	23.4674	24.7014	-97.1054	1
2822	71.901	14.4066	17.7387	-160.925	3
2823	49.0784	17.7852	15.4816	-88.766	5
2829	51.6901	15.908	17.3839	-56.7331	3
2830	32.3864	27.9418	24.4705	-149.824	3
2831	72.049	14.8277	17.3769	-174.168	5
2832	11.8084	14.1745	6.72981	-44.0673	1
2835	13.6662	15.7217	4.75568	9.07651	2
2837	40.049	17.8862	14.9148	80.2607	2
2838	40.9724	26.9651	17.664	13.3671	2
2839	85.4996	16.5522	16.691	106.609	4
2840	11.5535	24.2641	23.5072	-118.012	1
2842	22.6826	13.5011	16.3507	-176.065	1
2853	35.4123	16.2036	21.3276	5.31292	1
2854	36.4238	14.6419	15.9795	131.173	1
2862	13.4833	17.2257	19.1712	-58.1437	1
2866	26.092	17.8671	15.7758	175.262	5
2868	23.7012	24.9513	2.22456	14.4245	1
2871	15.5139	15.0221	21.1685	114.689	2
2878	38.3683	16.6562	20.9873	-122.959	1
2883	16.7172	20.1506	19.9412	-161.814	1
2886	35.8267	16.6663	25.6748	-127.162	1
2887	35.7323	16.5332	4.19337	104.357	1
2890	16.1955	17.5944	14.0605	-36.7869	1
2892	15.7783	7.6988	18.8025	113.249	3
2900	16.5849	18.8476	13.9196	-116.175	4
2903	11.9302	13.1382	10.1887	116.969	2
2904	77.9691	26.0192	23.9295	-34.4965	5
2907	11.2013	15.5626	7.11335	-172.537	1
2911	23.2837	21.4611	24.9142	-13.7866	1
2912	28.5538	28.9348	9.69188	-34.5955	1
2920	13.2931	30.2607	11.4438	22.7727	1
2923	10.2165	17.9108	14.9954	-9.49341	1
2924	14.9069	13.3114	19.2225	-36.722	1
2925	14.2805	30.4917	18.8904	54.9598	3
2926	24.9155	34.7961	20.4151	6.96132	1
2932	12.0003	11.3379	19.6284	-55.3115	1
2934	10.2639	29.1238	23.8162	-138.624	1
2941	26.8418	13.0995	21.3164	-70.2219	1
2944	14.1636	13.6348	11.9723	-49.5047	1
2948	18.927	25.9007	23.1943	163.668	1
2949	43.1964	9.88258	7.67606	-121.462	7
2950	13.6651	25.8738	17.1862	134.898	1
2953	14.7623	23.0268	4.41399	49.5544	1
2956	19.1762	6.28992	3.31435	143.698	1
2959	24.9492	19.4388	23.2047	162.759	1
2961	59.6568	30.1066	12.8663	176.754	1
2965	19.4853	10.3388	25.0411	-74.3809	2
2968	13.7691	8.62496	7.17427	-25.062	2
2971	21.5876	22.7849	4.0921	-14.0104	1
2972	49.1983	27.1861	25.7384	46.3453	2
2973	65.8892	20.4025	25.6705	18.7331	3
2975	30.6682	20.9732	7.2617	119.979	1
2978	21.0598	20.0221	20.6136	-72.9926	1
2979	53.1682	37.6051	25.4645	96.5282	1
2981	18.0329	19.6344	7.79923	58.5364	1
2983	18.3553	17.7445	8.38391	-100.109	1
2988	14.6014	21.5179	6.32087	-33.3124	1
2991	59.9645	16.4925	15.6415	128.059	1
2992	21.0919	5.43162	10.3825	46.1047	5
2997	15.4191	19.4245	14.3033	79.0125	2
3002	17.848	15.0214	23.2554	-106.619	1
3008	13.1048	25.2608	10.0152	44.8319	1
3010	41.8017	10.9916	19.8551	19.7484	2
3011	27.531	27.5887	10.4626	82.4829	4
3014	12.711	29.7143	19.9795	-132.47	1
3019	99.515	19.0274	25.6574	124.774	3
3025	14.4966	23.554	9.93433	107.971	1
3031	23.6217	25.4326	15.8028	136.478	1
3035	16.7949	18.6565	15.5609	27.0949	1
3041	40.7073	39.8629	16.8887	-0.290718	1
3045	24.4786	25.0718	20.8243	-8.51223	1
3048	17.0603	22.2192	24.5808	175.798	1
3052	34.1276	18.3825	15.3563	9.20013	1
3053	14.4394	31.9479	24.9194	-169.181	1
3055	25.774	18.5842	16.7318	-11.7933	3
3056	14.7022	30.1585	20.1344	166.379	1
3057	20.5145	33.7155	17.0361	175.594	1
3061	15.2249	21.9692	21.0121	57.4206	1
3072	20.2542	14.2046	18.5839	56.1396	2
3075	19.2303	21.3965	3.21802	-152.526	1
3077	18.6194	8.05934	3.94052	-126.096	2
3079	17.3896	25.7758	20.5709	-91.0329	1
3082	19.6036	11.7937	18.9798	75.1838	2
3083	18.5962	25.1248	22.9608	-170.299	1
3084	53.5258	12.3239	25.4558	101.567	5
3090	26.478	16.9179	20.5372	99.2051	1
3092	34.3167	17.147	20.1539	-44.2942	3
3093	24.4767	28.5506	14.2092	155.455	2
3098	15.7871	30.201	16.9274	162.508	1
3099	22.0896	26.3771	17.7253	110.08	1
3100	13.2479	14.0649	23.2748	59.3543	1
3102	82.0937	46.1948	13.4376	-106.819	4
3104	43.8581	17.4002	16.5785	153.677	1
3106	20.4021	20.3222	24.827	-27.662	1
3107	12.7179	23.5619	18.5648	158.601	1
3109	14.3651	19.7401	23.8433	40.986	1
3113	15.1572	14.669	23.5264	29.8276	1
3117	23.8888	26.1401	8.5959	-147.707	1
3119	15.0179	12.0753	13.5315	10.927	1
3120	24.4384	24.8562	21.8934	-40.1892	1
3124	11.0048	22.8127	23.0538	-75.1504	1
3130	18.1046	14.3974	15.317	109.936	1
3132	49.6054	19.9935	21.2851	151.277	1
3134	21.0929	55.3305	22.5765	-118.147	1
3137	11.1438	16.8356	19.4761	119.242	1
3138	55.495	43.5069	18.5686	-165.407	1
3143	46.1993	12.4196	14.0382	-71.2768	2
3144	10.9378	8.76545	9.41291	-58.4584	2
3150	20.6812	13.4117	15.2527	-9.34875	2
3153	15.213	15.5486	3.11185	17.5156	2
3156	70.1899	9.62698	7.54425	-49.3156	6
3160	11.5483	21.5153	22.0938	-145.893	1
3161	23.8762	17.059	24.4898	-15.4791	2
3165	11.0871	20.978	15.0769	119.418	1
3168	13.2671	22.2392	23.719	-94.4771	1
3169	38.0291	26.0561	23.9024	170.634	1
3185	10.9815	20.1067	13.3992	110.644	1
3186	14.5833	20.4128	16.0432	13.1523	1
3188	13.5058	14.6785	18.8855	-164.932	2
3190	22.4518	8.05628	4.52048	-146.427	2
3192	12.3111	24.6381	12.747	-97.255	1
3193	10.9175	18.8517	24.3725	-76.7283	1
3197	13.6511	18.1671	9.45855	166.455	1
3203	11.7341	22.0922	16.8512	-119.416	2
3204	64.0153	15.2714	19.2003	95.522	6
3205	25.7751	10.1154	18.8972	-99.1151	1
3207	13.1996	11.9149	23.7415	-31.2628	1
3210	10.9467	9.85329	23.0462	27.1894	1
3213	21.6543	17.5657	11.5412	85.2729	1
3214	11.8361	14.3476	19.1828	44.1309	1
3218	44.7845	53.1114	17.4594	-4.93293	2
3226	22.8268	11.9777	5.47941	5.43954	1
3229	11.0355	25.1737	19.1467	43.7195	1
3232	28.3434	21.5678	19.5445	51.061	1
3235	12.2936	23.8239	8.79478	42.8972	1
3236	52.5722	20.7747	12.3635	176.389	1
3239	32.8343	16.4735	6.16304	-125.883	1
3243	22.331	20.1741	14.5081	160.275	2
3244	18.0433	27.179	16.9324	138.212	1
3247	22.7108	11.4132	18.2596	28.6404	2
3250	19.4305	14.3406	25.2767	111.073	1
3253	12.3845	29.4481	24.9116	120.294	1
3254	13.1437	17.2964	22.2758	-96.7325	1
3257	62.3044	19.958	21.5633	41.1223	1
3259	28.7304	14.9834	11.3233	-84.2392	1
3260	60.1832	31.9103	12.2126	50.4555	2
3261	18.6097	12.5628	18.5971	-74.0751	1
3266	18.538	17.9805	24.8832	43.4522	1
3268	10.8542	16.7151	16.5038	-121.073	1
3276	38.587	17.1746	23.7443	-48.2457	1
3277	25.1841	26.8116	19.3404	75.6736	1
3282	43.7327	16.2608	14.5574	40.0113	2
3285	12.3067	20.4922	18.3842	-101.419	1
3287	43.8846	23.3265	1.35526	49.7582	1
3289	36.4058	26.9115	22.6679	133.612	1
3292	14.1821	22.022	19.5318	55.0379	1
3293	30.1047	10.1313	15.273	95.416	3
3295	14.6826	21.8201	20.7199	3.37216	1
3296	14.7625	14.4635	14.0842	134.225	1
3298	17.9007	33.2719	8.85531	-6.34225	1
3299	26.3345	12.0746	25.0062	-179.923	2
3300	13.9906	14.5793	14.6359	110.096	1
3304	67.2768	17.2212	21.9304	46.9076	4
3305	17.6983	17.9666	24.9616	-13.9217	2
3307	17.5315	9.31767	17.3574	25.4442	1
3311	25.363	22.4911	11.8701	97.2925	1
3317	17.5439	26.5431	18.6065	-69.4762	1
3323	71.2064	12.3189	12.9324	-9.14648	21
3330	32.446	19.2477	22.629	-35.5571	1
3332	15.6629	5.79418	19.2587	-67.6065	3
3334	17.7463	18.61	13.2923	-109.223	1
3335	14.7571	17.3053	23.9042	-138.072	1
3341	12.8105	16.3238	19.8236	69.2592	1
3348	23.3323	15.9355	22.9111	-126.63	1
3356	35.8337	26.7571	8.54565	-105.976	2
3357	15.0144	17.145	12.7731	-179.489	2
3358	21.7717	8.12038	9.1146	69.2999	2
3360	11.298	25.4912	19.3663	-18.6777	1
3372	13.0795	30.2024	20.4092	131.541	1
3373	40.1488	10.1559	3.11575	80.0174	3
3374	14.0206	35.3977	23.919	-66.189	1
3376	19.4069	13.5399	10.3511	-53.4848	1
3379	54.1849	19.005	19.6698	-96.0346	2
3382	25.4047	12.6785	22.7951	-25.6203	1
3390	21.762	19.8801	18.2055	-124.329	2
3392	45.4657	8.98544	24.8891	-174.301	5
3394	10.0901	10.2162	12.5918	-54.1136	1
3395	16.9495	7.11343	14.1528	-132.163	1
3398	70.0608	14.4177	18.0461	104.875	4
3400	30.4657	23.783	20.5177	-80.294	1
3402	16.3523	13.7844	4.85885	-31.5546	4
3403	18.4145	11.7158	16.8296	85.8019	1
3404	14.6553	17.8413	20.1636	-172.91	1
3411	21.0429	17.6757	14.5779	-91.3819	1
3413	75.9616	27.2635	8.29201	74.7728	7
3414	12.4062	21.545	1.23664	134.941	1
3416	38.9377	21.0958	19.687	-96.1483	6
3417	12.8354	32.1057	23.0435	142.768	1
3423	27.4894	21.1243	11.3224	5.98404	1
3427	17.4221	10.556	22	124.693	2
3428	15.0142	20.8101	19.8319	-83.1997	1
3429	15.3015	13.551	4.42619	-83.9006	1
3432	10.2751	11.7182	14.5031	156.467	2
3433	21.1001	39.7434	24.5444	30.322	1
3435	14.5933	23.4894	10.0799	-51.4106	1
3437	49.6747	15.8421	21.1734	102.146	3
3438	19.3555	18.9567	25.3485	-7.27127	1
3444	18.7605	17.0513	6.80132	-92.4646	1
3447	27.0328	24.425	23.9486	122.073	1
3452	27.8221	15.6574	24.1883	-101.191	2
